"S1413-70542008000100015-scl","Produção da tangerineira &#039;ponkan&#039; após poda de recuperação","Mendonça, Vander, Ramos, José Darlan, Araújo Neto, Sebastião Elviro de, Rufini, José Carlos Moraes","Ciência e Agrotecnologia; 32(1); 103-109","Ciência e Agrotecnologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542008000100015&lang=pt" 
"S0210-48062008000100009-esp","Modelos experimentales para la investigación y el entrenamiento en trasplante renal","Sáenz Medina, J., Asuero de Lis, M.S., Correa Gorospe, C., Cuevas, B., Gómez Dos Santos, V., Linares Quevedo, A.I., Páez Borda, A., Castillón Vela, I., Marcén Letosa, R., Pascual Santos, J., Burgos Revilla, F.J.","Actas Urológicas Españolas; 32(1); 83-90","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100009&lang=pt" 
"S0210-48062008000100002-esp","Investigación y cirugía","García Barreno, P.","Actas Urológicas Españolas; 32(1); 3-23","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100002&lang=pt" 
"S0210-48062008000100008-esp","Caracterización histológica y hemodinámica del injerto con isquemia caliente según el método de preservación","Cabello Benavente, R., Rodríguez Martínez, D., Hernández Fernández, C., del Cañizo López, J.F., Lledó García, E.","Actas Urológicas Españolas; 32(1); 75-82","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100008&lang=pt" 
"S0210-48062008000100001-esp","Investigación en preservación y trasplante renal","Alcaraz Asensio, A.","Actas Urológicas Españolas; 32(1); 1-2","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100001&lang=pt" 
"S0210-48062008000100010-esp","El modelo porcino en la cirugía experimental del trasplante renal","Bestard Vallejo, J.E., Raventós Busquets, C.X., Celma Doménech, A., Rosal Fontana, M., Esteve, M., Morote Robles, J.","Actas Urológicas Españolas; 32(1); 91-101","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100010&lang=pt" 
"S1692-33242008000100008-col","Integración de procesos de negocio basados en servicios Web: Coreografía y satisfacción de restricciones","Giraldo, Jorge, Guzmán, Jaime A, Ovalle, Demetrio A","Revista Ingenierías Universidad de Medellín; 7(12); 141-155","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100008&lang=pt" 
"S1692-33242008000100009-col","Cuadrilaterización de una malla triangular usando análisis espectral y teoría de Morse","Mateus, Sandra","Revista Ingenierías Universidad de Medellín; 7(12); 158-167","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100009&lang=pt" 
"S1692-33242008000100006-col","Modelación de la volatilidad de los precios de la energía eléctrica en Colombia","Gil Zapata, Martha María, Maya Ochoa, Cecilia","Revista Ingenierías Universidad de Medellín; 7(12); 87-114","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100006&lang=pt" 
"S1692-33242008000100007-col","Cambios estructurales en series de tiempo: una revisión del estado del arte","Sánchez, Paola Andrea","Revista Ingenierías Universidad de Medellín; 7(12); 115-140","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100007&lang=pt" 
"S1692-33242008000100004-col","Diseño de filtros de talegas","Echeverri Londoño, Carlos Alberto","Revista Ingenierías Universidad de Medellín; 7(12); 43-60","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100004&lang=pt" 
"S1692-33242008000100005-col","Dos aproximaciones a la metodología de diseño a momento flexionante de secciones T en concreto reforzado que se comportan como rectangulares y constituyen la sección recta de la viguetería de losas aligeradas","Chanchí Golondrino, José Christian, Marín Torres, Luz Ángela","Revista Ingenierías Universidad de Medellín; 7(12); 61-86","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100005&lang=pt" 
"S1692-33242008000100002-col","Consideraciones metodológicas acerca del proceso de gestión del impacto y riesgo de contaminación de acuíferos","Massone, Hector, Martínez, Daniel","Revista Ingenierías Universidad de Medellín; 7(12); 9-21","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100002&lang=pt" 
"S1692-33242008000100003-col","Relación entre las partículas finas (PM 2.5) y respirables PM 10) en la ciudad de Medellín","Echeverri Londoño, Carlos Alberto, Maya Vasco, Gabriel Jaime","Revista Ingenierías Universidad de Medellín; 7(12); 23-42","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100003&lang=pt" 
"S1692-33242008000100001-col","Presentación","López Pérez, Fredy","Revista Ingenierías Universidad de Medellín; 7(12); 7-7","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100001&lang=pt" 
"S1692-33242008000100010-col","Especificación formal en OCL de reglas de consistencia entre los diagramas de clases y casos de uso de UML y el modelo de interfaces","Zapata, Carlos Mario, González, Guillermo","Revista Ingenierías Universidad de Medellín; 7(12); 169-191","Revista Ingenierías Universidad de Medellín","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242008000100010&lang=pt" 
"S1130-52742008000300004-esp","Evaluación psicológica del dolor","Olivares Rodríguez, M.ª Eugenia, Cruzado Crespo, Juan A.","Clínica y Salud; 19(3); 321-341","Clínica y Salud","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-52742008000300004&lang=pt" 
"S1130-52742008000300003-esp","Aspectos psicológicos relevantes en el estudio y el tratamiento del dolor crónico","Truyols Taberner, M.ª Magdalena, Pérez Pareja, Javier, Medinas Amorós, Mª Magdalena, Palmer Pol, Alfonso, Sesé Abad, Albert","Clínica y Salud; 19(3); 295-320","Clínica y Salud","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-52742008000300003&lang=pt" 
"S1130-52742008000300006-esp","El dolor en los pacientes con artritis reumatoide: variables psicológicas relacionadas e intervención","Redondo Delgado, Marta M., León Mateos, Leticia, Pérez Nieto, Miguel A., Jover Jover, Juan A., Abasolo Alcázar, Lydia","Clínica y Salud; 19(3); 359-378","Clínica y Salud","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-52742008000300006&lang=pt" 
"S0121-81232008000100001-col","Inmunología","Vásquez Duque, Gloria María","Revista Colombiana de Reumatología; 15(1); 7-8","Revista Colombiana de Reumatología","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232008000100001&lang=pt" 
"S0121-81232008000100002-col","Gota en el anciano","Restrepo, Juan Pablo, Pascual, Eliseo","Revista Colombiana de Reumatología; 15(1); 55-58","Revista Colombiana de Reumatología","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232008000100002&lang=pt" 
"S0121-81232008000100003-col","Fisiología del condrocito articular","Sánchez Naranjo, Julio César","Revista Colombiana de Reumatología; 15(1); 21-33","Revista Colombiana de Reumatología","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232008000100003&lang=pt" 
"S0121-81232008000100004-col","Síndrome de Sjögren: revisión clínica con énfasis en las manifestaciones dermatológicas","Díaz Paúl, Silvia Catalina, Velásquez Franco, Carlos Jaime, Pinto Peñaranda, Luis Fernando, Márquez, Javier Darío","Revista Colombiana de Reumatología; 15(1); 35-48","Revista Colombiana de Reumatología","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232008000100004&lang=pt" 
"S0121-81232008000100005-col","Artritis séptica bilateral de rodillas asociada a injerto vascular en paciente inmunocompetente","Mejía-Vallejo, Jimy, Román, Mauricio, Amador, José, Calixto, Luis Fernando, Iglesias-Gamarra, Antonio, Restrepo, José Félix","Revista Colombiana de Reumatología; 15(1); 50-53","Revista Colombiana de Reumatología","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232008000100005&lang=pt" 
