"S1516-84842016000200158-scl","Involvement of cranial nerves in a patient with secondary central nervous system lymphoma","Azevedo, Roberta Dantas, Reis, Fabiano, Delamain, Marcia Torresan, Souza, Cármino Antônio de","Revista Brasileira de Hematologia e Hemoterapia; 38(2); 158-160","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000200158&lang=pt" 
"S0100-54052016000200175-scl","Variabilidade espacial de Meloidogyne javanica em soja","Brida, Andressa Lima de, Gabia, Adriana Aparecida, Pezzoni Filho, José Carlos, Moraes, Diego Augusto de Campos, Wilcken, Silvia Renata Siciliano","Summa Phytopathologica; 42(2); 175-179","Summa Phytopathologica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052016000200175&lang=pt" 
"S2359-39972016000300236-scl","Does low serum TSH within the normal range have negative impact on physical exercise capacity and quality of life of healthy elderly people?","Chachamovitz, Dhiãnah Santini de Oliveira, Vigário, Patrícia dos Santos, Carvalho, Rafael Cavalcante, Silvestre, Diego Henrique da Silva, Moerbeck, Ana Eduarda Vieira, Soffientini, Mariana Guimarães, Luna, Érika Luciana Gomes, Rosemberg, Clara Werner, Mainenti, Míriam Raquel Meira, Vaisman, Mário, Teixeira, Patricia de Fátima dos Santos","Archives of Endocrinology and Metabolism; 60(3); 236-245","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300236&lang=pt" 
"S0103-50532016000601026-scl","Differentiation Among Brazilian Wine Regions Based on Lead Isotopic Data","Almeida, Cibele M. S., Almeida, Ana C., Godoy, Maria Luíza D. P., Saint&#039;Pierre, Tatiana D., Godoy, José M.","Journal of the Brazilian Chemical Society; 27(6); 1026-1031","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000601026&lang=pt" 
"S1519-69842016000200461-scl","Biomass allocation and nutrients balance related to the concentration of Nitrogen and Phosphorus in Salvinia auriculata (Salviniaceae)","Medeiros, J. C. C., Coelho, F. F., Teixeira, E.","Brazilian Journal of Biology; 76(2); 461-468","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200461&lang=pt" 
"S1519-69842016000200374-scl","Structure and dynamics of the planktonic diatom community in the Iguassu River, Paraná State, Brazil","Nardelli, M. S., Bueno, N. C., Ludwig, T. A. V., Guimarães, A. T. B.","Brazilian Journal of Biology; 76(2); 374-386","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200374&lang=pt" 
"S1519-69842016000200428-scl","Antioxidant and antifungal activities of Camellia sinensis (L.) Kuntze leaves obtained by different forms of production","Camargo, L. E. A., Pedroso, L. S., Vendrame, S. C., Mainardes, R. M., Khalil, N. M.","Brazilian Journal of Biology; 76(2); 428-434","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200428&lang=pt" 
"S1519-69842016000200352-scl","Phytoplankton composition of the water and gastrointestinal tract of the mussel Diplodon enno (Ortmann, 1921) from São Francisco river (Bahia, Brazil)","Alves, T., Lima, P., Lima, G. M. S., Cunha, M. C. C., Ferreira, S., Domingues, B., Machado, J.","Brazilian Journal of Biology; 76(2); 352-359","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200352&lang=pt" 
"S1519-69842016000200279-scl","Continuity effects on rotifers and microcrustaceans caused by the construction of a downstream reservoir in a cascade series (Iguaçu River, Brazil)","Serafim-Júnior, M., Lansac-Tôha, F. A., Lopes, R. M., Perbiche-Neves, G.","Brazilian Journal of Biology; 76(2); 279-291","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200279&lang=pt" 
"S1519-69842016000200420-scl","Effect of plant extracts and a disinfectant on biological parameters and pathogenicity of the fungus Beauveria bassiana (Bals.) Vuill. (Ascomycota: Cordycipitaceae)","Martins, C. C., Alves, L. F. A., Mamprim, A. P.","Brazilian Journal of Biology; 76(2); 420-427","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000200420&lang=pt" 
"S1646-88722016000200008-prt","Análisis de la evolución de las metodologias de gestión integrada de áreas litorales en los periodos comprendidos entre 1990-1999 y 2000-2012","Pérez-Cayeiro, María Luisa, Ruiz, Juan Adolfo Chica, Garrido, Manuel Arcila, Sánchez, José Antonio López","Revista de Gestão Costeira Integrada; 16(2); 207-222","Revista de Gestão Costeira Integrada","Espanhol","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722016000200008&lang=pt" 
"S1646-88722016000200003-prt","Adaptações e percepção da população a eventos de ressaca do mar no litoral de Maricá, Rio de Janeiro, Brasil","Lins-de-Barros, Flavia Moraes, Zeidan, Felipe, Lima, Rafael de França","Revista de Gestão Costeira Integrada; 16(2); 147-161","Revista de Gestão Costeira Integrada","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722016000200003&lang=pt" 
"S1646-88722016000200005-prt","Aspectos básicos para una gestión integrada de las áreas litorales de España: conceptos, terminología, contexto y criterios de delimitación","Barragán, Juan M., Andrés, María de","Revista de Gestão Costeira Integrada; 16(2); 171-183","Revista de Gestão Costeira Integrada","Espanhol","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722016000200005&lang=pt" 
"S1516-31802016000300193-scl","Post-analysis methods for lactate threshold depend on training intensity and aerobic capacity in runners. An experimental laboratory study","Fernandes, Tiago Lazzaretti, Nunes, Rômulo dos Santos Sobreira, Abad, Cesar Cavinato Cal, Silva, Andrea Clemente Baptista, Souza, Larissa Silva, Silva, Paulo Roberto Santos, Albuquerque, Cyro, Irigoyen, Maria Cláudia, Hernandez, Arnaldo José","Sao Paulo Medical Journal; 134(3); 193-198","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000300193&lang=pt" 
"S1516-31802016000300240-scl","Frequency of cholecystectomy and associated sociodemographic and clinical risk factors in the ELSA-Brasil study","Alves, Kamila Rafaela, Goulart, Alessandra Carvalho, Ladeira, Roberto Marini, Oliveira, Ilka Regina Souza de, Benseñor, Isabela Martins","Sao Paulo Medical Journal; 134(3); 240-250","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000300240&lang=pt" 
"S2237-93632016000200069-scl","Correlation of the three-dimensional ultrasound findings with pathology in patients with deep pelvic infiltrating endometriosis submitted to surgery","da Silva, Maria Cecilia Lunardelli, dos Reis Lima, Doryane Maria, Sagae, Univaldo Etsuo","Journal of Coloproctology (Rio de Janeiro); 36(2); 69-74","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000200069&lang=pt" 
"S2316-82422016000100271-scl","Nietzsche entre a Pólis Grega e o Terceiro Reich Alemão","Julião, José Nicolao","Cadernos Nietzsche; 37(1); 271-296","Cadernos Nietzsche","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2316-82422016000100271&lang=pt" 
"S2237-93632016000200080-scl","A novel approach to lower rectal anastomosis: technique innovation and the preliminary report of twenty cases","Alibakhshi, Abbas, Jahangiri, Yosra, Sirati, Fereydoun, Jalali, Sayed Mahdi, Nikdad, Mohammad Sadegh, Abbasi, Arezou, Afarideh, Mohsen","Journal of Coloproctology (Rio de Janeiro); 36(2); 80-85","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000200080&lang=pt" 
"S1516-31802016000300268-scl","Pneumonia caused by Bordetella bronchiseptica in two HIV-positive patients","Rampelotto, Roberta Filipini, Hörner, Andreas, Hörner, Christine, Righi, Roselene, Hörner, Rosmari","Sao Paulo Medical Journal; 134(3); 268-272","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000300268&lang=pt" 
"S1516-31802016000300199-scl","Gene mutations of platelet glycoproteins and response to tirofiban in acute coronary syndrome","Mansur, Antonio de Padua, Roggerio, Alessandra, Takada, Júlio Yoshio, Caribé, Pérola Michelle Vasconcelos, Avakian, Solange Desirée, Strunz, Célia Maria Cassaro","Sao Paulo Medical Journal; 134(3); 199-204","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000300199&lang=pt" 
"S1516-31802016000300263-scl","Paracoccidioidomycosis in the spine: case report and review of the literature","Alvarenga, José Alexandre Lopes da Silva, Martins, Délio Eulálio, Kanas, Michel, Elizeche, Hugo Gustavo Kunzle, Dell&#039;Aquila, Adriana Macêdo, Fernandes, Eloy De Avila, Wajchenberg, Marcelo, Puertas, Eduardo Barros","Sao Paulo Medical Journal; 134(3); 263-267","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000300263&lang=pt" 
"S2237-93632016000200097-scl","Effect of lecithin on oxidative stress in an experimental model of rats colitis induced by acetic acid","Colares, Josieli Raskopf, Schemitt, Elizângela Gonçalves, Hartmann, Renata Minuzzo, Moura, Rosa Maria, Morgan-Martins, Maria Isabel, Fillmann, Henrique Sarubbi, Fillmann, Lúcio, Marroni, Norma Possa","Journal of Coloproctology (Rio de Janeiro); 36(2); 97-103","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000200097&lang=pt" 
