"S1517-97022006000200012-scl","As figuras de ligação nos relatos de formação: ligações formadoras, deformadoras e transformadoras","Josso, Marie Christine","Educação e Pesquisa; 32(2); 373-383","Educação e Pesquisa","Francês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022006000200012&lang=pt" 
"S0102-09352006000400032-scl","Técnica de citometria de fluxo para avaliação da produção de espécies reativas de oxigênio pelas células do líquido sinovial de eqüinos","Massoco, C.O., Carmona, L., Baccarin, R.Y.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 665-667","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400032&lang=pt" 
"S0102-09352006000400037-scl","Double-staining immunohistochemistry of canine mammary neoplasms","Pereira, F.M., Ferreira, E., Leitão, D.R.A., Cassali, G.D.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 681-684","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400037&lang=pt" 
"S0102-09352006000400041-scl","Evaluation of acid detergent insoluble protein as an estimator of rumen non-degradable protein in tropical grass forages","Clipes, R.C., Detmann, E., Silva, J.F.C., Vieira, R.A.M., Nunes, L.B.M., Lista, F.N., Ponciano, N.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 694-697","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400041&lang=pt" 
"S0004-27492006000400012-scl","Lack of papillomavirus (HPV) in pterygia of a Brazilian sample","Schellini, Silvana Artioli, Hoyama, Erika, Shiratori, Claudia Akemi, Sakamoto, Regina Hitomi, Candeias, João Manuel Grisi","Arquivos Brasileiros de Oftalmologia; 69(4); 519-521","Arquivos Brasileiros de Oftalmologia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400012&lang=pt" 
"S0004-27492006000400010-scl","Análise dos efeitos da injeção subtenoniana posterior de triancinolona: série de casos","Zajdenweber, Moysés Eduardo, Moraes, Remo Turchetti, Muccioli, Cristina","Arquivos Brasileiros de Oftalmologia; 69(4); 509-511","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400010&lang=pt" 
"S0004-27492006000400003-scl","Prevalência de cistos iridociliares em exames de biomicroscopia ultra-sônica","Cronemberger, Sebastião, Ferreira, Dollores Martins, Diniz Filho, Alberto, Mérula, Rafael Vidal, Calixto, Nassim","Arquivos Brasileiros de Oftalmologia; 69(4); 471-475","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400003&lang=pt" 
"S0004-27492006000400002-scl","Formulário do perfil psicossocial do paciente anoftálmico com indicação de prótese ocular","Nicodemo, Denise, Ferreira, Lydia Masako","Arquivos Brasileiros de Oftalmologia; 69(4); 463-470","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400002&lang=pt" 
"S0004-27492006000400009-scl","Use of optical aids by visually impaired students: social and cultural factors","Monteiro, Gelse Beatriz Martins, Temporini, Edméa Rita, Carvalho, Keila Monteiro de","Arquivos Brasileiros de Oftalmologia; 69(4); 503-507","Arquivos Brasileiros de Oftalmologia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400009&lang=pt" 
"S0004-27492006000400006-scl","Desenvolvimento de software oftalmológico para computação móvel","Grottone, Gustavo Teixeira, Pisa, Ivan Torres, Grottone, João Carlos, Debs, Fernando, Schor, Paulo","Arquivos Brasileiros de Oftalmologia; 69(4); 487-490","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400006&lang=pt" 
"S0004-27492006000400008-scl","Comparação entre os resultados pós-operatórios de pacientes submetidos ao procedimento tríplice e transplante de córnea combinado a fixação secundária de lente intra-ocular","Leão, Daniela Maggioni Pereira, Sousa, Luciene Barbasa de","Arquivos Brasileiros de Oftalmologia; 69(4); 497-502","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400008&lang=pt" 
"S0004-27492006000400011-scl","Computed tomographic patterns of orbital cellulitis due to sinusitis","Pereira, Filipe José, Cruz, Antonio Augusto Velasco e, Anselmo-Lima, Wilma Teresinha, Elias Júnior, Jorge","Arquivos Brasileiros de Oftalmologia; 69(4); 513-518","Arquivos Brasileiros de Oftalmologia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400011&lang=pt" 
"S0004-27492006000400025-scl","Aspectos da tomografia de coerência óptica na doença de Stargardt: relato de caso","Gouveia, Enéias Bezerra, Morales, Maira Saad de Ávila, Allemann, Norma, Matte, Guilherme, Berezovsky, Adriana, Sallum, Juliana Maria Ferraz","Arquivos Brasileiros de Oftalmologia; 69(4); 589-592","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400025&lang=pt" 
