"S0041-47512012000200012-sza","Musiekentrepreneurskap: &#039;n Onmisbare element van die tersiêre musiekkurrikulum","van Zuilenburg, Paul Loeb","Tydskrif vir Geesteswetenskappe; 52(2); 322-336","Tydskrif vir Geesteswetenskappe","Africaner","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512012000200012&lang=pt" 
"S0034-74342012000200012-col","Trabajos ganadores presentados en el XXVIII Congreso Nacional de Obstetricia y Ginecología realizado del 16 al 19 de Mayo de 2012 en Cartagena, Colombia","","Revista Colombiana de Obstetricia y Ginecología; 63(2); 175-177","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200012&lang=pt" 
"S0034-74342012000200010-col","Neurofibromatosis de von Recklinghausen: presentación de un caso de neurofibroma vaginal y revisión de la literatura","Celis-Amórtegui, Luz Marcela, Romero-Hernández, Camilo Andrés, Hernández-Gordillo, Liliana Marcela, Botero-Hernández, Johana Andrea","Revista Colombiana de Obstetricia y Ginecología; 63(2); 163-167","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200010&lang=pt" 
"S0034-74342012000200011-col","Infección congénita por citomegalovirus: presentación de tres casos y revisión de la literatura","Fonseca-Becerra, Carlos Eduardo, Rivera-Tovar, Gina María","Revista Colombiana de Obstetricia y Ginecología; 63(2); 168-174","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200011&lang=pt" 
"S1679-45082012000200001-scl","Neuroscience and the Brain Institute of Hospital Israelita Albert Einstein","Amaro Junior, Edson","Einstein (São Paulo); 10(2); vii-x","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200001&lang=pt" 
"S1679-45082012000200003-scl","Magnetic resonance imaging and Psychiatry: past, present and future","Brammer, Michael John","Einstein (São Paulo); 10(2); xiii-xiv","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200003&lang=pt" 
"S1679-45082012000200013-scl","Isolation, cultivation and characterization of CD133+ stem cells from human glioblastoma","Pavon, Lorena Favaro, Marti, Luciana Cavalheiro, Sibov, Tatiana Tais, Miyaki, Liza Aya Mabuchi, Malheiros, Suzana Maria Fleury, Mamani, Javier Bustamante, Brandt, Reynaldo Andre, Ribas, Guilherme Carvalhal, Pagura, Jorge Roberto, Joaquim, Marcos Augusto Stavale, Feres Junior, Hallin, Gamarra, Lionel Fernel","Einstein (São Paulo); 10(2); 197-202","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200013&lang=pt" 
"S1679-45082012000200021-scl","Imaging findings and cerebral perfusion in arterial ischemic stroke due to transient cerebral arteriopathy in children","Barbosa Junior, Alcino Alves, Ellovitch, Saada Resende de Souza, Pincerato, Rita de Cassia Maciel","Einstein (São Paulo); 10(2); 239-241","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200021&lang=pt" 
"S1679-45082012000200015-scl","SPEM: a state-of-the-art instrument for high resolution molecular imaging of small animal organs","Reis, Marilia Alves dos, Mejia, Jorge, Batista, Ilza Rosa, Barboza, Marycel Rosa Felisa Figols de, Nogueira, Solange Amorim, Wagner, Jairo, Cabral, Francisco Romero, Davoglio, Petrick Marcellus Victorio Mendonça, Abílio, Vanessa Costhek, Fu, Geng, Li, Nan, Meng, Ling Jian, Shih, Ming Chi, Chen, Chin-Tu, Amaro Junior, Edson, Bressan, Rodrigo Affonseca","Einstein (São Paulo); 10(2); 209-215","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200015&lang=pt" 
"S1679-45082012000200020-scl","Intermediate pilomyxoid astrocytoma and diencephalic syndrome: imaging findings","Nakamura, Olavo Kyosen, Pinho, Marco da Cunha, Odone Filho, Vicente, Rosemberg, Sergio","Einstein (São Paulo); 10(2); 236-238","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200020&lang=pt" 
"S1679-45082012000200019-scl","Krabbe disease: the importance of early diagnosis for prognosis","Sano, Tatiana Suemi","Einstein (São Paulo); 10(2); 233-235","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200019&lang=pt" 
"S1679-45082012000200018-scl","Sneddon&#039;s syndrome: case report and review of its relationship with antiphospholipid syndrome","Dutra, Livia Almeida, Braga-Neto, Pedro, Pedroso, José Luiz, Barsottini, Orlando Graziani Povoas","Einstein (São Paulo); 10(2); 230-232","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200018&lang=pt" 
"S1679-45082012000200024-scl","Transient global amnesia","Guimarães, Juliana Frota, Wosny, Cristiane, Barbosa Junior, Alcino Alves","Einstein (São Paulo); 10(2); 253-254","Einstein (São Paulo)","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082012000200024&lang=pt" 
"S1983-41952012000300004-scl","Experimental analysis of reinforced concrete columns strengthened with self-compacting concrete and connectors","Nascimento, P. P., Gomes, R. B., Borges, L. L. J., David, D. L.","Revista IBRACON de Estruturas e Materiais; 5(3); 305-315","Revista IBRACON de Estruturas e Materiais","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952012000300004&lang=pt" 
