"S0103-17592012000600006-scl","Modelo de transformador com tap variável adequado para estudos de estabilidade de tensão","Ferreira, Carlos Aparecido, Prada, Ricardo","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 23(6); 726-736","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592012000600006&lang=pt" 
"S0102-311X2012001400014-spa","Fórum: legitimidade, expansão e sustentabilidade das Ciências Sociais e Humanas em Saúde Coletiva. Introdução","Deslandes, Suely Ferreira","Cadernos de Saúde Pública; 28(12); 2363-2366","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400014&lang=pt" 
"S0102-311X2012001400013-spa","Custo da alimentação e densidade energética da dieta no Brasil, 2008-2009","Ricardo, Camila Zancheta, Claro, Rafael Moreira","Cadernos de Saúde Pública; 28(12); 2349-2361","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400013&lang=pt" 
"S0102-311X2012001400012-spa","Gender disparities in health and healthcare: results from the Portuguese National Health Interview Survey","Perelman, Julian, Fernandes, Ana, Mateus, Céu","Cadernos de Saúde Pública; 28(12); 2339-2348","Cadernos de Saúde Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400012&lang=pt" 
"S0102-311X2012001400010-spa","Fatores associados ao tempo de espera e ao acesso ao transplante renal em Belo Horizonte, Minas Gerais, Brasil","Machado, Elaine Leandro, Gomes, Isabel Cristina, Acurcio, Francisco de Assis, César, Cibele Comini, Almeida, Maria Cristina de Mattos, Cherchiglia, Mariangela Leal","Cadernos de Saúde Pública; 28(12); 2315-2326","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400010&lang=pt" 
"S0102-311X2012001400005-spa","Cobertura e adequação do exame citopatológico de colo uterino em estados das regiões Sul e Nordeste do Brasil","Correa, Michele da Silva, Silveira, Denise Silva da, Siqueira, Fernando Vinholes, Facchini, Luiz Augusto, Piccini, Roberto Xavier, Thumé, Elaine, Tomasi, Elaine","Cadernos de Saúde Pública; 28(12); 2257-2266","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400005&lang=pt" 
"S0102-311X2012001400004-spa","Access to medicines among internally displaced and non-displaced people in urban areas in Colombia","Ruiz-Rodríguez, Myriam, Wirtz, Veronika J., Idrovo, Alvaro J., Angulo, Mary Lupe","Cadernos de Saúde Pública; 28(12); 2245-2256","Cadernos de Saúde Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400004&lang=pt" 
"S0102-311X2012001400003-spa","Patterns of sedentary behavior and compliance with public health recommendations in Spanish adolescents: the AFINOS study","Martínez Gómez, David, Veiga, Oscar L., Zapatera, Belén, Cabanas-Sánchez, Verónica, Gomez-Martinez, Sonia, Martinez-Hernández, David, Marcos, Ascensión","Cadernos de Saúde Pública; 28(12); 2237-2244","Cadernos de Saúde Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400003&lang=pt" 
"S0102-311X2012001400002-scl","Queda entre idosos no Brasil e sua relação com o uso de medicamentos: revisão sistemática","Rezende, Cristiane de Paula, Gaede-Carrillo, Maria Ruth Gonçalves, Sebastião, Elza Conceição de Oliveira","Cadernos de Saúde Pública; 28(12); 2223-2235","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400002&lang=pt" 
"S0102-311X2012001400005-scl","Cobertura e adequação do exame citopatológico de colo uterino em estados das regiões Sul e Nordeste do Brasil","Correa, Michele da Silva, Silveira, Denise Silva da, Siqueira, Fernando Vinholes, Facchini, Luiz Augusto, Piccini, Roberto Xavier, Thumé, Elaine, Tomasi, Elaine","Cadernos de Saúde Pública; 28(12); 2257-2266","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400005&lang=pt" 
"S0102-311X2012001400006-scl","As emendas parlamentares no orçamento federal da saúde","Baptista, Tatiana Wargas de Faria, Machado, Cristiani Vieira, Lima, Luciana Dias de, Garcia, Marcia, Andrade, Carla Lourenço Tavares de, Gerassi, Camila Duarte","Cadernos de Saúde Pública; 28(12); 2267-2279","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400006&lang=pt" 
"S0102-311X2012001400007-scl","Sentimento de felicidade em idosos: uma abordagem epidemiológica, ISA-Camp 2008","Lima, Margareth Guimarães, Barros, Marilisa Berti de Azevedo, Alves, Maria Cecilia Goi Porto","Cadernos de Saúde Pública; 28(12); 2280-2292","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400007&lang=pt" 
"S0102-311X2012001400009-scl","Factors associated with asymptomatic infection in family members and neighbors of patients with visceral leishmaniasis","Moura, Germano Silva, Santos, Alcione Miranda dos, Aquino, Dorlene Maria Cardoso de, Silva, Antônio Augusto Moura da, Caldas, Arlene de Jesus Mendes","Cadernos de Saúde Pública; 28(12); 2306-2314","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400009&lang=pt" 
"S0102-311X2012001400010-scl","Fatores associados ao tempo de espera e ao acesso ao transplante renal em Belo Horizonte, Minas Gerais, Brasil","Machado, Elaine Leandro, Gomes, Isabel Cristina, Acurcio, Francisco de Assis, César, Cibele Comini, Almeida, Maria Cristina de Mattos, Cherchiglia, Mariangela Leal","Cadernos de Saúde Pública; 28(12); 2315-2326","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400010&lang=pt" 
"S0102-311X2012001400012-scl","Gender disparities in health and healthcare: results from the Portuguese National Health Interview Survey","Perelman, Julian, Fernandes, Ana, Mateus, Céu","Cadernos de Saúde Pública; 28(12); 2339-2348","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400012&lang=pt" 
"S0102-311X2012001400013-scl","Custo da alimentação e densidade energética da dieta no Brasil, 2008-2009","Ricardo, Camila Zancheta, Claro, Rafael Moreira","Cadernos de Saúde Pública; 28(12); 2349-2361","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400013&lang=pt" 
"S1806-37132012000600011-scl","Avaliação da utilidade diagnóstica da fibrobroncoscopia óptica na tuberculose pulmonar BAAR negativa na prática clínica de rotina","Soto, Alonso, Salazar, Daniela, Acurio, Vilma, Segura, Patricia, Stuyft, Patrick Van der","Jornal Brasileiro de Pneumologia; 38(6); 757-760","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600011&lang=pt" 
"S1806-37132012000600021-scl","Sobreposição de asma brônquica e DPOC","Alfaro, Tiago Manuel, Freitas, Sara da Silva, Cordeiro, Carlos Robalo","Jornal Brasileiro de Pneumologia; 38(6); 813-816","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600021&lang=pt" 
"S0102-311X2012001400002-spa","Queda entre idosos no Brasil e sua relação com o uso de medicamentos: revisão sistemática","Rezende, Cristiane de Paula, Gaede-Carrillo, Maria Ruth Gonçalves, Sebastião, Elza Conceição de Oliveira","Cadernos de Saúde Pública; 28(12); 2223-2235","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400002&lang=pt" 
"S0102-311X2012001400006-spa","As emendas parlamentares no orçamento federal da saúde","Baptista, Tatiana Wargas de Faria, Machado, Cristiani Vieira, Lima, Luciana Dias de, Garcia, Marcia, Andrade, Carla Lourenço Tavares de, Gerassi, Camila Duarte","Cadernos de Saúde Pública; 28(12); 2267-2279","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400006&lang=pt" 
