"S0104-83332010000200003-scl","Jeitos de corpo: cor/raça, gênero, sexualidade e sociabilidade juvenil no centro de São Paulo","Simões, Júlio Assis, França, Isadora Lins, Macedo, Marcio","Cadernos Pagu; (35); 37-78","Cadernos Pagu","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000200003&lang=pt" 
"S1516-14392010000400015-scl","Is it possible to re-use mini-implants for orthodontic anchorage? Results of an in vitro study","Mattos, Cláudia Trindade, Ruellas, Antônio Carlos de Oliveira, Elias, Carlos Nelson","Materials Research; 13(4); 521-525","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400015&lang=pt" 
"S1516-14392010000400014-scl","Stabilization of electric-arc furnace dust in concrete","Souza, Carlos Alberto Caldas de, Machado, Alexandre Teixeira, Lima, Luiz Rogério Pinho de Andrade, Cardoso, Roberto Jorge Câmara","Materials Research; 13(4); 513-519","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400014&lang=pt" 
"S1516-14392010000400019-scl","The effects of ZrO2 nanoparticles on physical and mechanical properties of high strength self compacting concrete","Nazari, Ali, Riahi, Shadi","Materials Research; 13(4); 551-556","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400019&lang=pt" 
"S1516-14392010000400020-scl","Plasma nitriding of CA-6NM steel: effect of H2 + N2 gas mixtures in nitride layer formation for low N2 contents at 500 ºC","Allenstein, Angela Nardelli, Lepienski, Carlos Maurício, Buschinelli, Augusto José de Almeida, Brunatto, Silvio Francisco","Materials Research; 13(4); 557-562","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400020&lang=pt" 
"S0034-70942010000600013-scl","Aspectos relevantes da doença arterial coronariana em candidatos à cirurgia não cardíaca","Ramos, Gilson Cassem","Revista Brasileira de Anestesiologia; 60(6); 662-665","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600013&lang=pt" 
"S0104-59702010000400006-scl","Isolados &#039;como nós&#039; ou isolados &#039;entre nós&#039;?: a polêmica na Academia Nacional de Medicina sobre o isolamento compulsório dos doentes de lepra","Cunha, Vivian da Silva","História, Ciências, Saúde-Manguinhos; 17(4); 939-954","História, Ciências, Saúde-Manguinhos","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702010000400006&lang=pt" 
"S1516-14392010000400021-scl","Evaluation of the in vivo biocompatibility of hydroxyapatite granules incorporated with zinc ions","Lima, Ingrid Russoni de, Alves, Gutemberg Gomes, Fernandes, Gustavo Vicentis de Oliveira, Dias, Eliane Pedra, Soares, Glória de Almeida, Granjeiro, José Mauro","Materials Research; 13(4); 563-568","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400021&lang=pt" 
"S1516-14392010000400002-scl","A comparative study of the corrosion resistance of incoloy MA 956 and PM 2000 superalloys","Terada, Maysa, Marques, Rogério Albuquerque, Magnani, Marina, Padilha, Angelo Fernando, Costa, Isolda","Materials Research; 13(4); 425-429","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400002&lang=pt" 
"S1516-14392010000400006-scl","Workability studies on cold upsetting of sintered copper alloy preforms","Rajeshkannan, Ananthanarayanan","Materials Research; 13(4); 457-464","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400006&lang=pt" 
"S1516-14392010000400011-scl","ZrO2 nanoparticles&#039; effects on split tensile strength of self compacting concrete","Nazari, Ali, Riahi, Shadi","Materials Research; 13(4); 485-495","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400011&lang=pt" 
"S1516-14392010000400013-scl","Synthesis and properties of new paramagnetic hybrid bayerite from Al(0)/naphthalene dianhydride reaction","Triboni, Eduardo Rezende, Silva, Mauro Francisco Pinheiro da, Finco, Alan Teruel, Rodrigues, Magali Aparecida, Demets, Grégoire Jean-François, Dyszy, Fabio Henrique, Isolani, Paulo Celso, Berci Filho, Pedro, Politi, Mario José","Materials Research; 13(4); 505-511","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400013&lang=pt" 
"S1516-14392010000400017-scl","Effect of steatite waste additions on the physical and mechanical properties of clay composites","Panzera, Túlio Hallak, Strecker, Kurt, Oliveira, Luiddimar Geraldo de, Vasconcelos, Wander Luiz, Schiavon, Marco Antônio","Materials Research; 13(4); 535-540","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400017&lang=pt" 
"S1516-14392010000400018-scl","Characterization and evaluation of copper and nickel biosorption on acidic algae Sargassum Filipendula","Kleinübing, Sirlei Jaiana, Vieira, Rodrigo Silveira, Beppu, Marisa Masumi, Guibal, Eric, Silva, Meuris Gurgel Carlos da","Materials Research; 13(4); 541-550","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400018&lang=pt" 
"S1519-566X2010000600009-scl","O bambu Merostachys fischeriana (Bambusoideae: Bambuseae) como habitat para formigas de Floresta Tropical Montana","Fagundes, Roberth, Terra, Gilberto, Ribeiro, Sérvio P., Majer, Jonathan D.","Neotropical Entomology; 39(6); 906-911","Neotropical Entomology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2010000600009&lang=pt" 
"S0034-70942010000600011-scl","Hiperalgesia induzida por opioides (HIO)","Leal, Plínio da Cunha, Clivatti, Jefferson, Garcia, João Batista Santos, Sakata, Rioko Kimiko","Revista Brasileira de Anestesiologia; 60(6); 643-647","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600011&lang=pt" 
"S0034-70942010000600012-scl","Analgesia e sedação em unidade de terapia intensiva","Sakata, Rioko Kimiko","Revista Brasileira de Anestesiologia; 60(6); 653-658","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600012&lang=pt" 
"S0034-70942010000600002-scl","Avaliação do interesse na carreira acadêmica dos médicos em especialização em Anestesiologia","Meurer, Gustavo Henrique, Kozuki, Henrique, Oliveira Filho, Getúlio R de","Revista Brasileira de Anestesiologia; 60(6); 572-576","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600002&lang=pt" 
"S0034-70942010000600003-scl","Sedação consciente para endoscopia digestiva alta realizada por médicos endoscopistas","Kauling, Ana Laura Colle, Locks, Giovani de Figueiredo, Brunharo, Guilherme Muriano, Cunha, Viriato João Leal da, Almeida, Maria Cristina Simões de","Revista Brasileira de Anestesiologia; 60(6); 580-583","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600003&lang=pt" 
"S0034-70942010000600004-scl","Estudo comparativo do bloqueio combinado femoral-isquiático, por punção em sítio único, com anestesia subaracnóidea para cirurgia unilateral do membro inferior","Imbelloni, Luiz Eduardo, Rezende, Gustavo Volpato Passarini de, Ganem, Eliana Marisa, Cordeiro, José Antonio","Revista Brasileira de Anestesiologia; 60(6); 588-592","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600004&lang=pt" 
"S0034-70942010000600005-scl","Influência da saturação venosa central de oxigênio na mortalidade hospitalar de pacientes cirúrgicos","Silva Junior, João Manoel, Oliveira, Amanda Maria Ribas Rosa, Morais, Sandra Zucchi de, Araújo, Luciana Sales de, Victoria, Luiz Gustavo F, Marubayashi, Lauro Yoiti","Revista Brasileira de Anestesiologia; 60(6); 597-602","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600005&lang=pt" 
"S0034-70942010000600006-scl","Avaliação hemodinâmica não invasiva de mulheres não grávidas, gestantes saudáveis e gestantes com pré-eclâmpsia usando biorreatância","Ohashi, Yayoi, Ibrahim, Hisham, Furtado, Louis, Kingdom, John, Carvalho, José Carlos Almeida","Revista Brasileira de Anestesiologia; 60(6); 335-340","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600006&lang=pt" 
"S0717-71942010000200001-chl","¿REPRESIÓN O INTEGRACIÓN? LA POLÍTICA SINDICAL DEL RÉGIMEN MILITAR: 1973-1980","Álvarez Vallejos, Rolando","Historia (Santiago); 43(2); 325-355","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200001&lang=pt" 
"S0717-71942010000200002-chl","EL ASALTO DE LOS MOTORIZADOS: EL TRANSPORTE MODERNO Y LA CRISIS DEL TRÁNSITO PÚBLICO EN SANTIAGO, 1900-1927","Errázuriz, Tomás","Historia (Santiago); 43(2); 357-411","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200002&lang=pt" 
"S0717-71942010000200003-chl","LA CRIOLLIZACIÓN DE UN EJÉRCITO PERIFÉRICO, CHILE, 1768-1810","Ossa Santa Cruz, Juan Luis","Historia (Santiago); 43(2); 413-448","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200003&lang=pt" 
"S0717-71942010000200004-chl","LA LLEGADA DE LA ESCUELA Y LA LLEGADA A LA ESCUELA: LA EXTENSIÓN DE LA EDUCACIÓN PRIMARIA EN CHILE, 1840-1907","Ponce de León Atria, Macarena","Historia (Santiago); 43(2); 449-486","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200004&lang=pt" 
"S0717-71942010000200005-chl","CINE, PROPAGANDA Y EL MUNDO DE DISNEY EN CHILE DURANTE LA SEGUNDA GUERRA MUNDIAL","Purcell, Fernando","Historia (Santiago); 43(2); 487-522","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200005&lang=pt" 
"S0717-71942010000200006-chl","EL PARTIDO COMUNISTA ITALIANO Y EL OTRO &quot;COMPROMESSO STORICO&quot;: LOS SIGNIFICADOS POLÍTICOS DE LA SOLIDARIDAD CON CHILE (1973-1977)","Santoni, Alessandro","Historia (Santiago); 43(2); 523-546","Historia (Santiago)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-71942010000200006&lang=pt" 
"S0864-02892010000400011-cub","Cell therapy for the treatment of lower limb lymphedema. Case report","Goicoechea-Díaz, Pedro, Hernández-Ramírez, Porfirio, Artaza-Sanz, Heriberto, Cortina-Rosales, Lázaro, Marsán-Suárez, Vianed, Peña-Quían, Yamilé, Perera-Pintado, Alejandro","Revista Cubana de Hematología, Inmunología y Hemoterapia; 26(4); 352-358","Revista Cubana de Hematología, Inmunología y Hemoterapia","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892010000400011&lang=pt" 
"S0864-02892010000400012-cub","¿Se cumple siempre la relación hemoglobina-hematócrito?","Forrellat-Barrios, Mariela, Hernández-Ramírez, Porfirio, Fernández-Delgado, Norma, Pita-Rodríguez, Gisela","Revista Cubana de Hematología, Inmunología y Hemoterapia; 26(4); 359-361","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892010000400012&lang=pt" 
"S0864-02892010000400002-cub","Características fenotípicas y funcionales de las células madre mesenquimales y endoteliales","Macías-Abraham, Consuelo, del Valle-Pérez, Lázaro O., Hernández-Ramírez, Porfirio, Ballester-Santovenia, José M.","Revista Cubana de Hematología, Inmunología y Hemoterapia; 26(4); 256-275","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892010000400002&lang=pt" 
"S0864-02892010000400006-cub","Consideraciones inmunológicas sobre el rechazo del trasplante de córnea","García-Alcolea, Eglis E., Pérez-Tejeda, Alain, Acuña-Pardo, Arlenis","Revista Cubana de Hematología, Inmunología y Hemoterapia; 26(4); 306-314","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892010000400006&lang=pt" 
