"S1516-44462013000100010-scl","The panic disorder respiratory ratio: a dimensional approach to the respiratory subtype","Freire, Rafael Christophe, Nascimento, Isabella, Valença, Alexandre Martins, Lopes, Fabiana Leão, Mezzasalma, Marco André, Melo Neto, Valfrido Leão de, Zin, Walter Araujo, Nardi, Antonio Egidio","Revista Brasileira de Psiquiatria; 35(1); 57-62","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000100010&lang=pt" 
"S0001-37652013000100395-scl","Soil microbial response to glucose and phosphorus addition under agricultural systems in the Brazilian Cerrado","FERREIRA, ADÃO S., SANTOS, MARIA AMELIA DOS, CORRÊA, GILBERTO F.","Anais da Academia Brasileira de Ciências; 85(1); 395-403","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100395&lang=pt" 
"S0001-37652013000100295-scl","Germination of Styrax camporum Pohl. seeds in response to substrate types, moisture contents and the seed morphology","Simão, Edson, Nakamura, Adriana T., Takaki, Massanori","Anais da Academia Brasileira de Ciências; 85(1); 295-306","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100295&lang=pt" 
"S0001-37652013000100355-scl","Effects of diet supplementation with Camu-camu (Myrciaria dubia HBK McVaugh) fruit in a rat model of diet-induced obesity","Nascimento, Ozanildo V, Boleti, Ana P.A, Yuyama, Lucia K.O, Lima, Emerson S","Anais da Academia Brasileira de Ciências; 85(1); 355-363","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100355&lang=pt" 
"S0001-37652013000100415-scl","Fishing strategies among prehistoric populations at Saquarema Lagoonal Complex, Rio de Janeiro, Brazil","Guimarães, Márica B","Anais da Academia Brasileira de Ciências; 85(1); 415-429","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100415&lang=pt" 
"S0001-37652013000100337-scl","Administering ascorbic acid to rats undergoing ageing processes: effects on myosin-V immunoreactive myenteric neurons","Mello, Sônia A., Marese, Angélica C.M., Brancalhão, Rose M.C., Zanoni, Jacqueline N., Natali, Maria Raquel M.","Anais da Academia Brasileira de Ciências; 85(1); 337-347","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100337&lang=pt" 
"S0001-37652013000100073-scl","Neotectonics in Marajó Island, State of Pará (Brazil) revealed by vertical electric sounding integrated with remote sensing and geological data","SOUZA, LENA S.B., ROSSETTI, DILCE F., ELIAS, VAGNER R., PRADO, RENATO L.","Anais da Academia Brasileira de Ciências; 85(1); 73-86","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100073&lang=pt" 
"S0001-37652013000100371-scl","Morphogenetic characteristics of three Brachiaria brizantha cultivars submitted to nitrogen fertilization","Silva, Marcos F, Porto, Edson M. V, Alves, Dorismar D, Vitor, Cláudio M.T, Aspiazú, Ignacio","Anais da Academia Brasileira de Ciências; 85(1); 371-377","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100371&lang=pt" 
"S1679-62252013000100065-scl","Description of Neblinichthys peniculatus, a new species of loricariid catfish from the río Paragua drainage of Venezuela","Armbruster, Jonathan W., Taphorn, Donald C.","Neotropical Ichthyology; 11(1); 65-72","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100065&lang=pt" 
"S1679-62252013000100081-scl","Spectrolebias brousseaui (Cyprinodontiformes: Rivulidae: Cynolebiatinae), a new annual fish from the upper río Mamoré basin, Bolivia","Nielsen, Dalton Tavares Bressane","Neotropical Ichthyology; 11(1); 81-84","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100081&lang=pt" 
"S1679-62252013000100199-scl","Assessment of sábalo (Prochilodus lineatus) fisheries in the lower Paraná River basin (Argentina) based on hydrological, biological, and fishery indicators","Baigún, Claudio, Minotti, Priscilla, Oldani, Norberto","Neotropical Ichthyology; 11(1); 199-210","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100199&lang=pt" 
"S1679-62252013000100001-scl","The correlations between certain features of the journal Neotropical Ichthyology and its impact factor: a comparative analysis at the thematic and national levels","Menezes, Sabrina, Strehl, Letícia","Neotropical Ichthyology; 11(1); 1-8","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100001&lang=pt" 
"S1679-62252013000100055-scl","Rediscovery, taxonomic and conservation status of the threatened catfish Listrura camposi (Miranda-Ribeiro) (Siluriformes: Trichomycteridae)","Villa-Verde, Leandro, Lima, Sergio M. Q., Carvalho, Pedro Hollanda, Pinna, Mário C. C. de","Neotropical Ichthyology; 11(1); 55-64","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100055&lang=pt" 
"S1679-62252013000100163-scl","Spatial, seasonal and ontogenetic changes in food resource use by a piscivore fish in two Pantanal lagoons, Brazil","Gimenes, Michele de Faveri, Fugi, Rosemara, Isaac, Andréia, Silva, Marlene Rodrigues da","Neotropical Ichthyology; 11(1); 163-170","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100163&lang=pt" 
"S1679-62252013000100193-scl","Acute toxicity of the water-soluble fraction of diesel in Prochilodus vimboidesKner (Characiformes: Prochilodontidae)","Santos, Celina Alcoforado, Lenz, Dominik, Brandão, Geisamanda Pedrini, Chippari-Gomes, Adriana Regina, Gomes, Levy Carvalho","Neotropical Ichthyology; 11(1); 193-198","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100193&lang=pt" 
"S0004-28032013000100003-scl","CARCINOID TUMOR OF THE DUODENUM:","WAISBERG, Jaques, JOPPERT-NETTO, George, VASCONCELLOS, Cidia, SARTINI, Gustavo Henrique, MIRANDA, Lucimar Sonja Villela de, FRANCO, Maria Isete Fares","Arquivos de Gastroenterologia; 50(1); 3-9","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000100003&lang=pt" 
"S0004-28032013000100010-scl","PANCREATIC SPLENOSIS MIMICKING NEUROENDOCRINE TUMORS:","ARDENGH, José Celso, LOPES, César Vivian, KEMP, Rafael, LIMA-FILHO, Eder Rios, VENCO, Filadelfo, SANTOS, José Sebastião dos","Arquivos de Gastroenterologia; 50(1); 10-14","Arquivos de Gastroenterologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032013000100010&lang=pt" 
