"S1020-49892013000800008-spa","Práticas familiares relacionadas à manutenção da amamentação: revisão da literatura e metassíntese","Sousa, Alder Mourão de, Fracolli, Lislaine Aparecida, Zoboli, Elma Lourdes Campos Pavone","Revista Panamericana de Salud Pública; 34(2); 127-134","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000800008&lang=pt" 
"S0365-05962013000400679-scl","Diagnostic Challenges of CD4+/CD56+/CD123+ hematological neoplasms","Thiago, Leandro S., Sandes, Alex Freire","Anais Brasileiros de Dermatologia; 88(4); 679-679","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400679&lang=pt" 
"S1980-993X2013000200001-scl","Editorial of the twenty second edition of Ambiente &amp; Agua: an Interdisciplinary Journal of Applied Science","Batista, Getulio Teixeira","Revista Ambiente &amp; Água; 8(2); 4-5","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200001&lang=pt" 
"S1980-993X2013000200005-scl","Characterization and genotoxicity evaluation of effluent from a pharmacy industry","Oliveira Júnior, Hélio Mendes de, Sales, Paulo de Tarso Ferreira, Oliveira, Danyllo Bueno de, Schimidt, Fernando, Santiago, Mariângela Fontes, Campos, Luiza Cintra","Revista Ambiente &amp; Água; 8(2); 34-45","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200005&lang=pt" 
"S1980-993X2013000200019-scl","Riqueza e distribuição de eucariontes unicelulares em três córregos sob influência antrópica na cidade de Ivinhema, Mato Grosso do Sul, Brasil","Colzani, Emílio, Alves, Maria Aparecida Martins","Revista Ambiente &amp; Água; 8(2); 192-203","Revista Ambiente &amp; Água","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200019&lang=pt" 
"S1135-57272013000400001-spa","Innovando en la gestión del gasto farmacéutico: del pago por producto al pago por resultados en salud","Espín, Jaime","Revista Española de Salud Pública; 87(4); 303-306","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400001&lang=pt" 
"S1135-57272013000400011-spa","Impacto económico de la introducción de una técnica de detección precoz de Mycobacterium tuberculosis Complex en las muestras clínicas de un hospital español","Asencio Egea, María Ángeles, Vaquero, María Huertas, Carranza González, Rafael, Castellanos Monedero, Jesús, Franco Huerta, María, Bravo Nieto, José Manuel, Tenías Burillo, José María","Revista Española de Salud Pública; 87(4); 419-425","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400011&lang=pt" 
"S1135-57272013000400010-spa","Evolución del consumo de tabaco en trabajadores de un hospital de Cataluña","Reyes Urueña, Juliana M., Burón Pust, Andrea, Sala Serra, María, Serra Pujadas, Consol, Diaconu, Aniela, Macià Guilà, Francesc","Revista Española de Salud Pública; 87(4); 407-417","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400010&lang=pt" 
"S1135-57272013000400008-spa","Variables que condicionan la utilización de la consulta de enfermería en centros de salud de la Comunidad de Madrid","Martín-Fernández, Jesús, Rodríguez-Martínez, Gemma, Ariza-Cardiel, Gloria, Vergel Gutierrez, Mª Ángeles, Hidalgo Escudero, Ana Victoria, Conde-López, Juan Francisco","Revista Española de Salud Pública; 87(4); 383-392","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400008&lang=pt" 
"S1135-57272013000400006-spa","Influencia de la doble carga de trabajo en el estado de salud percibida y utilización de servicios sanitarios de las poblaciones inmigrante y autóctona de la región de Murcia","Moreno López, Ana Belén, Ballesta Ruiz, Mónica, Salmerón Martínez, Diego, Navarro Sánchez, Carmen, Tormo Díaz, María José","Revista Española de Salud Pública; 87(4); 351-366","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400006&lang=pt" 
"S1135-57272013000400005-spa","Evaluación económica de la monoterapia con tocilizumab frente a adalimumab en artritis reumatoide","Navarro Sarabia, Federico, Blanco, Francisco J., Álvaro Gracia, José Mª, García Meijide, Juan A., Poveda, José Luis, Rubio-Rodríguez, Darío, Rubio-Terrés, Carlos","Revista Española de Salud Pública; 87(4); 343-350","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400005&lang=pt" 
"S1135-57272013000400004-spa","Dabigatrón versus acenocumarol para la prevención del ictus en la fibrilación atrial: análisis de impacto presupuestario en un departamento sanitario","Bonet Pla, Álvaro, Gosalbes Sóler, Victoria, Ridao-López, Manuel, Navarro Pérez, Jorge, Navarro Cubells, Blanca, Peiró, Salvador","Revista Española de Salud Pública; 87(4); 331-342","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400004&lang=pt" 
"S1135-57272013000400003-spa","Construcción de un índice de privación para los barrios de Madrid y Barcelona","Álvarez-del Arco, Débora, Vicente Sánchez, Marta, Alejos, Belén, Pascual, Cruz, Regidor, Enrique","Revista Española de Salud Pública; 87(4); 317-329","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400003&lang=pt" 
"S1135-57272013000400002-spa","La sostenibilidad del sistema sanitario desde una perspectiva de redes sociales: una propuesta para la promoción de hábitos saludables y apoyo social","Marqués Sánchez, Pilar, Fernández Peña, Rosario, Cabrera León, Andrés, Muñoz Doyague, María F., Llopis Cañameras, Jaime, Arias Ramos, Natalia","Revista Española de Salud Pública; 87(4); 307-315","Revista Española de Salud Pública","Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272013000400002&lang=pt" 
"S1980-993X2013000200002-scl","Watershed services payments to smallholders in the Brazilian Amazon: challenges and perspectives","Figueiredo, Ricardo de O., Börner, Jan, Davidson, Eric A.","Revista Ambiente &amp; Água; 8(2); 6-17","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200002&lang=pt" 
"S1980-993X2013000200003-scl","Detection and characterization of Salmonella spp. in recreational aquatic environments in the Northeast of Argentina","Tracogna, María Fernanda, Lösch, Liliana Silvina, Alonso, José Mario, Merino, Luis Antonio","Revista Ambiente &amp; Água; 8(2); 18-26","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200003&lang=pt" 
