"S1517-97022015000300743-scl","Aspectos da resistência na atividade docente","Vieira, Almir Martins, Mendonça Neto, Octavio Ribeiro de, Antunes, Maria Thereza Pompa","Educação e Pesquisa; 41(3); 743-756","Educação e Pesquisa","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300743&lang=pt" 
"S0103-05822015000300326-scl","Alta prevalência de sedentarismo em adolescentes que vivem com HIV/Aids","Tanaka, Luana Fiengo, Latorre, Maria do Rosário Dias de Oliveira, Silva, Aline Medeiros, Konstantyner, Thais Claudia Roma de Oliveira, Peres, Stela Verzinhasse, Marques, Heloisa Helena de Sousa","Revista Paulista de Pediatria; 33(3); 326-331","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300326&lang=pt" 
"S0103-05822015000300332-scl","Estado nutricional, autopercepção do estado nutricional e experimentação de drogas lícitas em adolescentes","Garcia, Denise Máximo, Mekitarian Filho, Eduardo, Gilio, Alfredo Elias, Lotufo, João Paulo Becker, Lo, Denise Swei","Revista Paulista de Pediatria; 33(3); 332-339","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300332&lang=pt" 
"S0103-05822015000300302-scl","Padrões alimentares de crianças e determinantes socioeconômicos, comportamentais e maternos","Villa, Julia Khéde Dourado, Silva, Angélica Ribeiro e, Santos, Thanise Sabrina Souza, Ribeiro, Andréia Queiroz, Pessoa, Milene Cristine, Sant&#039;Ana, Luciana Ferreira da Rocha","Revista Paulista de Pediatria; 33(3); 302-309","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300302&lang=pt" 
"S1980-57642015000300251-scl","Total output and switching in ategory fluency successfully iscriminates Alzheimer&#039;s disease from Mild Cognitive Impairment, but not from frontotemporal dementia","Ramanan, Siddharth, Narayanan, Jwala, D&#039;Souza, Tanya Perpetua, Malik, Kavita Shivani, Ratnavalli, Ellajosyula","Dementia &amp; Neuropsychologia; 9(3); 251-257","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300251&lang=pt" 
"S1980-57642015000300258-scl","Use of a modified version of the switching verbal fluency test for the assessment of cognitive flexibility","Paula, Jonas Jardim de, Paiva, Gabrielle Chequer de Castro, Costa, Danielle de Souza","Dementia &amp; Neuropsychologia; 9(3); 258-264","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300258&lang=pt" 
"S0103-05822015000300318-scl","Peso corporal e escores de consumo alimentar em adolescentes no nordeste brasileiro","Barreto Neto, Augusto Cesar, Andrade, Maria Izabel Siqueira, Lima, Vera Lúcia de Menezes, Diniz, Alcides da Silva","Revista Paulista de Pediatria; 33(3); 318-325","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300318&lang=pt" 
"S0103-05822015000300310-scl","Qualidade da dieta de pré-escolares de 2 a 5 anos residentes na área urbana da cidade de Pelotas, RS","Leal, Katharine Konrad, Schneider, Bruna Celestino, França, Giovanny Vinicius Araújo, Gigante, Denise Petrucci, Santos, Iná dos, Assunção, Maria Cecília Formoso","Revista Paulista de Pediatria; 33(3); 310-317","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300310&lang=pt" 
"S1980-57642015000300279-scl","Analysis of prototypical narratives produced by aphasic individuals and cognitively healthy subjects","Silveira, Gabriela, Mansur, Letícia Lessa","Dementia &amp; Neuropsychologia; 9(3); 279-284","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300279&lang=pt" 
"S1980-57642015000300270-scl","Cognitive performance and engagement in physical, social and intellectual activities in older adults: The FIBRA study","Sposito, Giovana, Neri, Anita Liberalesso, Yassuda, Mônica Sanches","Dementia &amp; Neuropsychologia; 9(3); 270-278","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300270&lang=pt" 
"S0103-05822015000300349-scl","Vitamina D em crianças e adolescentes com doença falciforme: uma revisão integrativa","Oliveira, Jacqueline Faria de, Vicente, Natália Gomes, Santos, Juliana Pereira Pontes, Weffort, Virgínia Resende Silva","Revista Paulista de Pediatria; 33(3); 349-354","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300349&lang=pt" 
"S0103-05822015000300294-scl","Efeito do aleitamento materno sobre a obesidade em escolares: influência da escolaridade da mãe","Pudla, Katia Jakovljevic, Gonzaléz-Chica, David Alejandro, Vasconcelos, Francisco de Assis Guedes de","Revista Paulista de Pediatria; 33(3); 294-301","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300294&lang=pt" 
"S0103-05822015000300286-scl","Prevalência de deficiência de vitamina D e fatores associados em mulheres e seus recém-nascidos no período pós-parto","Prado, Mara Rúbia Maciel Cardoso do, Oliveira, Fabiana de Cássia Carvalho, Assis, Karine Franklin, Ribeiro, Sarah Aparecida Vieira, Prado Junior, Pedro Paulo do, Sant&#039;Ana, Luciana Ferreira da Rocha, Priore, Silvia Eloiza, Franceschini, Sylvia do Carmo Castro","Revista Paulista de Pediatria; 33(3); 286-293","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300286&lang=pt" 
