"S1415-65552010000200001-scl","Editorial","Quintella, Rogério H.","Revista de Administração Contemporânea; 14(2); -","Revista de Administração Contemporânea","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552010000200001&lang=pt" 
"S1982-56762010000200009-scl","Atividade de quitinases e peroxidases em folhas de eucalipto em diferentes estágios de desenvolvimento após tratamento com acibenzolar-S-metil (ASM) e inoculação com Puccinia psidii","Boava, Leonardo P, Kuhn, Odair J, Pascholati, Sérgio F, Di Piero, Robson M, Furtado, Edson L","Tropical Plant Pathology; 35(2); 124-128","Tropical Plant Pathology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200009&lang=pt" 
"S0256-95742010000400001-sza","Our journals in flux","van Niekerk, J P de V","SAMJ: South African Medical Journal; 100(4); 189-189","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400001&lang=pt" 
"S0256-95742010000400002-sza","","","SAMJ: South African Medical Journal; 100(4); 191-191","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400002&lang=pt" 
"S0256-95742010000400003-sza","Vuvuzela sound measurements","Swanepoel, De Wet, Hall III, James W, Koekemoer, Dirk","SAMJ: South African Medical Journal; 100(4); 192-192","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400003&lang=pt" 
"S0256-95742010000400004-sza","Pandemic flu (H1N1) 2009 and pregnancy","Andersson, M I, van Zyl, G, Preiser, W, Langenegger, E, Theron, G","SAMJ: South African Medical Journal; 100(4); 192-194","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400004&lang=pt" 
"S0256-95742010000400005-sza","Medical electives in South Africa","Hardcastle, Timothy C","SAMJ: South African Medical Journal; 100(4); 194-194","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400005&lang=pt" 
"S0256-95742010000400006-sza","Childhood in-hospital mortality from acute gastro-enteritis in Cape Town","Westwood, A, Claassen, J","SAMJ: South African Medical Journal; 100(4); 196-196","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400006&lang=pt" 
"S0256-95742010000400007-sza","Gauteng&#039;s disaster management clinicians outline World Cup shortfalls","Bateman, Chris","SAMJ: South African Medical Journal; 100(4); 198-202","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400007&lang=pt" 
"S0256-95742010000400008-sza","Too long in the rain ... rural doctors get some relief","Bateman, Chris","SAMJ: South African Medical Journal; 100(4); 204-206","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400008&lang=pt" 
"S0256-95742010000400009-sza","The protracted TB struggle: SA ups the intensity","Bateman, Chris","SAMJ: South African Medical Journal; 100(4); 207-209","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400009&lang=pt" 
"S0256-95742010000400010-sza","Expanding access to ART in South Africa: the role of nurse initiated treatment","Colvin, Christopher J, Fairall, Lara, Lewin, Simon, Georgeu, Daniella, Zwarenstein, Merrick, Bachmann, Max, Uebel, Kerry E, Bateman, Eric D","SAMJ: South African Medical Journal; 100(4); 210-212","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400010&lang=pt" 
"S0256-95742010000400011-sza","Termination of pregnancy and children: consent and confidentiality issues","McQuoid-Mason, David","SAMJ: South African Medical Journal; 100(4); 213-214","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400011&lang=pt" 
"S0256-95742010000400012-sza","The many symptoms of pachydermoperiostosis","Abdool-Gafoor, Bilal","SAMJ: South African Medical Journal; 100(4); 215-215","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400012&lang=pt" 
"S0256-95742010000400013-sza","Measles in antiquity and the middle ages","Retief, François, Cilliers, Louise","SAMJ: South African Medical Journal; 100(4); 216-217","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400013&lang=pt" 
"S0256-95742010000400014-sza","Christoffel Petrus (Staff) Pauw (09/05/1947 - 16/03/2009)","Denkema, Jaco, Blignaut, Pieter","SAMJ: South African Medical Journal; 100(4); 218-218","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400014&lang=pt" 
"S0256-95742010000400015-sza","Louis Frederik Coetzee (1940 - 2009)","Uys, Beorn","SAMJ: South African Medical Journal; 100(4); 218-219","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400015&lang=pt" 
"S0256-95742010000400016-sza","Ralph Lawrence (1920 - 2009)","Perez, Gonda, London, Leslie, Lawrence, Hugh","SAMJ: South African Medical Journal; 100(4); 219-219","SAMJ: South African Medical Journal","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742010000400016&lang=pt" 
