"S0188-25032015000300007-mex","La política en los bordes del liberalismo: Diferencia, populismo, revolución, emancipación","Cabrera A., Raúl E.","Revista mexicana de sociología; 77(3); 502-505","Revista mexicana de sociología","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032015000300007&lang=pt" 
"S1646-98952015000300001-prt","Investigação através do Desenvolvimento: Quando as Palavras “Contam”","Costa, António Pedro, Faria, Brígida Mónica, Reis, Luís Paulo","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); vii-x","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300001&lang=pt" 
"S1646-98952015000300004-prt","Plataforma FlexQuest®: Uma estratégia didática para a promoção de flexibilidade cognitiva e interdisciplinaridade com recursos Web 2.0","Silva, Iris Gabrielle de Sena Santos, Leão, Marcelo Brito Carneiro, Souza, Francislê Neri de","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 35-49","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300004&lang=pt" 
"S0864-21252015000300002-cub","Sistema de acciones para fortalecer el abordaje terapéutico de afecciones cardiovasculares","Mora Marcial, Gustavo R, Molina Linares, Ivette, Carvajal Herrera, Ailín, Valdez Rodriguez, Elva, Milian Milian, Maira J","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300002&lang=pt" 
"S0864-21252015000300009-cub","La atención al Adulto mayor: un reto para la medicina contemporánea","Roig Hechavarría, Clara, Ávila Fernández, Elvia, Mac Donal Bron, Dania, Ávila Fernández, Beatriz","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300009&lang=pt" 
"S0864-21252015000300007-cub","Diseño de un Índice de Condiciones de Vida y clasificación del territorio nacional","Corral Martín, Ariadna, Pría Barros, María del Carmen","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300007&lang=pt" 
"S0864-03002015000300003-cub","Determinación de sífilis por método serológico en gestantes de la ciudad de Guayaquil","Arévalo Castro, Olga Raquel, Suárez Pérez, Yania","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300003&lang=pt" 
"S0864-21252015000300010-cub","Enfermedad Renal Crónica: prevenirla, mejor que tratarla","Bencomo Rodríguez, Osniel","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300010&lang=pt" 
"S0864-21252015000300013-cub","Desarrollo de recursos humanos para la gestión de sistema y servicios en la atención primaria de salud","Toribia Perdomo Victoria, Irene, Martínez Delgado, Daisy Amparo, González Cárdenas, Lilia Turquina, Díaz Lemus, Margarita, O Farrill Fernández, María, Paredes Esponda, Esther","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300013&lang=pt" 
"S0864-03002015000300009-cub","Progresión de plasmocitoma óseo a mieloma múltiple y reporte de un caso","Moreno Ramírez, Hermes, Villaseñor Moreno, Julio César, Vázquez Maldonado, Adriana Beatriz","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300009&lang=pt" 
"S0864-21252015000300008-cub","Algunos factores familiares asociados a fallo de medro en lactantes","Fernández Fernández, María de Lourdes, Piña Borrego, Carlos Enrique, Piña Rodríguez, Lorena Karla","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300008&lang=pt" 
"S0864-21252015000300011-cub","La familia como categoría difusa en la atención primaria del sistema de salud chileno","Egaña Rojas, Daniel, Barría Iroumé, Soledad","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300011&lang=pt" 
"S0864-03002015000300002-cub","Experiencia de 20 años en biopsia renal percutánea en adultos del Instituto de Nefrología","Bacallao Méndez, Raymed Antonio, López Marín, Laura, Llerena Ferrer, Betsy, Heras Mederos, Armando, Dávalos Iglesias, José Manuel, Gutiérrez García, Francisco, González Núñez, Lucía, Magrans Buch, Charles","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300002&lang=pt" 
"S0864-03002015000300006-cub","Enfermedades oportunistas en pacientes VIH/sida con debut de sida que reciben tratamiento antirretroviral","Hernández Requejo, Daymé, Pérez Ávila, Jorge, Can Pérez, Adriana","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300006&lang=pt" 
"S0864-03002015000300005-cub","Presión del pulso y su relación con el riesgo cardiovascular incrementado","Hernández Gárciga, Francisco Felipe, González Chacón, Yelena","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300005&lang=pt" 
"S0864-21252015000300005-cub","Seguimiento de egresados de la especialidad en Medicina Familiar y el grado de satisfacción de sus empleadores","Fernández-Ortega, Miguel Ángel, Quiroz-Pérez, José Rubén, Hernández-Torres, Isaías, García-Pedroza, Felipe, Arellano López, Jorge, Ávalos-Carranza, María Teresa","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300005&lang=pt" 
"S0864-03002015000300004-cub","Algoritmo para predecir tensiones con técnicas de inteligencia artificial en una tibia humana","Cisneros Hidalgo, Yosbel Angel, González Carbonell, Raide Alfonso, Ortiz Prado, Armando, Jacobo Almendáriz, Víctor Hugo","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300004&lang=pt" 
"S0864-03002015000300001-cub","Efecto de la condición de carga en un implante dental mono componente sobre la distribución de esfuerzos en el hueso tipo IV","Sarria Popowski, Perla, González Ruíz, Jesús Eduardo, González Sánchez, Diana Rosa, Rodríguez Madrigal, Melchor, Rodríguez Fuentes, Roberto","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300001&lang=pt" 
"S0864-21252015000300003-cub","Estudio comparativo de factores de riesgo en mujeres con citología vaginal positiva","Malagón Montano, Lazara, Pérez Sánchez, Yenisey, Acuña Adán, Ana María, Fuentes Garabote, Grisel","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300003&lang=pt" 
"S0864-21252015000300012-cub","Maternidad temprana: repercusión en la salud familiar y en la sociedad","Cortés Alfaro, Alba, Chacón O’Farril, Damarys, Álvarez García, Ana Gloria, Sotonavarro Gómez, Yoslan","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300012&lang=pt" 
"S0864-03002015000300007-cub","Nuevos materiales para mejorar los niveles de corrosión","Plaza Torres, Mauricio, Aperador, William","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300007&lang=pt" 
"S0864-21252015000300001-cub","Comportamiento clínico epidemiológico del síndrome metabólico en pacientes adultos","Rivas Vázquez, Daimaris, Soca, Pedro Enrique Miguel, Llorente Columbié, Yadicelis, Marrero Ramírez, Graciela Martha","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300001&lang=pt" 
"S0864-03002015000300008-cub","Canales iónicos Receptores de Potencial Transitorio y su papel protagónico en la terapia analgésica","Galán Martínez, Loipa, Souto Cárdenas, Rafael Damián, Valdés García, Suria, Minaberriet Conceiro, Enrique","Revista Cubana de Investigaciones Biomédicas; 34(3); -","Revista Cubana de Investigaciones Biomédicas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03002015000300008&lang=pt" 
"S0864-21252015000300004-cub","Caracterización de aislamientos de Staphylococcus aureus comunitarios en muestras purulentas","Duquesne Alderete, Amilcar, Castro Sánchez, Niria, Monzote López, Alexis, Paredes Cuervo, Issax","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300004&lang=pt" 
"S0864-21252015000300014-cub","Centenario de la desaparición física de Carlos J. Finlay","López Espinosa, José Antonio, Espinosa Álvarez, René Faustino","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300014&lang=pt" 
"S0864-21252015000300006-cub","Prevalencia de la enfermedad renal crónica en un hogar de ancianos","Marrero Escalona, Jorge Luís","Revista Cubana de Medicina General Integral; 31(3); -","Revista Cubana de Medicina General Integral","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252015000300006&lang=pt" 
"S1405-31952015000600005-mex","Effects of water deficit on gas exchange of different age leaves and both stem and leaves solute content of sunflowers","Canavar, Öner","Agrociencia; 49(6); 651-667","Agrociencia","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000600005&lang=pt" 
"S1405-31952015000600002-mex","Comparación de la exactitud de valores genómicos de animales predichos a través del análisis con dos modelos alternativos","Alarcón-Zúñiga, Baldomero, Ramírez-Flores, Fernanda, Ruíz-Flores, Agustín, Ramírez-Valverde, Rodolfo, Saavedra-Jiménez, Luis A., Zepeda-Batista, José L.","Agrociencia; 49(6); 613-622","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000600002&lang=pt" 
