"S0102-86502015001100756-scl","Remifentanil protects uterus against ischemia-reperfusion injury in rats","Atalay, Yunus Oktay, Aktas, Serap, Sahin, Sadik, Kucukodaci, Zafer, Ozakpinar, Ozlem Bingol","Acta Cirurgica Brasileira; 30(11); 756-761","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015001100756&lang=pt" 
"S0066-782X2015002400503-scl","Frequency of Cardiovascular Involvement in Familial Amyloidotic Polyneuropathy in Brazilian Patients","Queiroz, Márcia Cavalcanti de Campos, Pedrosa, Roberto Coury, Berensztejn, Amanda Cardoso, Pereira, Basílio de Bragança, Nascimento, Emília Matos do, Duarte, Martha Maria Turano, Pereira-Junior, Pedro Paulo, Cruz, Marcia Waddington","Arquivos Brasileiros de Cardiologia; 105(5); 503-509","Arquivos Brasileiros de Cardiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2015002400503&lang=pt" 
"S0066-782X2015002400479-scl","High-fat Diet Promotes Cardiac Remodeling in an Experimental Model of Obesity","Martins, Fernando, Campos, Dijon Henrique Salomé, Pagan, Luana Urbano, Martinez, Paula Felippe, Okoshi, Katashi, Okoshi, Marina Politi, Padovani, Carlos Roberto, Souza, Albert Schiaveto de, Cicogna, Antonio Carlos, Oliveira-Junior, Silvio Assis de","Arquivos Brasileiros de Cardiologia; 105(5); 479-486","Arquivos Brasileiros de Cardiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2015002400479&lang=pt" 
"S1415-43662015001101121-scl","Estimativa de gasto energético da operação de subsolagem em profundidades variáveis","Machado, Thiago M., Lanças, Kléber P., Fiorese, Diego A., Fernandes, Barbara B., Testa, João V. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1121-1125","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101121&lang=pt" 
"S1415-43662015001101064-scl","Desempenho de plantas de cobertura sob níveis de compactação em Latossolo Vermelho de Cerrado","Lima, Larissa B. de, Petter, Fabiano A., Leandro, Wilson M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1064-1071","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101064&lang=pt" 
"S1415-43662015001101079-scl","Qualidade de pintos em função do microclima, tempo de espera e idade de matrizes","Camargo, Juliano R. de, Silva, Iran J. O. da, Nazareno, Aérica C., Vieira, Frederico M. C., Castro, Ariane C. de, Dias, Raphael A. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1079-1085","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101079&lang=pt" 
"S1415-43662015001101072-scl","Water erosion and soil water infiltration in different stages of corn development and tillage systems","Carvalho, Daniel F. de, Eduardo, Eliete N., Almeida, Wilk S. de, Santos, Lucas A. F., Alves Sobrinho, Teodorico","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1072-1078","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101072&lang=pt" 
"S1415-43662015001101049-scl","Produção de feijão caupi em função da salinidade e regulador de crescimento","Oliveira, Francisco de A. de, Medeiros, José F. de, Alves, Rita de C., Lima, Luan A., Santos, Sandy T. dos, Régis, Lúcia R. de L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1049-1056","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101049&lang=pt" 
"S1415-43662015001101042-scl","Canola response to nitrogen sources and split application","Kaefer, João E., Richart, Alfredo, Nozaki, Márcia de H., Daga, Jacir, Campagnolo, Rodrigo, Follmann, Paulo E.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1042-1048","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101042&lang=pt" 
"S1415-43662015001101100-scl","Barium and sodium in sunflower plants cultivated in soil treated with wastes of drilling of oil well","Sampaio Junior, Jésus, Amaral, Nelson M. B. do, Zonta, Everaldo, Magalhães, Marcio O. L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1100-1106","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101100&lang=pt" 
"S1415-43662015001101086-scl","Condicionamento térmico primário de instalações rurais por meio de diferentes tipos de cobertura","Carneiro, Thaisa A., Guiselini, Cristiane, Pandorfi, Héliton, Lopes Neto, José P., Loges, Vivian, Souza, Ricardo F. L. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1086-1092","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101086&lang=pt" 
"S1415-43662015001101093-scl","Copper translocation and tolerance in seedlings of tree species grown in contaminated soil","Silva, Rodrigo F. da, Ros, Clovis O. Da, Scheid, Douglas L., Grolli, André L., Marco, Rudinei De, Missio, Evandro L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1093-1099","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101093&lang=pt" 
"S1415-43662015001101021-scl","Water infiltration rate in Yellow Latosol under different soil management systems","Cunha, Jorge L. X. L., Coelho, Maria E. H., Albuquerque, Abel W. de, Silva, Cicero A., Silva Júnior, Antônio B. da, Carvalho, Islan D. E. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1021-1027","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101021&lang=pt" 
"S1415-43662015001101114-scl","Acumulação e translocação de zinco em mudas de espécies do gênero Eucalyptus e Corymbia","Silva, Rodrigo F. da, Weirich, Sidinei W., Ros, Clovis O. Da, Scheid, Douglas L., Grolli, André L., Viel, Patricia","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1114-1120","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101114&lang=pt" 
"S1415-43662015001101028-scl","Nutritional status of jatropha under cattle manure and natural phosphate in rainfed conditions","Lima, Rosiane L. S. de, Azevedo, Carlos A. V. de, Gheyi, Hans R., Carvalho Júnior, Genelicio S., Cazetta, Jairo O., Arriel, Nair H. C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1028-1034","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101028&lang=pt" 
"S1415-43662015001101057-scl","Fiber quality of upland cotton under different irrigation depths","Cordão Sobrinho, Francisco P., Guerra, Hugo O. C., Araújo, Whéllyson P., Pereira, Jose R., Zonta, João H., Bezerra, José R. C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1057-1063","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101057&lang=pt" 
"S1415-43662015001101035-scl","Photosynthetic pigments and biomass in noni irrigated with saline waters with and without leaching","Souto, Antônio G. L., Cavalcante, Lourival F., Gheyi, Hans R., Nunes, Járisson C., Oliveira, Francisco I. F., Oresca, Denizard","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1035-1041","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101035&lang=pt" 
"S1415-43662015001101107-scl","Attributes of the soil fertilized with sewage sludge and calcium and magnesium silicate","Zuba Junio, Geraldo R., Sampaio, Regynaldo A., Nascimento, Altina L., Fernandes, Luiz A., Lima, Natália N. de, Carneiro, João P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(11); 1107-1113","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001101107&lang=pt" 
"S0004-282X2015001100897-scl","Challenges to understand the mitochondrial respiratory diseases caused by mitochondrial DNA mutations","Marie, Suely Kazue Nagahashi","Arquivos de Neuro-Psiquiatria; 73(11); 897-898","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001100897&lang=pt" 
"S0004-282X2015001100968-scl","Life and death of Vladimir Mikhailovich Bekhterev","Maranhão Filho, Péricles, Maranhão, Eliana Teixeira, Engelhardt, Eliasz","Arquivos de Neuro-Psiquiatria; 73(11); 968-971","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001100968&lang=pt" 
