"S1414-81452015000100024-scl","Acontecimentos que antecederam a federalização da Escola Paulista de Enfermagem","Cardili, Carolina Vieira Cagnacci, Sanna, Maria Cristina","Escola Anna Nery; 19(1); 24-32","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000100024&lang=pt" 
"S0798-40652015000100021-ven","High density polyethylene - hydroxyapatite composites synthetized by in situ ethylene polymerization","Hermán, Vanessa, Karam, Arquimedes, Albano, Carmen, González, Gema","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 211-218","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Inglês","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100021&lang=pt" 
"S0798-40652015000100004-ven","Evaluación del pretratamiento enzimático en el proceso de filtración de jugo de mango bocado","García-Rujano, Tonny, Torres, Alexia, Fernández Molina, Juan, Martínez, José","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 27-36","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100004&lang=pt" 
"S0798-40652015000100005-ven","Rediseño de una red de distribución para un grupo de empresas que pertenecen a un holding multinacional considerando variabilidad en la demanda","Mafla, Isabela, Escobar, John Willmer","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 37-48","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100005&lang=pt" 
"S0798-40652015000100001-ven","De la universidad generadora de conocimientos al país productivo","Camero, Sonia","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 4-5","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100001&lang=pt" 
"S0798-40652015000100018-ven","O estudo matemático do desempenho do sensor eletroquímico de nitrito, baseado em poli(P-aminoacetanilida)","Tkach, Volodymyr V, Ojani, Reza, Nechyporuk, Vasyl´ V, Yagodynets´, Petró I","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 181-188","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Português","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100018&lang=pt" 
"S0798-40652015000100009-ven","Inspección de edificaciones escolares en áreas sísmicas de Venezuela","Marinilli, Angelo, Fernández, Norberto, López, Oscar Andrés, Coronel D, Gustavo","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 81-92","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100009&lang=pt" 
"S0798-40652015000100010-ven","Optimización de trayectorias de fresado en cavidades utilizando el algoritmo Luciérnaga","Quiroga, Jabid, Cáceres, Edwin, Padilla, Carlos","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 93-104","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100010&lang=pt" 
"S0798-40652015000100016-ven","Estudio del efecto de la vaporización de la carga en reactores de hidrocraqueo","Gomes, Luis Miguel, Escalante, Alfredo, Bouza, Alexis","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 157-170","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100016&lang=pt" 
"S0798-40652015000100007-ven","Estimación de precipitación por radar en la cuenca de Tacagua","Navas, Rafael, Artigas, Jacinto, Cardenas, Pedro","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 59-70","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100007&lang=pt" 
"S0798-40652015000100015-ven","Estudio de la influencia de las fuerzas interfaciales en la hidrodinámica de un lecho borboteo aire-agua usando CFD","Riera Ortiz, Jaime, Gutierrez, María José, Castaneda, Pedro, De Abreu, Stephany, Zeppieri Botoni, Susana, Derjani-Bayeh, Sylvana","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 147-156","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100015&lang=pt" 
"S0798-40652015000100006-ven","Control de ruido en líneas de gas de alta presión a través de recubrimiento acústico en una planta de síntesis de metanol: Evaluación de desempeño","Rastelli, Victoria H, Rastelli, Victor, Montbrun, Nila","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 49-58","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100006&lang=pt" 
"S0798-40652015000100020-ven","Caracterización físico-química y cerámica de hidroxiapatitas producidas por distintos métodos de síntesis: Parte II: Efectos del tratamiento térmico","Villani, Angelina, Millán, Arnaldo, González, Gema","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 201-210","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100020&lang=pt" 
"S0798-40652015000100002-ven","Análisis de sensibilidad de un algoritmo de estimación de la norma inducida L2 para sistemas conmutados lineales","Requez, Juan Pablo, Strefezza, Miguel, Sánchez, Gustavo, Granado, Ernesto","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 7-14","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100002&lang=pt" 
"S0798-40652015000100014-ven","Efectos de los aditivos sobre cristalización y la morfología de un yeso hemihidratado alfa","Moreno, Lisbeth, Millán, Arnaldo, Camacho, Nelson","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 137-146","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100014&lang=pt" 
"S0798-40652015000100012-ven","Diseño de una metodología que permita mejorar los portafolios de proyectos de inversión en un sistema eléctrico de potencia","Manfre, Daniel, Brea, Ebert","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 115-130","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100012&lang=pt" 
"S0798-40652015000100008-ven","Diseño de mallas electrosoldadas para el reforzamiento sísmico de viviendas de adobe típicas del Perú","San Bartolomé, Ángel, Quiun, Daniel","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 71-80","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100008&lang=pt" 
"S0187-84332015000100007-mex","Estrategia de ventilación mecánica protectora de ventrículo derecho guiada por ecocardiografía","Carrillo Esper, Raúl, Galván Talamantes, Yazmín","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 38-45","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100007&lang=pt" 
"S0187-57792015000100027-mex","Alcances y limitaciones de los índices espectrales de la vegetación: análisis de índices de banda ancha","Paz Pellat, Fernando, Romero Sanchez, Martín Enrique, Palacios Vélez, Enrique, Bolaños González, Martín, Valdez Lazalde, José René, Aldrete, Arnulfo","Terra Latinoamericana; 33(1); 27-49","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100027&lang=pt" 
"S0187-57792015000100079-mex","Cambios en el almacenamiento de nitrógeno y agua en el suelo de un matorral desértico transformado a sabana de buffel ( Pennisetum ciliare (L.) Link)","Celaya Michel, Hernán, García Oliva, Felipe, Rodríguez, Julio C., Castellanos Villegas, Alejandro E.","Terra Latinoamericana; 33(1); 79-93","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100079&lang=pt" 
"S0187-57792015000100069-mex","Producción orgánica de albahaca en invernadero en Comarca Lagunera","Moncayo Luján, María del Rosario, Álvarez Reyna, Vicente de Paul, González Cervantes, Guillermo, Salas Pérez, Lilia, Chávez Simental, Jorge Armando","Terra Latinoamericana; 33(1); 69-77","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100069&lang=pt" 
"S1555-79602015000100010-spa","Factors Related to Antiretroviral Therapy Adherence in Children and Adolescents with HIV/AIDS in Cuba","Castro, Marta, González, Ida, Pérez, Jorge","MEDICC Review; 17(1); 35-40","MEDICC Review","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602015000100010&lang=pt" 
"S1555-79602015000100014-spa","Global Comparisons for Developing a National Dementia Registry in Cuba","González, José Alberto","MEDICC Review; 17(1); 59-63","MEDICC Review","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602015000100014&lang=pt" 
"S1555-79602015000100011-spa","Development of Hypertension in a Cohort of Cuban Adolescents","Ferrer, Marlene, Fernández-Britto, José E., Bacallao, Jorge, Pérez, Héctor","MEDICC Review; 17(1); 41-47","MEDICC Review","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602015000100011&lang=pt" 
