"S1676-06032008000300002-scl","Cirripedia Balanomorpha del estuario del Río Paripe (Isla de Itamaracá, Pernambuco, Brasil)","Farrapeira, Cristiane Maria Rocha","Biota Neotropica; 8(3); 31-39","Biota Neotropica","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032008000300002&lang=pt" 
"S0120-99652008000200013-col","Caracterización parcial de un Potexvirus aislado de Musa coccinea afectada por rayado necrótico en Colombia","Reichel, Helena, Cuervo, Maritza, Morales, Francisco J.","Agronomía Colombiana; 26(2); 285-291","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200013&lang=pt" 
"S0120-99652008000200009-col","Efecto del déficit de agua en el trasplante de plántulas de tomate (Solanum lycopersicum L.)","Balaguera, Helber Enrique, Álvarez-Herrera, Javier Giovanni, Rodríguez, Jorge Daniel","Agronomía Colombiana; 26(2); 246-255","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200009&lang=pt" 
"S0120-99652008000200008-col","Concentraciones opuestas de AIA-ABA aceleran el desarrollo floral de Solidago x luteus","Flórez, Víctor Julio, Pereira, Maria de Fátima D. Aleixo","Agronomía Colombiana; 26(2); 237-245","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200008&lang=pt" 
"S0120-99652008000200007-col","Las citoquininas están asociadas al desarrollo floral de plantas de Solidago x luteus en días cortos","Flórez, Víctor Julio, Pereira, Maria de Fátima D. Aleixo","Agronomía Colombiana; 26(2); 226-236","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200007&lang=pt" 
"S0120-99652008000200006-col","El cuajamiento de frutos de feijoa (Acca sellowiana (O. Berg) Burret) en respuesta a nitrato de potasio, fosfato de potasio y ethephon","García, Oskar Javier, Duéñez, Edgar Yiovani, Fischer, Gerhard, Chaves, Bernardo, Quintero, Omar Camilo","Agronomía Colombiana; 26(2); 217-225","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200006&lang=pt" 
"S0120-99652008000200005-col","Dinámica de nutrientes en la fase vegetativa del cultivo del lulo (Solanum quitoense Lam.), en respuesta a salinidad con NaCl","Flórez, Sandra L., Miranda, Diego, Chaves, Bernardo","Agronomía Colombiana; 26(2); 205-216","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200005&lang=pt" 
"S0120-99652008000200004-col","Efecto de las deficiencias nutricionales en la distribución de la materia seca en plantas de vivero de curuba (Passiflora mollissima Bailey)","Cabezas, Marco, Sánchez, Carlos A.","Agronomía Colombiana; 26(2); 197-204","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200004&lang=pt" 
"S0120-99652008000200003-col","Composición del tejido vegetal y su relación con variables de crecimiento y niveles de nutrientes en el suelo en cultivos comerciales de menta (Mentha spicata L.)","Pedraza, Rafael, Henao, Martha C.","Agronomía Colombiana; 26(2); 186-196","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200003&lang=pt" 
"S0120-99652008000200002-col","Efecto de campos magnéticos en la germinación de semillas de arroz (Oryza sativa L.) y tomate (Solanum lycopersicum L.)","Torres, Celina, Díaz, Jaime E., Cabal, Paola Andrea","Agronomía Colombiana; 26(2); 177-185","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200002&lang=pt" 
"S0120-99652008000200001-col","","Fischer, Gerhard","Agronomía Colombiana; 26(2); 175-176","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200001&lang=pt" 
"S0120-548X2008000200009-col","ESTRUCTURA NUMÉRICA DE LA ENTOMOFAUNA ACUÁTICA EN OCHO QUEBRADAS DEL DEPARTAMENTO DEL QUINDÍO-COLOMBIA","RIVERA-USME, JOHN JADER, CAMACHO-PINZÓN, DIANA LUCÍA, BOTERO-BOTERO, ALVARO","Acta Biológica Colombiana; 13(2); 133-146","Acta Biológica Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2008000200009&lang=pt" 
"S0120-548X2008000200008-col","EFECTO DE DENSIDAD POBLACIONAL DE HUEVOS SOBRE VIABILIDAD Y TIEMPO DE DESARROLLO DE Drosophila melanogaster (DROSOPHILIDAE)","FONG, CRISTIAN, DÍAZ, FERNANDO, OSORIO, JULIO, CASTANO, LINA, GONZÁLEZ, FANNY, JURADO, LAURA, CASTILLO, KATHERINE, CÁRDENAS, HEIBER","Acta Biológica Colombiana; 13(2); 123-132","Acta Biológica Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2008000200008&lang=pt" 
"S0120-548X2008000200001-col","NUEVAS VÍAS DE PERMEABILIDAD Y REGULACIÓN DEL pH INTRACELULAR COMO POSIBLES BLANCOS TERAPÉUTICOS EN Plasmodium falciparum","LÓPEZ, MARY LUZ, SEGURA LATORRE, CESAR","Acta Biológica Colombiana; 13(2); 3-22","Acta Biológica Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2008000200001&lang=pt" 
"S0120-548X2008000200003-col","CLASIFICACIÓN Y HÁBITATS DE GERRIDAE (HETEROPTERA - GERROMORPHA) EN COLOMBIA","MOLANO-RENDÓN, FREDY, MORALES-CASTAÑO, IRINA TATIANA, SERRATO-HURTADO, CLEMENCIA","Acta Biológica Colombiana; 13(2); 41-60","Acta Biológica Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2008000200003&lang=pt" 
"S0120-548X2008000200002-col","EVALUACIÓN DE LA ROTIFEROFAUNA PRESENTE EN EL COMPLEJO DE PAJARALES DURANTE LA ÉPOCA LLUVIOSA, DEPARTAMENTO DE MAGDALENA, COLOMBIA","CELIS, SEBASTIÁN, MANCERA, ERNESTO, LEÓN, JENNY A.","Acta Biológica Colombiana; 13(2); 23-40","Acta Biológica Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2008000200002&lang=pt" 
