"S0719-26812015000300010-chl","LOS TEXTOS ESCOLARES EN CONFLICTO CON LA SUBALTERNIDAD: LA GUERRA DEL PACÍFICO EN LAS AULAS","Chaupis Torres, José","Diálogo andino; (48); 99-108","Diálogo andino","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-26812015000300010&lang=pt" 
"S0103-20032015000300433-scl","A Demanda por Vinho no Brasil: elasticidades no consumo das famílias e determinantes da importação","Almeida, Alexandre Nunes, Bragagnolo, Cassiano, Chagas, André Luis Squarize","Revista de Economia e Sociologia Rural; 53(3); 433-454","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300433&lang=pt" 
"S0103-20032015000300377-scl","Atratividade de Canaviais Paulistas Sob a Ótica da Teoria das Opções Reais","Zilio, Leonardo Botelho, Lima, Roberto Arruda de Souza","Revista de Economia e Sociologia Rural; 53(3); 377-394","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300377&lang=pt" 
"S0103-20032015000300477-scl","Consideraciones para la Comprensión de la Reproducción Social del Campesino Cubano: acercamiento desde la producción científica rural","Martínez, Yisel Herrera","Revista de Economia e Sociologia Rural; 53(3); 477-496","Revista de Economia e Sociologia Rural","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300477&lang=pt" 
"S0103-20032015000300517-scl","Sementes da Paixão: agroecologia e resgate da tradição","Paulino, Jonatta Sousa, Gomes, Ramonildes Alves","Revista de Economia e Sociologia Rural; 53(3); 517-528","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300517&lang=pt" 
"S0103-20032015000300455-scl","Modelo de Análise da Oferta de Exportação de Milho Brasileira: 2001 a 2012","Favro, Jackelline, Caldarelli, Carlos Eduardo, Camara, Marcia Regina Gabardo da","Revista de Economia e Sociologia Rural; 53(3); 455-476","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300455&lang=pt" 
"S0103-20032015000300497-scl","Análises Quase-experimentais Sobre o Impacto das Cooperativas de Crédito Rural Solidário no PIB Municipal da Agropecuária","Schuntzemberger, Amanda Massaneira de Souza, Jacques, Elidecir Rodrigues, Gonçalves, Flávio de Oliveira, Sampaio, Armando Vaz","Revista de Economia e Sociologia Rural; 53(3); 497-516","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300497&lang=pt" 
"S0102-311X2015000901929-scl","Fatores associados à adequação do cuidado pré-natal e à assistência ao parto em São Tomé e Príncipe, 2008-2009","Reis, Patrícia Alexandra da Graça Dantas dos, Pereira, Claudia Cristina de Aguiar, Leite, Iuri da Costa, Theme Filha, Mariza Miranda","Cadernos de Saúde Pública; 31(9); 1929-1940","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000901929&lang=pt" 
"S0102-311X2015000902017-scl","Evolução do excesso de peso e obesidade até a idade adulta, Pelotas, Rio Grande do Sul, Brasil, 1982-2012","Lima, Natália Peixoto, Horta, Bernardo L., Motta, Janaína Vieira dos Santos, Valença, Marina S., Oliveira, Vânia, Santos, Thaíssa Vieira dos, Gigante, Denise Petrucci, Barros, Fernando Celso","Cadernos de Saúde Pública; 31(9); 2017-2025","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000902017&lang=pt" 
"S0102-311X2015001001856-spa","Perfil demográfico, socioeconômico e de saúde de crianças e adolescentes trabalhadores e não trabalhadores, Brasil: análise das desigualdades","Miquilin, Isabella de Oliveira Campos, Marín-León, Leticia, Luz, Verônica Gronau, La-Rotta, Ehideé Isabel Gómez, Corrêa Filho, Heleno Rodrigues","Cadernos de Saúde Pública; 31(9); 1856-1870","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001856&lang=pt" 
"S0102-311X2015000901839-scl","O parecer do Conselho Federal de Medicina, o incentivo à remuneração ao parto e as taxas de cesariana no Brasil","Freitas, Paulo Fontoura, Moreira, Bianca Carvalho, Manoel, Andre Luciano, Botura, Ana Clara de Albuquerque","Cadernos de Saúde Pública; 31(9); 1839-1855","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000901839&lang=pt" 
"S0102-311X2015001002005-spa","AIDS em crianças: a influência dos diferenciais socioeconômicos no Município de Fortaleza, Ceará, Brasil","Lopes, Emeline Moura, Pedrosa, Nathália Lima, Holanda, Eliane Rolim de, Almeida, Rosa Lívia Freitas, Kerr, Lígia Regina Franco Sansigolo, Galvão, Marli Teresinha Gimeniz","Cadernos de Saúde Pública; 31(9); 2005-2016","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001002005&lang=pt" 
"S0102-311X2015001001941-spa","Influência de fatores estruturais e organizacionais no desempenho da atenção primária à saúde em Belo Horizonte, Minas Gerais, Brasil, na avaliação de gestores e enfermeiros","Turci, Maria Aparecida, Lima-Costa, Maria Fernanda, Macinko, James","Cadernos de Saúde Pública; 31(9); 1941-1952","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001941&lang=pt" 
"S0102-311X2015001002017-spa","Evolução do excesso de peso e obesidade até a idade adulta, Pelotas, Rio Grande do Sul, Brasil, 1982-2012","Lima, Natália Peixoto, Horta, Bernardo L., Motta, Janaína Vieira dos Santos, Valença, Marina S., Oliveira, Vânia, Santos, Thaíssa Vieira dos, Gigante, Denise Petrucci, Barros, Fernando Celso","Cadernos de Saúde Pública; 31(9); 2017-2025","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001002017&lang=pt" 
"S0102-311X2015001001871-spa","Testing the applicability of a model of oral health-related quality of life","Santos, Camila Mello dos, Celeste, Roger Keller, Hilgert, Juliana Balbinot, Hugo, Fernando Neves","Cadernos de Saúde Pública; 31(9); 1871-1880","Cadernos de Saúde Pública","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001871&lang=pt" 
"S0102-311X2015001001953-spa","Perda auditiva em trabalhadores do transporte urbano na Região Metropolitana de Belo Horizonte, Minas Gerais, Brasil","Medeiros, Adriane Mesquita de, Assunção, Ada Ávila, Santos, Juliana Nunes","Cadernos de Saúde Pública; 31(9); 1953-1963","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001953&lang=pt" 
"S0102-311X2015001001894-spa","A política antitabagismo e a variação dos gastos das famílias brasileiras com cigarro: resultados das Pesquisas de Orçamentos Familiares, 2002/2003 e 2008/2009","Garcia, Leila Posenato, Sant&#039;Anna, Ana Cláudia, Freitas, Lúcia Rolim Santana de, Magalhães, Luís Carlos Garcia de","Cadernos de Saúde Pública; 31(9); 1894-1906","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001894&lang=pt" 
"S0102-311X2015000901953-scl","Perda auditiva em trabalhadores do transporte urbano na Região Metropolitana de Belo Horizonte, Minas Gerais, Brasil","Medeiros, Adriane Mesquita de, Assunção, Ada Ávila, Santos, Juliana Nunes","Cadernos de Saúde Pública; 31(9); 1953-1963","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000901953&lang=pt" 
"S0102-311X2015001001995-spa","Razão peso/perímetro cefálico ao nascer na avaliação do crescimento fetal","Gonçalves, Fabiana Cristina Lima da Silva Pastich, Lira, Pedro Israel Cabral de, Eickmann, Sophie Helena, Lima, Marilia de Carvalho","Cadernos de Saúde Pública; 31(9); 1995-2004","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001995&lang=pt" 
"S0102-311X2015001001929-spa","Fatores associados à adequação do cuidado pré-natal e à assistência ao parto em São Tomé e Príncipe, 2008-2009","Reis, Patrícia Alexandra da Graça Dantas dos, Pereira, Claudia Cristina de Aguiar, Leite, Iuri da Costa, Theme Filha, Mariza Miranda","Cadernos de Saúde Pública; 31(9); 1929-1940","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001929&lang=pt" 
"S0102-311X2015001001881-spa","Fatores associados ao desenvolvimento neuropsicomotor em crianças de 6-18 meses de vida inseridas em creches públicas do Município de João Pessoa, Paraíba, Brasil","Silva, Ângela Cristina Dornelas da, Engstron, Elyne Montenegro, Miranda, Cláudio Torres de","Cadernos de Saúde Pública; 31(9); 1881-1893","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001881&lang=pt" 
"S0102-311X2015001001811-spa","Revisión de enfoques académicos en salud global: un marco analítico","Franco-Giraldo, Alvaro","Cadernos de Saúde Pública; 31(9); 1811-1823","Cadernos de Saúde Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001811&lang=pt" 
"S0102-311X2015000901964-scl","A criança com tuberculose: situações e interações no contexto da saúde da família","Machado, Danielle de Carvalho, Moreira, Martha Cristina Nunes, Sant&#039;Anna, Clemax Couto","Cadernos de Saúde Pública; 31(9); 1964-1974","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000901964&lang=pt" 
"S0102-311X2015000901983-scl","Social determinants of nonadherence to tuberculosis treatment in Buenos Aires, Argentina","Herrero, Maria Belen, Arrossi, Silvina, Ramos, Silvina, Braga, Jose Ueleres","Cadernos de Saúde Pública; 31(9); 1983-1994","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000901983&lang=pt" 
"S0102-311X2015001001983-spa","Social determinants of nonadherence to tuberculosis treatment in Buenos Aires, Argentina","Herrero, Maria Belen, Arrossi, Silvina, Ramos, Silvina, Braga, Jose Ueleres","Cadernos de Saúde Pública; 31(9); 1983-1994","Cadernos de Saúde Pública","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015001001983&lang=pt" 
