"S0103-73072009010300001-scl","A educação pelas imagens e suas geografias","","Pro-Posições; 20(3); -","Pro-Posições","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072009010300001&lang=pt" 
"S1850-275X2009000200007-arg","O bairro da Luz em São Paulo: questões antropológicas sobre o fenômeno da gentrification","Frúgoli Jr, Heitor, Sklair, Jessica","Cuadernos de antropología social; (30); 119-136","Cuadernos de antropología social","Português","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200007&lang=pt" 
"S1850-275X2009000200008-arg","Políticas patrimoniais e reinvenção do passado: os pomeranos de São Lourenço do Sul, Brasil","Mazzucchi Ferreira, Maria Leticia, Heiden, Roberto","Cuadernos de antropología social; (30); 137-154","Cuadernos de antropología social","Português","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200008&lang=pt" 
"S1850-275X2009000200009-arg","El giro patrimonial del tango: políticas oficiales, turismo y campeonatos de baile en la ciudad de Buenos Aires","Morel, Hernán","Cuadernos de antropología social; (30); 155-172","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200009&lang=pt" 
"S1850-275X2009000200010-arg","La persistencia de la forma (y sus omisiones): Un estudio del espacio urbano de La Plata a través de sus ciudades análogas","Segura, Ramiro","Cuadernos de antropología social; (30); 173-197","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200010&lang=pt" 
"S1850-275X2009000200011-arg","Las reglas del desorden: habitar la metrópoli","Thomasz, Ana Gretel","Cuadernos de antropología social; (30); 199-203","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200011&lang=pt" 
"S1850-275X2009000200012-arg","Modernidad histórica, modernidad reciente: Procesos urbanos en el Área Metropolitana de Buenos Aires: los casos del Conjunto Soldati y Nordelta","GIROLA, María Florencia","Cuadernos de antropología social; (30); 205-207","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200012&lang=pt" 
"S0870-11642009000400002-prt","O túmulo de D. Afonso de Portugal (séc. XV) - proteger para conservar","Borges, Rui, Cardoso, Ana, Carmo, Ana Mesquita e, Maduro, Belmira, Oliveira, Maria José, Ribeiro, Isabel, Seruya, Ana Isabel, Silva, Rui J. C., Tissot, Isabel","Corrosão e Protecção de Materiais; 28(4); 120-125","Corrosão e Protecção de Materiais","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642009000400002&lang=pt" 
"S0870-11642009000400003-prt","Mecanismo de corrosão em numismas de época romana provenientes da Senhora do Castelo","Martins, C. M. B., Martins, J. I.","Corrosão e Protecção de Materiais; 28(4); 126-133","Corrosão e Protecção de Materiais","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642009000400003&lang=pt" 
"S0870-11642009000400004-prt","Breve abordagem em relação a alguns procedimentos a ter em conta em intervenções arqueológicas","Martins, C.M.B.","Corrosão e Protecção de Materiais; 28(4); 134-137","Corrosão e Protecção de Materiais","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642009000400004&lang=pt" 
"S0870-11642009000400001-prt","Caracterização de uma moeda portuguesa proveniente da Villa Romana de São Pedro, em fronteira (Alentejo, Portugal)","Mata, A. L., Salta, M. M. L., Neto, M. M. M., Mendonça, M. H., Fonseca, I. T. E.","Corrosão e Protecção de Materiais; 28(4); 114-119","Corrosão e Protecção de Materiais","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642009000400001&lang=pt" 
"S0101-98802009000400003-scl","Colonoscopia com polipectomia: análise crítica de fatores de risco e complicações","Silva, Edson Jurado da, Pelosi, Alexandre, Freitas, Gláucia, Almeida, Eleodoro","Revista Brasileira de Coloproctologia; 29(4); 451-457","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400003&lang=pt" 
"S0101-98802009000400012-scl","Fitobezoar associado à endometriose intestinal: uma rara causa de obstrução intestinal","Amorim, Carlos Roberto, Faria, Diogo Melgaço, Castro Filho, Dilmar de, Grande, Rogério Mendes, Souza, Virgínio Cândido Tosta de","Revista Brasileira de Coloproctologia; 29(4); 501-504","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400012&lang=pt" 
"S0101-98802009000400001-scl","Importância da ultra-sonografia anorretal tridimensional na decisão terapêutica da endometriose profunda","Sagae, Univaldo Etsuo, Lima, Doryane Maria dos Reis, Cavalli, Namir, Sagae, Lucia Matiko Takamatsu, Tanaka, Tomaz Massayuki, Bonatto, Mauro Willemann, Tsuchiya, Ricardo Shigeo, Carvalho, Carlos Alberto de, Shiratori, Andrea Ishikawa","Revista Brasileira de Coloproctologia; 29(4); 435-442","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400001&lang=pt" 
"S0101-98802009000400002-scl","Diagnóstico de HPV anal em mulheres com NIC: prevenção de câncer do ânus?","Capobiango, Alice, Silva Filho, Agnaldo Lopes da, Tarcizo Afonso, Nunes","Revista Brasileira de Coloproctologia; 29(4); 443-450","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400002&lang=pt" 
"S0101-98802009000400005-scl","Retalhos de avanço no tratamento da fissura anal crônica: experiência inicial","Cesar, Maria Auxiliadora Prolungatti, Uemura, Lívia Alkmin, Passos, Mariah Prata Soldi","Revista Brasileira de Coloproctologia; 29(4); 466-471","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400005&lang=pt" 
"S0101-98802009000400004-scl","Reparo transperineal de retocele: avaliação do grau de satisfação, dispareunia e recidiva pós-operatória","Leite, Sinara Mônica de Oliveira, Oliveira, Rodrigo Guimarães, Faria, Flávia Fontes, Lima Júnior, Antônio Carlos Barros, Rodrigues, Fábio Gontijo, Braga, Áurea Cássia Gualberto, Cruz, Geraldo Magela Gomes da","Revista Brasileira de Coloproctologia; 29(4); 458-465","Revista Brasileira de Coloproctologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802009000400004&lang=pt" 
