"S1130-01082008000100008-esp","Metástasis adrenal de carcinoma pulmonar","Rodríguez-Hermosa, J. I., Roig, J., Ortuño, P., Quiles, A. M., Recasens, M., Codina-Cazador, A.","Revista Española de Enfermedades Digestivas; 100(1); 45-46","Revista Española de Enfermedades Digestivas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082008000100008&lang=pt" 
"S0100-879X2008000100003-scl","Isolation and characterization of a serine proteinase with thrombin-like activity from the venom of the snake Bothrops asper","Pérez, A.V, Rucavado, A, Sanz, L, Calvete, J.J, Gutiérrez, J.M","Brazilian Journal of Medical and Biological Research; 41(1); 12-17","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100003&lang=pt" 
"S0100-879X2008000100002-scl","Impairment of cytomegalovirus-specific cellular immune response as a risk factor for cytomegalovirus disease in transplant recipients","Motta, V.N, Martins, S.L.R","Brazilian Journal of Medical and Biological Research; 41(1); 5-11","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100002&lang=pt" 
"S1728-59172008000100001-per","Presentación de Acta Médica Peruana","Castro Gómez, Julio","Acta Médica Peruana; 25(1); 4-4","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100001&lang=pt" 
"S1728-59172008000100002-per","Sensibilidad y especificidad de la fiebre como predictor clínico de malaria en Loreto, Perú","Ramal Asayag, Cesar, Oliveira Bohabot, Gessica, Herrera Grandez, Maria, Lopez Orbe, Amparo","Acta Médica Peruana; 25(1); 5-8","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100002&lang=pt" 
"S1728-59172008000100003-per","Conocimientos, actitudes y prácticas en investigación de los estudiantes de pregrado de facultades de medicina del Perú","Díaz Vélez, Cristian, Manrique González, Luis Miguel, Galán Rodas, Edén, Apolaya Segura, Moisés","Acta Médica Peruana; 25(1); 9-15","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100003&lang=pt" 
"S1728-59172008000100004-per","Combinación de la técnica de Reichert-Millard en el tratamiento de la fisura labial unilateral","Rossell-Perry, Percy","Acta Médica Peruana; 25(1); 16-21","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100004&lang=pt" 
"S1728-59172008000100005-per","Análisis actual y prospectivo de la oferta y demanda de médicos en el Perú 2005-2011","Carrasco Cortez, Víctor, Lozano Salazar, Elías, Velásquez Pancca, Edgar","Acta Médica Peruana; 25(1); 22-29","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100005&lang=pt" 
"S1728-59172008000100006-per","Compromiso cardiovascular en la fase aguda de la enfermedad de Carrión o bartonelosis humana: 20 años de experiencia en Hospital Nacional Cayetano Heredia","Maguiña Vargas, Ciro, Ordaya Espinoza, Eloy, Ugarte-Gil, Cesar, Franco Reusche, Veronica, Ventosilla Lopez, Palmira, Huayanay Falconí, Leandro, Salazar Caceres, Martín, Medina Palomino, Felix, Gotuzzo Herencia, Eduardo, Dueñas Carbajal, Roy","Acta Médica Peruana; 25(1); 30-38","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100006&lang=pt" 
"S1728-59172008000100008-per","Desorden linfoproliferativo de células B asociado al virus Epstein Barr y relacionado a la edad: reporte de 9 casos y revisión de la literatura","Beltran Garate, Brady, Morales Luna, Domingo, Quiñones Ávila, Pilar, Hurtado de Mendoza Acurio, Fernando, Cotrina Montenegro, Esther, Riva Gonzáles, Luis","Acta Médica Peruana; 25(1); 42-45","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100008&lang=pt" 
"S1728-59172008000100009-per","Acerca del Código de Ética y Deontología del Colegio Médico del Perú: fundamentos teóricos","Ortiz Cabanillas, Pedro","Acta Médica Peruana; 25(1); 46-47","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100009&lang=pt" 
"S1728-59172008000100010-per","¿Para qué sirve la ética?","Zavala Sarrio, Salomón","Acta Médica Peruana; 25(1); 48-49","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100010&lang=pt" 
"S1728-59172008000100011-per","Ética institucional y estrés laboral","Perales Cabrera, Alberto","Acta Médica Peruana; 25(1); 50-51","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100011&lang=pt" 
"S1728-59172008000100007-per","Convulsión afebril benigna asociada a gastroenteritis por rotavirus","Delgado Bocanegra, Ronald, Bobbio Rosas, Raquel, Peña Hernandez, Walter","Acta Médica Peruana; 25(1); 39-41","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100007&lang=pt" 
