"S1806-11172016000300419-scl","A Teoria de Duffin-Kemmer-Petiau","Cardoso, T.R., Pimentel, B.M.","Revista Brasileira de Ensino de Física; 38(3); -","Revista Brasileira de Ensino de Física","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172016000300419&lang=pt" 
"S0185-16672016000300003-mex","El mundo imaginado tres cuartos de siglo atrás","Novelo Urdanivia, Federico","Investigación económica; 75(297); 3-72","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300003&lang=pt" 
"S0185-16672016000300169-mex","Competition and Efficiency in the Mexican Banking Industry. Theory and Empirical Evidence, de Sara G. Castellanos, Gustavo A. Del Ángel y Jesús G. Garza-García (Estado Unidos: Palgrave Macmillan, 2016)","Cotler, Pablo","Investigación económica; 75(297); 169-175","Investigación económica","Inglês","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300169&lang=pt" 
"S0718-95162016000300016-chl","Soil ecophysiological and microbiological indices of soil health: a study of coal mining site in Sonbhadra, Uttar Pradesh","Upadhyay, N, Verma, S, Pratap Singh, A, Devi, S, Vishwakarma, K, Kumar, N, Pandey, A, Dubey, K, Mishra, R, Kumar Tripathi, D, Rani, R, Sharma, S","Journal of soil science and plant nutrition; 16(3); 778-800","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300016&lang=pt" 
"S0718-95162016000300004-chl","Effect of saline irrigation water on the leachability of salts, growth and chemical composition of wheat (Triticum aestivum L.) in saline-sodic soil supplemented with phosphorus and potassium","Hussain, Z, Khattak, R. A, Irshad, M, Mahmood, Q, An, P","Journal of soil science and plant nutrition; 16(3); 604-620","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300004&lang=pt" 
"S0185-16672016000300103-mex","¿Condiciona la población la dinámica de la actividad inmobiliaria? Un análisis de cointegración para el caso español","Díaz Fernández, Montserrat, Llorente Marrón, Mar, Méndez Rodríguez, Paz","Investigación económica; 75(297); 103-124","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300103&lang=pt" 
"S1851-82652016000300311-spa","Apuntes para una estrategia de medicamentos &quot;esenciales&quot; para Latinoamérica","Tognoni, Gianni","Salud Colectiva; 12(3); 311-316","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000300311&lang=pt" 
"S1851-82652016000300361-spa","Cuerpos abstractos, riesgos concretos: dispositivos clínicos y la salud de las donantes de óvulos en la medicina reproductiva argentina","Ariza, Lucía","Salud Colectiva; 12(3); 361-382","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000300361&lang=pt" 
"S1851-82652016000300429-spa","Acceso a servicios de salud dental en menores de doce años en Perú, 2014","Hernández-Vásquez, Akram, Azañedo, Diego, Díaz-Seijas, Deysi, Bendezú-Quispe, Guido, Arroyo-Hernández, Hugo, Vilcarromero, Stalin, Agudelo-Suárez, Andrés A.","Salud Colectiva; 12(3); 429-441","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000300429&lang=pt" 
"S1851-82652016000300347-spa","La salud colectiva en Brasil: analizando el proceso de institucionalización","Nunes, Everardo Duarte","Salud Colectiva; 12(3); 347-360","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000300347&lang=pt" 
"S1851-82652016000300397-spa","Calidad de los recursos hídricos en el contexto de la actividad económica y patrones de salud en Sonora, México","Manzanares Rivera, José Luis","Salud Colectiva; 12(3); 397-414","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000300397&lang=pt" 
"S0718-95162016000300003-chl","Maize nitrogen recovery and dry matter production as affected by application of solid cattle manure subjected to various storage conditions","Shah, G.M, Shah, G.A, Groot, J.C.J, Raza, M.A.S, Shahid, N, Lantinga, E.A","Journal of soil science and plant nutrition; 16(3); 591-603","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300003&lang=pt" 
"S0718-95162016000300009-chl","Abundance of denitrifying genes and microbial community structure in volcanic soils","Carvajal, A.M, Vargas, R.A, Alfaro, M","Journal of soil science and plant nutrition; 16(3); 677-688","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300009&lang=pt" 
"S0718-95162016000300019-chl","Soil chemistry and nutrient concentrations in perennial ryegrass as influenced by gypsum and carbon amendments","Walia, M. K, Dick, W. A","Journal of soil science and plant nutrition; 16(3); 832-847","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300019&lang=pt" 
"S0185-27602016000300111-mex","Perspectivas globales de la educación superior","López-Leyva, Santos","Revista de la educación superior; 45(179); 111-115","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300111&lang=pt" 
"S0871-018X2016000300011-prt","Detecção de agrupamento temporal de doenças em culturas agrícolas","Mateus, Ana Lúcia Souza Silva, Scalon, João Domingos","Revista de Ciências Agrárias; 39(3); 422-430","Revista de Ciências Agrárias","Inglês","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-018X2016000300011&lang=pt" 
