"S0102-09352009000300034-scl","Aspectos radiográficos de condrodistrofia felina","Feliciano, M.A.R., Leite, C.A.L., Vicente, W.R.R., Silveira, T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(3); 755-757","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000300034&lang=pt" 
"S0036-36342009000300003-spa","Respuesta al grupo de investigación de la región sanitaria X, de la Secretaría de Salud de Jalisco","González de Cossío, María","Salud Pública de México; 51(3); 178-179","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300003&lang=pt" 
"S1413-81232009000300026-spa","O que os usuários pensam e falam do Sistema Único de Saúde? Uma análise dos significados à luz da carta dos direitos dos usuários","Backes, Dirce Stein, Koerich, Magda Santos, Rodrigues, Anna Carolina Ribeiro Lopes, Drago, Livia Crespo, Klock, Patrícia, Erdmann, Alacoque Lorenzini","Ciência &amp; Saúde Coletiva; 14(3); 903-910","Ciência &amp; Saúde Coletiva","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300026&lang=pt" 
"S0036-36342009000300007-spa","Respuesta en México al actual brote de influenza AH1N1","Franco-Paredes, Carlos, del Río, Carlos, Carrasco, Peter, Preciado, José Ignacio Santos","Salud Pública de México; 51(3); 183-186","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300007&lang=pt" 
"S0036-36342009000300018-spa","Las compensaciones de carbono: Los dolores de crecimiento de un mercado creciente","Schmidt, Charles W.","Salud Pública de México; 51(3); 262-270","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300018&lang=pt" 
"S0036-36342009000300017-spa","Mecanismos de acción de la anticoncepción hormonal de emergencia: efectos del levonorgestrel anteriores y posteriores a la fecundación","Durand, Marta, Larrea, Fernando, Schiavon, Raffaela","Salud Pública de México; 51(3); 255-261","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300017&lang=pt" 
"S0036-36342009000300016-spa","La historia del uso de la soya en México, su valor nutricional y su efecto en la salud","Torres y Torres, Nimbe, Tovar-Palacio, Armando R","Salud Pública de México; 51(3); 246-254","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300016&lang=pt" 
"S0036-36342009000300015-spa","Clinical usefulness of the nested polymerase chain reaction in the diagnosis of extrapulmonary tuberculosis","García-Elorriaga, Guadalupe, Gracida-Osorno, Carlos, Carrillo-Montes, Guadalupe, González-Bonilla, César","Salud Pública de México; 51(3); 240-245","Salud Pública de México","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300015&lang=pt" 
"S0036-36342009000300014-spa","Satisfaction of patients suffering from type 2 diabetes and/or hypertension with care offered in family medicine clinics in Mexico","Doubova, Svetlana Vladislavovna, Pérez-Cuevas, Ricardo, Zepeda-Arias, Maribel, Flores-Hernández, Sergio","Salud Pública de México; 51(3); 231-239","Salud Pública de México","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300014&lang=pt" 
"S0036-36342009000300013-spa","Acumulación de masa ósea medida por DEXA periférica en niños mexicanos sanos de entre 6 a 12 años de edad","Montijo-Barrios, Ericka, Ramírez-Mayans, Jaime, García-Campos, Margarita, Díaz, Rodrigo, Sólomon-Santibañez, Guillermo, Gutiérrez-Castrellón, Pedro","Salud Pública de México; 51(3); 227-230","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300013&lang=pt" 
"S0036-36342009000300012-spa","Sexual maturation and metabolic profile among adolescents and children of the Health Worker Cohort Study in Mexico","Katon, Jodie G, Flores, Yvonne N, Salmerón, Jorge","Salud Pública de México; 51(3); 219-226","Salud Pública de México","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300012&lang=pt" 
"S0036-36342009000300011-spa","Early hospital discharge and early puerperal complications","Ramírez-Villalobos, Dolores, Hernández-Garduño, Adolfo, Salinas, Aarón, González, Dolores, Walker, Dilys, Rojo-Herrera, Guadalupe, Hernández-Prado, Bernardo","Salud Pública de México; 51(3); 212-218","Salud Pública de México","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300011&lang=pt" 
"S0036-36342009000300010-spa","Consumo de alimentos y asma en niños escolares de Cuernavaca","Gutiérrez-Delgado, Rosa Inés, Barraza-Villarreal, Albino, Escamilla-Núñez, María Consuelo, Solano-González, Maritsa, Moreno-Macías, Hortensia, Romieu, Isabelle","Salud Pública de México; 51(3); 202-211","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300010&lang=pt" 
"S0036-36342009000300009-spa","Exactitud del autorreporte de peso y talla en mujeres de 15 a 19 años del Estado de México","Unikel-Santoncini, Claudia, Ocampo-Ortega, René, Zambrano-Ruiz, Joaquín","Salud Pública de México; 51(3); 194-201","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300009&lang=pt" 
"S0036-36342009000300008-spa","Pobreza y procedencia indígena como factores de riesgo de problemas nutricionales de los niños que ingresan a la escuela","Bustos, Patricia, Muñoz, Sergio, Vargas, Claudio, Amigo, Hugo","Salud Pública de México; 51(3); 187-193","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300008&lang=pt" 
"S1413-81232009000300026-scl","O que os usuários pensam e falam do Sistema Único de Saúde? Uma análise dos significados à luz da carta dos direitos dos usuários","Backes, Dirce Stein, Koerich, Magda Santos, Rodrigues, Anna Carolina Ribeiro Lopes, Drago, Livia Crespo, Klock, Patrícia, Erdmann, Alacoque Lorenzini","Ciência &amp; Saúde Coletiva; 14(3); 903-910","Ciência &amp; Saúde Coletiva","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232009000300026&lang=pt" 
"S1517-86922009000300003-scl","Exercício físico reduz a hiperglicemia de jejum em camundongos diabéticos através da ativação da AMPK","Pádua, Mônica F. de, Pádua, Thomas F. de, Pauli, José R., Souza, Cláudio T. de, Silva, Adelino S. R. da, Ropelle, Eloize C. C., Cintra, Dennys E., Carvalheira, José Barreto C., Ropelle, Eduardo R.","Revista Brasileira de Medicina do Esporte; 15(3); 179-184","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300003&lang=pt" 
"S1517-86922009000300004-scl","Estado nutricional e prevalência de síndrome metabólica em praticantes amadores de futebol","Pontes, Luciano Meireles de, Sousa, Maria do Socorro Cirilo de","Revista Brasileira de Medicina do Esporte; 15(3); 185-189","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300004&lang=pt" 
"S1517-86922009000300005-scl","Efeito de um programa de condicionamento físico no broncoespasmo induzido pelo exercício em mulheres obesas","Matteoni, Simone Padilha Cavalcante, Bueno Júnior, Carlos Roberto, Teixeira, Luzimar Raimundo","Revista Brasileira de Medicina do Esporte; 15(3); 190-194","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300005&lang=pt" 
"S1517-86922009000300006-scl","Propriedades mecânicas do músculo gastrocnêmio de ratas, imobilizado e posteriormente submetido a diferentes protocolos de alongamento","Polizello, Juliana Cristina, Carvalho, Leonardo César, Freitas, Fernando Cassiolato, Padula, Natália, Shimano, Antonio Carlos, Mattiello-Sverzut, Ana Claudia","Revista Brasileira de Medicina do Esporte; 15(3); 195-199","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300006&lang=pt" 
"S1517-86922009000300007-scl","Efeitos agudos do alongamento estático no desempenho da força dinâmica em homens jovens","Endlich, Patrick Wander, Farina, Giovanni Rampinelli, Dambroz, Cássio, Gonçalves, Washington Luiz Silva, Moysés, Margareth Ribeiro, Mill, José Geraldo, Abreu, Gláucia Rodrigues de","Revista Brasileira de Medicina do Esporte; 15(3); 200-203","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300007&lang=pt" 
"S1517-86922009000300008-scl","Comparação entre ergômetros específico e convencionais na determinação da capacidade aeróbia de mesatenistas","Zagatto, Alessandro Moura, Papoti, Marcelo, Gobatto, Claudio Alexandre","Revista Brasileira de Medicina do Esporte; 15(3); 204-208","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300008&lang=pt" 
"S1517-86922009000300009-scl","Utilização da relação potência-tempo até exaustão em testes de caminhada para avaliação da aptidão aeróbia","Puga, Guilherme Morais, Nakamura, Fábio Yuzo, Simões, Herbert Gustavo, Kokubun, Eduardo, Campbell, Carmen Silvia Grubert","Revista Brasileira de Medicina do Esporte; 15(3); 209-213","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300009&lang=pt" 
