"S0004-282X2015001201047-scl","The clival canal","Campos, Deivis de, Jotz, Geraldo Pereira, Goulart, Guilherme Reghelin, Malysz, Tais","Arquivos de Neuro-Psiquiatria; 73(12); 1047-1047","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001201047&lang=pt" 
"S0864-21762015000400008-cub","Sarcoma de Kaposi en conjuntiva bulbar","Agramonte Centelles, Ileana, García Loza, Brenda, Rodríguez Salinas, Gustavo, Basto Carmona, Miguel","Revista Cubana de Oftalmología; 28(4); -","Revista Cubana de Oftalmología","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762015000400008&lang=pt" 
"S1413-86702015000600675-scl","First report of a NDM-producing Providencia rettgeri strain in the state of São Paulo","Carmo Junior, Nelson Vieira do, Ferreira Filho, Heli, Costa, Durval Alex Gomes e, Calvalcante, Adilson Joaquim Westheimer, Garcia, Doroti de Oliveira, Furtado, Juvencio José Duailib","Brazilian Journal of Infectious Diseases; 19(6); 675-676","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600675&lang=pt" 
"S0104-14282015000700001-scl","Editorial","Ruvolo Filho, Adhemar Collà","Polímeros; 25(spe); E1-E1","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700001&lang=pt" 
"S1413-86702015000600677-scl","Retraction notice to &quot;The rapid and sustained responses of dendritic cells to influenza virus infection in a non-human primate model&quot; [Braz. J. Infect. Dis. 18 (2014) 406-413]","Jie, Zhijun, Sun, Wei, Wang, Shanze, Koster, Frederick, Li, Bilan, Harrod, Kevin S.","Brazilian Journal of Infectious Diseases; 19(6); 677-677","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600677&lang=pt" 
"S0864-02892015000400017-cub","RECONOCIMIENTO A REVISORES DEL VOLUMEN 31, 2015","","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400017&lang=pt" 
"S1984-02922015000300185-scl","Editorial","Monteiro, Ana Claudia Lima","Fractal : Revista de Psicologia; 27(3); 185-186","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300185&lang=pt" 
"S1413-86702015000600678-scl","Retraction notice to &quot;Antiviral and myocyte protective effects of IL-28A in coxsackievirus B3-induced myocarditis&quot; [Braz. J. Infect. Dis. (2015) 132-140]","Wang, Shihong, Huang, Xingyuan, Zhang, Jing, Huang, Congxin","Brazilian Journal of Infectious Diseases; 19(6); 678-678","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600678&lang=pt" 
"S0034-74932015000400001-cub","EDITORIAL","Martínez Alfonso, Miguel Ángel","Revista Cubana de Cirugía; 54(4); -","Revista Cubana de Cirugía","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932015000400001&lang=pt" 
"S0864-02892015000400016-cub","Colaboración con sociedad homóloga mexicana","","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400016&lang=pt" 
"S0864-21762015000400001-cub","Simulación quirúrgica mediante realidad virtual en Cuba","HERNÁNDEZ LÓPEZ, IVÁN, FERNÁNDEZ ARGONES, LIAMET","Revista Cubana de Oftalmología; 28(4); -","Revista Cubana de Oftalmología","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762015000400001&lang=pt" 
"S1578-25492015000400005-esp","Cáncer de escroto: primera neoplasia profesional","Gargantilla Madera, Pedro, Arroyo Pardo, Noelia","Archivos de Prevención de Riesgos Laborales; 18(4); 200-200","Archivos de Prevención de Riesgos Laborales","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492015000400005&lang=pt" 
"S1578-25492015000400001-esp","La comunicación de las enfermedades profesionales en la Comunidad Valenciana","Esteban Buedo, Valentín, Santolaria Bartolomé, Encarna","Archivos de Prevención de Riesgos Laborales; 18(4); 180-182","Archivos de Prevención de Riesgos Laborales","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492015000400001&lang=pt" 
"S1413-86702015000600563-scl","Validation and clinical application of a molecular method for the identification of Cryptococcus neoformans/Cryptococcus gattii complex DNA in human clinical specimens","Rivera, Vanessa, Gaviria, Marcela, Muñoz-Cadavid, Cesar, Cano, Luz, Naranjo, Tonny","Brazilian Journal of Infectious Diseases; 19(6); 563-570","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600563&lang=pt" 
"S0104-14282015000700006-scl","Efeito da modificação química na solubilidade e intumescimento de microesferas à base de goma do cajueiro carboximetilada e quitosana","Monteiro, Aliny Abreu de Sousa, Richter, Ana Rosa, Maciel, Jeanny da Silva, Feitosa, Judith Pessoa Andrade, Paula, Haroldo César Beserra, Monteiro de Paula, Regina Célia","Polímeros; 25(spe); 31-39","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700006&lang=pt" 
"S1413-86702015000600604-scl","Influence of microbiome species in hard-to-heal wounds on disease severity and treatment duration","Chudobova, Dagmar, Cihalova, Kristyna, Guran, Roman, Dostalova, Simona, Smerkova, Kristyna, Vesely, Radek, Gumulec, Jaromir, Masarik, Michal, Heger, Zbynek, Adam, Vojtech, Kizek, Rene","Brazilian Journal of Infectious Diseases; 19(6); 604-613","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600604&lang=pt" 
"S0104-14282015000700013-scl","Aplicação de nanotecnologia em embalagens de alimentos","Almeida, Ana Carolina Sergio, Franco, Elisângela Aparecida Nazário, Peixoto, Fernanda Marques, Pessanha, Kênia Letícia Ferreira, Melo, Nathália Ramos","Polímeros; 25(spe); 89-97","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700013&lang=pt" 
"S1413-86702015000600636-scl","Challenging Mycobacterium tuberculosi s dormancy mechanisms and their immunodiagnostic potential","Chaves, Alexandre Silva, Rodrigues, Michele Fernandes, Mattos, Ana Márcia Menezes, Teixeira, Henrique Couto","Brazilian Journal of Infectious Diseases; 19(6); 636-642","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600636&lang=pt" 
"S1413-86702015000600643-scl","Hepatitis B virus infection among institutionalized mentally ill patients in Brazil","Moraes, Tatiane Cinquini, Fiaccadori, Fabíola Souza, Souza, Menira, Almeida, Tâmera Nunes Vieira, Cunha, Marielton dos Passos, Castro, Ítalo de Araújo, Cardoso, Divina das Dôres de Paula","Brazilian Journal of Infectious Diseases; 19(6); 643-647","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600643&lang=pt" 
"S1677-55382015000601232-scl","Pancake kidney with bladder herniation","Yuce, Ihsan, Kantarci, Mecit, Eren, Suat, Levent, Akin","International braz j urol; 41(6); 1232-1233","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601232&lang=pt" 
"S1677-55382015000601040-scl","The pathophysiology of Peyronie&#039;s disease: beyond the Smith&#039;s space","Graziottin, Túlio M.","International braz j urol; 41(6); 1040-1042","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601040&lang=pt" 
"S0213-12852015000600001-esp","A nuestros lectores","","Avances en Odontoestomatología; 31(6); 345-345","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000600001&lang=pt" 
"S0864-03942015000400005-cub","Caracterización faunística en un sistema silvopastoril destinado al ganado de engorde","Iraola, J, Muñoz, E, García, Yenny, Hernández, J. L","Pastos y Forrajes; 38(4); 418-424","Pastos y Forrajes","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942015000400005&lang=pt" 
"S1025-02552015000600004-cub","Acupuntura en el adulto mayor ansioso ante el tratamiento estomatológico versus tratamiento convencional","Brizuela Mora, Marilizt, Sánchez Hernández, Arturo José, Fuentes Guerrero, Ernesto, Morales Miguel, Herizande, Manso Armas, Jorge Raúl","Revista Archivo Médico de Camagüey; 19(6); 577-589","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600004&lang=pt" 
"S1028-47962015000400002-cub","Eficacia de extractos vegetales sobre la garrapata adulta Rhipicephalus (Boophilus) microplus y su oviposición","Rodríguez Molano, Carlos Eduardo, Pulido Suárez, Néstor Julián","Revista Cubana de Plantas Medicinales; 20(4); -","Revista Cubana de Plantas Medicinales","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962015000400002&lang=pt" 
"S0034-75232015000400003-cub","Experiencias en la aplicación de un instrumento para la estratificación de pacientes con neumonía adquirida en la comunidad","Corona Martínez, Luis Alberto, González Morales, Iris, Fragoso Marchante, María Caridad, Mederos Sust, Sandy, Hernández Abreu, Caridad, Borroto Lecuna, Sandra","Revista Cubana de Medicina; 54(4); -","Revista Cubana de Medicina","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232015000400003&lang=pt" 
"S1025-02552015000600005-cub","Resultados del Heberprot-P® en pacientes con úlceras de pie diabético","González Rodríguez, Raidel, Cardentey García, Juan, Casanova Moreno, María de la Caridad","Revista Archivo Médico de Camagüey; 19(6); 590-598","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600005&lang=pt" 
"S1028-47962015000400008-cub","Efeito cicatrizante do extrato da casca de Pseudopiptadenia contorta (DC.) G.P. Lewis &amp; M.P. Lima feridas cutâneas de segunda intenção","Teles Vieira, Geisla, Toledo de Oliveira, Tânia, da Silva, Carlos Henrique, Rocha da Costa, Marcelo, Teixeira Leal, Dalila, Chagas Carvalho, Cíntia Maria","Revista Cubana de Plantas Medicinales; 20(4); -","Revista Cubana de Plantas Medicinales","Português","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962015000400008&lang=pt" 
"S1025-02552015000600011-cub","Manejo anestésico del paciente con enfermedad de Charcot-Marie-Tooth","García Álvarez, Pedro Julio, Cabreja Mola, Edel, Estrada Brizuela, Yarima, Sanchez Pérez, Yosvany, Lavastida Fuentes, Hugo","Revista Archivo Médico de Camagüey; 19(6); 646-653","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600011&lang=pt" 
"S1025-02552015000600015-cub","La orientación vocacional en residentes de Medicina General Integral","González Rodríguez, Raidel, Cardentey García, Juan","Revista Archivo Médico de Camagüey; 19(6); 685-692","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600015&lang=pt" 
