"S0717-554X2016000100004-chl","La sociología sin método: la raíz hegeliana del pensamiento de Luhmann","Casanova, Mauricio","Cinta de moebio; (55); 47-65","Cinta de moebio","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2016000100004&lang=pt" 
"S0717-95022016000100013-chl","Effects of Polymeric Zinc Propylen-Bis-Dithiocarbamate (Propineb) on Nasal Mucosa in Rats","Samanci, Baver, Arslan, Eda, Samanci, Seyla Bolukbasi, Caypinar, Basak, Deveci, Engin, Söker, Sevda, Seker, Ugur","International Journal of Morphology; 34(1); 85-89","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100013&lang=pt" 
"S0717-95022016000100003-chl","Anthropometric Characteristics of Elite Rhythmic Gymnasts","Arriaza, Enrique, Rodríguez, Carolina, Carrasco, Claudia, Mardones, Claudia, Niedmann, Luis, López-Fuenzalida, Antonio","International Journal of Morphology; 34(1); 17-22","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100003&lang=pt" 
"S0717-95022016000100027-chl","Characterization of Tympanic Cavity Volume in Newborns using Computerized Tomography Scanning","Acer, Niyazi, Unur, Erdogan, Sönmez, M. Fatih, Zararsiz, Gökmen, Arslan, Ayla, Sagiroglu, Ayse, Ertekin, Tolga, Erkan, Mustafa, Coskun, Abdulhakim, Bilgen, Mehmet","International Journal of Morphology; 34(1); 189-196","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100027&lang=pt" 
"S0717-95022016000100006-chl","Ultrastructural and Immunohistochemical Effects of Aqueous Leave Extract of Xylopia aethiopica on the Stomach in Streptozotocin-Induced Diabetic Rats","Ofusori, D. A, Komolafe, O. A, Adewole, O. S, Arayombo, B. E, Margolis, D, Naicker, T","International Journal of Morphology; 34(1); 34-41","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100006&lang=pt" 
"S0717-95022016000100044-chl","Morphology of the Lingual Papillae in the Least Weasel (Mustela nivalis)","El Bakary, Neveen E. R, Emura, Shoichi","International Journal of Morphology; 34(1); 305-309","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100044&lang=pt" 
"S0717-95022016000100043-chl","Pelvimetry by Reformatted Computed Tomography in 290 Female Pelvis: Morphometric Variations Regarding Age","Vázquez-Barragán, Miguel Ángel, Garza-Báez, Azalea, Morales-Avalos, Rodolfo, Martínez-González, Brenda, Jacobo-Baca, Guillermo, Pinales-Razo, Ricardo, Quiroga-Garza, Alejandro, de la Fuente-Villarreal, David, Elizondo-Riojas, Guillermo, Elizondo-Omaña, Rodrigo E, Guzmán-López, Santos","International Journal of Morphology; 34(1); 298-304","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100043&lang=pt" 
"S0717-95022016000100021-chl","Development of the Vertebral Column and Caudal Skeleton in Prochilodus lineatus Larvae under Laboratory Conditions","Hernández, David Roque, Olivera, Carlos, Santinón, Juan José, Ruiz Diaz, Federico José, Sánchez, Sebastián","International Journal of Morphology; 34(1); 143-148","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100021&lang=pt" 
"S0717-95022016000100034-chl","External Morphological Features of the Gills of Ichthyophis bannanicus Embryo (Amphibia, Gymnophiona)","Meng, Shaoquan, Bei, Yongjian, Li, Guifen, Lu, Ronghui, Qi, Baomin, Wu, Defeng","International Journal of Morphology; 34(1); 237-243","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100034&lang=pt" 
"S0717-95022016000100049-chl","Análisis de los Términos Utilizados en la Literatura Científica para Referirse a la Cápsula Articular y Ligamentos Articulares de la Articulación Temporomandibular","Fuentes, Ramón, Ottone, Nicolás Ernesto, Bucchi, Cristina, Cantín, Mario","International Journal of Morphology; 34(1); 342-350","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100049&lang=pt" 
"S0717-95022016000100024-chl","Anthropometrical Characteristics and Somatotype of Young Macedonian Soccer Players","Gontarev, Seryozha, Kalac, Ruzdija, Zivkovic, Vujica, Ameti, Vullnet, Redjepi, Agim","International Journal of Morphology; 34(1); 160-167","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100024&lang=pt" 
"S0717-95022016000100010-chl","Morphologic Effects of Filiform Papilla Root on the Lingual Mechanical Functions of Chinese Yellow Cattle","Fu, Jun, Qian, Zhihui, Ren, Luquan","International Journal of Morphology; 34(1); 63-70","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100010&lang=pt" 
"S0717-95022016000100045-chl","The Mental Foramen II: Radiographic Study of the Superior-Inferior Position, Appearance and Accessory Foramina in Iraqi Population","Al-Shayyab, Mohammad H, Alsoleihat, Firas, Dar-Odeh, Najla S, Ryalat, Soukaina, Baqain, Zaid H","International Journal of Morphology; 34(1); 310-319","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100045&lang=pt" 
"S0717-95022016000100047-chl","Occurrence of the Accessory Foramina of the Mandibular Ramus in Brazilian Adults and its Relation to Important Mandibular Landmarks","Lima, F. J. C, Oliveira Neto, O. B, Barbosa, F. T, Dantas, L. C. S, Olave, E, Sousa-Rodrigues, C. F","International Journal of Morphology; 34(1); 330-334","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100047&lang=pt" 
"S0717-95022016000100030-chl","New and Probable Ultrastructural Criteria for Identification of Cytoplasmic Sol  Gel States","Hipkaeo, Wiphawi, Kondo, Hisatake","International Journal of Morphology; 34(1); 212-217","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100030&lang=pt" 
"S0717-95022016000100015-chl","Accessory Muscles: A Cause of Nerve Compression in the Distal Forearm. Case Report and Literature Review","Román Veas, Javier, Ruiz Conrads, Pedro, Braga Silva, Jefferson","International Journal of Morphology; 34(1); 97-101","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100015&lang=pt" 
"S0717-95022016000100020-chl","Web al Servicio de la Anatomía: Relato de una Experiencia Docente","Farfán C, Emilio, Schneeberger L, Daniela, Besa H, Jovita, Salgado A, Guillermo, Inzunza H, Oscar","International Journal of Morphology; 34(1); 136-142","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100020&lang=pt" 
"S0717-95022016000100058-chl","Variaciones Vasculares en Cavidad Abdominal y de Vías Urinarias: Presentación de Caso","Ballesteros, L. E, Estupiñan, H. Y, Ballesteros, D. R","International Journal of Morphology; 34(1); 404-409","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100058&lang=pt" 
"S0717-95022016000100026-chl","Propiedades Antropométricas y Somatotipo de Jugadores de Baloncesto de Diferente Nivel Competitivo","Rivera-Sosa, Juan Manuel","International Journal of Morphology; 34(1); 179-188","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100026&lang=pt" 
"S0717-95022016000100057-chl","Morphological and Morphometric Study of the Muscle Fibers and Neuromuscular Junctions of the Extensor Digitorum Longus in Aged Rats Submitted to Maternal Protein Restriction","Jeronimo, L. C, Confortim, H. D, Centenaro, L. A, Brancalhão, R. M. C, Pinheiro, P. F. F, Matheus, S. M. M, Torrejais, M. M","International Journal of Morphology; 34(1); 396-403","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100057&lang=pt" 
