"S1415-52732017000100091-scl","Evaluation of a mobile application for estimation of food intake","MESCOLOTO, Samantha Bittencourt, CAIVANO, Simone, DOMENE, Semíramis Martins Álvares","Revista de Nutrição; 30(1); 91-98","Revista de Nutrição","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732017000100091&lang=pt" 
"S1415-43662017000100003-scl","Simulation of oat development cycle by photoperiod and temperature","Mantai, Rubia D., Silva, José A. G. da, Marolli, Anderson, Mamann, Ângela T. W. de, Sawicki, Sandro, Krüger, Cleusa A. M. B.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 3-8","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100003&lang=pt" 
"S1415-43662017000100014-scl","Cultivation of CNPA G3 sesame irrigated with saline water and fertilized with nitrate-N and ammonium-N","Lima, Geovani S. de, Dias, Adaan S., Soares, Lauriane A. dos A., Gheyi, Hans R., Camara Neto, José P., Oliveira, Luan D. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 14-20","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100014&lang=pt" 
"S1415-43662017000100038-scl","Gas exchange and photosynthetic pigments in bell pepper irrigated with saline water","Melo, Hidelblandi F. de, Souza, Edivan R. de, Duarte, Heitor H. F., Cunha, Jailson C., Santos, Hugo R. B.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 38-43","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100038&lang=pt" 
"S1415-43662017000100056-scl","Simultaneous optimization of coffee quality variables during storage","Abreu, Giselle F. de, Rosa, Sttela D. V. F. da, Cirillo, Marcelo A., Malta, Marcelo R., Clemente, Aline C. S., Borém, Flávio M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 56-60","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100056&lang=pt" 
"S1415-43662017000100021-scl","Response of eggplant crop fertigated with doses of nitrogen and potassium","Souza, Álvaro H. C. de, Rezende, Roberto, Lorenzoni, Marcelo Z., Seron, Cássio de C., Hachmann, Tiago L., Lozano, Cláudia S.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 21-26","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100021&lang=pt" 
"S1415-43662017000100032-scl","Leaf gas exchange in cowpea and CO2 efflux in soil irrigated with saline water","Oliveira, Wanderson J. de, Souza, Edivan R. de, Cunha, Jailson C., Silva, Ênio F. de F. e, Veloso, Venâncio de L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 32-37","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100032&lang=pt" 
"S1415-43662017000100044-scl","Responses of basil cultivars to irrigation water salinity","Maia, Sandra S. S., Silva, Ricardo C. P. da, Oliveira, Francisco de A. de, Silva, Otaciana M. dos P. da, Silva, Ana C. da, Candido, Willame dos S.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 44-49","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100044&lang=pt" 
"S1415-43662017000100050-scl","Chemical attributes of traditional agriculture and Caatinga managed at different depths in an Inceptisol","Sousa Neto, Osvaldo N. de, Dias, Nildo da S., Lira, Raniere B. de, Silva, Eulene F. da, Ferreira, Ana L. L., Freitas, Jair J. R. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 50-55","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100050&lang=pt" 
"S1415-43662017000100068-scl","Relationship between biospeckle laser technique and firmness of Acrocomia aculeata fruits","Costa, Anderson G., Pinto, Francisco A. C., Braga, Roberto A., Motoike, Sergio Y., Gracia, Luis M. N.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 68-73","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100068&lang=pt" 
"S1415-43662017000100061-scl","Thermodynamic properties and drying kinetics of Bauhinia forficata Link leaves","Silva, Fernanda P. da, Siqueira, Valdiney C., Martins, Elton A. S., Miranda, Fábio M. N., Melo, Rogerio M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 61-67","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100061&lang=pt" 
"S1415-43662017000100027-scl","Evapotranspiration and crop coefficients of corn in monoculture and intercropped with jack bean","Araújo, Mário S. P. de, Sousa, Elias F. de, Pereira, Vinícius R., Ferreira, Fernando H. A., Carvalho, Daniel F. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 27-31","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100027&lang=pt" 
"S1415-43662017000100009-scl","Water magnetization and phosphorus transport parameters in the soil","Generoso, Tarcila N., Martinez, Mauro A., Rocha, Genelício C., Hamakawa, Paulo J.","Revista Brasileira de Engenharia Agrícola e Ambiental; 21(1); 9-13","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662017000100009&lang=pt" 
"S0074-02762017000100075-scl","First description of Leishmania (Viannia) infection in Evandromyia saulensis, Pressatia sp. and Trichophoromyia auraensis (Psychodidae: Phlebotominae) in a transmission area of cutaneous leishmaniasis in Acre state, Amazon Basin, Brazil","Araujo-Pereira, Thais de, Pita-Pereira, Daniela de, Boité, Mariana Côrtes, Melo, Myllena, Costa-Rego, Taiana Amancio da, Fuzari, Andressa Alencastre, Brazil, Reginaldo Peçanha, Britto, Constança","Memórias do Instituto Oswaldo Cruz; 112(1); 75-78","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100075&lang=pt" 
"S1807-59322017000100023-scl","Predictive value of C-reactive protein in critically ill patients after abdominal surgery","Sapin, Frédéric, Biston, Patrick, Piagnerelli, Michael","Clinics; 72(1); 23-29","Clinics","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322017000100023&lang=pt" 
"S0102-86502017000100022-scl","The effectiveness of heparin, platelet-rich plasma (PRP), and silver nanoparticles on prevention of postoperative peritoneal adhesion formation in rats","Makarchian, Hamid Reza, Kasraianfard, Amir, Ghaderzadeh, Pezhman, Javadi, Seyed Mohammad Reza, Ghorbanpoor, Manoochehr","Acta Cirurgica Brasileira; 32(1); 22-27","Acta Cirurgica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502017000100022&lang=pt" 
"S0102-86502017000100014-scl","Ultrasound as a safe and reliable guidance for subarachnoid puncture in rabbits","Pereira, Ivan Dias Fernandes, Vital, Roberto Bezerra, Silva, Ronaldo, Valerini, Felipe Gilberto, Machado, Vania Maria de Vasconcelos, Marques, Mariangela Esrher, Miot, Helio, Navarro, Lais Helena, Ganem, Eliana Marisa","Acta Cirurgica Brasileira; 32(1); 14-21","Acta Cirurgica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502017000100014&lang=pt" 
"S1807-59322017000100005-scl","Diabetes mellitus and sensorineural hearing loss: is there an association? Baseline of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil)","Samelli, Alessandra G., Santos, Itamar S., Moreira, Renata R., Rabelo, Camila M., Rolim, Laurie P., Bensenõr, Isabela J., Lotufo, Paulo A.","Clinics; 72(1); 5-10","Clinics","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322017000100005&lang=pt" 
"S0104-42302017000100035-scl","Factors related to non-adherence to mammography in a city of the Brazilian Amazonian area: A population-based study","Souza, Camila Iasmim de Andrade, Araújo, Daniela Souza, Teles, Daniele Aparecida de Freitas, Carvalho, Stéphanie Gomes Lins de, Cavalcante, Kyldery Wendell Moura, Rabelo, Wendell Lima, Alves, Cibelli Navarro Rodrigues, Fonseca, Allex Jardim da","Revista da Associação Médica Brasileira; 63(1); 35-42","Revista da Associação Médica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302017000100035&lang=pt" 
"S0104-42302017000100070-scl","A &quot;miracle&quot; cancer drug in the era of social media: A survey of Brazilian oncologists&#039; opinions and experience with phosphoethanolamine","Rêgo, Juliana Florinda M., Lopes, Gilberto, Riechelmann, Rachel P., Sternberg, Cinthya, Ferrari, Claudio, Fernandes, Gustavo","Revista da Associação Médica Brasileira; 63(1); 70-77","Revista da Associação Médica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302017000100070&lang=pt" 
"S0104-42302017000100078-scl","Zinc and metalloproteinases 2 and 9: What is their relation with breast cancer?","Holanda, Aldenora Oliveira do Nascimento, Oliveira, Ana Raquel Soares de, Cruz, Kyria Jayanne Clímaco, Severo, Juliana Soares, Morais, Jennifer Beatriz Silva, Silva, Benedito Borges da, Marreiro, Dilina do Nascimento","Revista da Associação Médica Brasileira; 63(1); 78-84","Revista da Associação Médica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302017000100078&lang=pt" 
"S1807-59322017000100044-scl","Risk of Vertebral Fracture in Patients Diagnosed with a Depressive Disorder: A Nationwide Population-Based Cohort Study","Lee, Shyh-Chyang, Hu, Li-Yu, Huang, Min-Wei, Shen, Cheng-Che, Huang, Wei-Lun, Lu, Ti, Hsu, Chiao-Lin, Pan, Chih-Chuan","Clinics; 72(1); 44-50","Clinics","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322017000100044&lang=pt" 
"S0102-86502017000100001-scl","Effects of duodenal-jejunal bypass on structure of diaphragm in western diet obese rats","Ulsenheimer, Bruna Hart, Confortim, Heloisa Deola, Jeronimo, Léslie Cazetta, Centenaro, Lígia Aline, Guimarães, Ana Tereza Bittencourt, Bonfleur, Maria Lúcia, Balbo, Sandra Lucinei, Matheus, Selma Maria Michelin, Torrejais, Marcia Miranda","Acta Cirurgica Brasileira; 32(1); 1-13","Acta Cirurgica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502017000100001&lang=pt" 
"S1807-59322017000100011-scl","Serum 25-hydroxyvitamin D levels are associated with functional capacity but not with postural balance in osteoporotic postmenopausal women","Brech, Guilherme Carlos, Ciolac, Emmanuel Gomes, Peterson, Mark D., Greve, Júlia Maria D’Andréa","Clinics; 72(1); 11-16","Clinics","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322017000100011&lang=pt" 
"S0104-42302017000100018-scl","High cervical spine spondylodiscitis management and literature review","Sebben, André Luis, Graells, Xavier Soler, Benato, Marcel Luiz, Santoro, Pedro Grein Del, Kulcheski, Álynson Larocca","Revista da Associação Médica Brasileira; 63(1); 18-20","Revista da Associação Médica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302017000100018&lang=pt" 
"S0104-42302017000100085-scl","The role of oxidative stress on the pathophysiology of metabolic syndrome","Francisqueti, Fabiane Valentini, Chiaverini, Lidiana Camargo Talon, Santos, Klinsmann Carolo dos, Minatel, Igor Otávio, Ronchi, Carolina Berchieri, Ferron, Artur Junio Togneri, Ferreira, Ana Lúcia A., Corrêa, Camila Renata","Revista da Associação Médica Brasileira; 63(1); 85-91","Revista da Associação Médica Brasileira","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302017000100085&lang=pt" 
"S0066-782X2017000100021-scl","Speckle Tracking and Transthyretin Amyloid Cardiomyopathy","Rocha, Alexandre Marins, Ferreira, Suzane Garcia, Nacif, Marcelo Souto, Ribeiro, Mario Luiz, Freitas, Marcos Raimundo Gomes de, Mesquita, Cláudio Tinoco","Arquivos Brasileiros de Cardiologia; 108(1); 21-30","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100021&lang=pt" 
"S0066-782X2017000100060-scl","Lifestyle Intervention on Metabolic Syndrome and its Impact on Quality of Life: A Randomized Controlled Trial","Saboya, Patrícia Pozas, Bodanese, Luiz Carlos, Zimmermann, Paulo Roberto, Gustavo, Andreia da Silva, Macagnan, Fabricio Edler, Feoli, Ana Pandolfo, Oliveira, Margareth da Silva","Arquivos Brasileiros de Cardiologia; 108(1); 60-69","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100060&lang=pt" 
"S0066-782X2017000100031-scl","Impact of High Risk for Obstructive Sleep Apnea on Survival after Acute Coronary Syndrome: Insights from the ERICO Registry","Maia, Flavia C, Goulart, Alessandra C., Drager, Luciano F., Staniak, Henrique L., Santos, Itamar de Souza, Lotufo, Paulo Andrade, Bensenor, Isabela M.","Arquivos Brasileiros de Cardiologia; 108(1); 31-37","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100031&lang=pt" 
"S0066-782X2017000100053-scl","Multiprofessional Treatment of High Blood Pressure in Very Elderly Patients","Jardim, Luciana Muniz Sanches Siqueira Veiga, Jardim, Thiago Veiga, Souza, Weimar Kunz Sebba Barroso de, Pimenta, Camila Dutra, Sousa, Ana Luiza Lima, Jardim, Paulo César Brandão Veiga","Arquivos Brasileiros de Cardiologia; 108(1); 53-59","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100053&lang=pt" 
"S0066-782X2017000100001-scl","Impact of Brazilian papers in cardiology and cardiovascular sciences in the last decade","Moreira, Luiz Felipe P.","Arquivos Brasileiros de Cardiologia; 108(1); 1-2","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100001&lang=pt" 
"S0066-782X2017000100091-scl","Fatty Left Ventricular Cardiomyopathy: An Under-Diagnosed Disease","Elagha, Abdalla, Fuisz, Anthon","Arquivos Brasileiros de Cardiologia; 108(1); 91-92","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100091&lang=pt" 
"S0066-782X2017000100047-scl","Electrocardiogram Performance in the Diagnosis of Left Ventricular Hypertrophy in Hypertensive Patients With Left Bundle Branch Block","Burgos, Paula Freitas Martins, Luna Filho, Bráulio, Costa, Francisco de Assis, Bombig, Maria Teresa Nogueira, Souza, Dilma de, Bianco, Henrique Tria, Oliveira Filho, Japy Angelini, Izar, Maria Cristina de Oliveira, Fonseca, Francisco Antonio Helfenstein, Póvoa, Rui","Arquivos Brasileiros de Cardiologia; 108(1); 47-52","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100047&lang=pt" 
"S0066-782X2017000100070-scl","Compound Heterozygous SCN5A Mutations in a Toddler - Are they Associated with a More Severe Phenotype?","Sacilotto, Luciana, Epifanio, Hindalis Ballesteros, Darrieux, Francisco Carlos da Costa, Wulkan, Fanny, Oliveira, Theo Gremen Mimary, Hachul, Denise Tessariol, Pereira, Alexandre da Costa, Scanavacca, Mauricio Ibrahim","Arquivos Brasileiros de Cardiologia; 108(1); 70-73","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100070&lang=pt" 
