"S1516-05722014000100015-scl","Effects of Euphorbia milii latex on mitogen-induced lymphocyte proliferation","Delgado, I.F., Paumgartten, F.J.R.","Revista Brasileira de Plantas Medicinais; 16(1); 107-111","Revista Brasileira de Plantas Medicinais","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722014000100015&lang=pt" 
"S0048-77322014000100013-ven","Discurso de Orden del Presidente de la Sociedad de Obstetricia y Ginecología de Venezuela","Arias, Rodrigo Alfonso","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 70-72","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100013&lang=pt" 
"S0048-77322014000100012-ven","XXVII Jornada Nacional y Jornada Colombo-Venezolana de Obstetricia y Ginecología","Obregón Yánez, Luisa E","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 68-69","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100012&lang=pt" 
"S0048-77322014000100011-ven","Dr. Roberto Romero Gascué nuevo Editor Jefe de la American Journal of Obstetrics &amp; Gynecology","Uzcátegui U, Ofelia","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 66-67","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100011&lang=pt" 
"S0048-77322014000100010-ven","Mola hidatiforme completa y feto vivo a término coexistente: Reporte de caso","Labarca-Acosta, María, Torres-Cepeda, Duly, Reyna-Villasmil, Eduardo","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 62-65","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100010&lang=pt" 
"S0048-77322014000100004-ven","Abordaje del anestesiólogo en pacientes con hipertensión y embarazo","Vasco, Mauricio, Vigil-De Gracia, Paulino","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 15-23","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100004&lang=pt" 
"S0048-77322014000100005-ven","Neoplasias intraepiteliales cervicales en adolescentes","Salas, Mario, Noguera, María E, Petrosino, Pierina, Arenas, Asmiria","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 24-29","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100005&lang=pt" 
"S0048-77322014000100006-ven","Histeroscopia de consultorio: evaluación del dolor","Meza Paúl, Carolina, Colmenares Mejía, Patricia, Montezuma, Luz, Meneses, Manuel, González Blanco, Mireya","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 30-39","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100006&lang=pt" 
"S0048-77322014000100007-ven","Supresión temprana a los 3 meses del propéptido amino terminal del procolágeno tipo 1 (P1NP) durante el tratamiento con risedronato 150 mg/mensuales en osteoporosis posmenopáusica","Riera-Espinoza, Gregorio, Mendoza, Sandra, Cordero, Yamila, González, Yuneci, Ramos, Jenny","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 40-46","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100007&lang=pt" 
"S0048-77322014000100001-ven","Soporte avanzado para la vida en obstetricia","Pérez Wulff, Juan Andrés","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 1-2","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100001&lang=pt" 
"S0048-77322014000100002-ven","Patrón clínico en gestantes con síndrome antifosfolipídico (SAF)","Castillo, María Betzabeth, Girón, Juvenal, Cabrera, José Alberto","Revista de Obstetricia y Ginecología de Venezuela; 74(1); 3-9","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322014000100002&lang=pt" 
