"S0104-42302011000600018-scl","Risk factors for hypertensive disorders of pregnancy in southern Brazil","Dalmáz, Caroline Abrão, Santos, Kátia Gonçalves dos, Botton, Mariana Rodrigues, Roisenberg, Israel","Revista da Associação Médica Brasileira; 57(6); 692-696","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000600018&lang=pt" 
"S0103-21862011000200012-scl","Teses e dissertações do Programa de Pós-Graduação em História, política e bens culturais do CPDOC/FGV defendidas em 2011","","Estudos Históricos (Rio de Janeiro); 24(48); 441-458","Estudos Históricos (Rio de Janeiro)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862011000200012&lang=pt" 
"S1806-37132011000600002-scl","Controle da asma e qualidade de vida em pacientes com asma moderada ou grave","Pereira, Eanes Delgado Barros, Cavalcante, Antonio George de Matos, Pereira, Eduardo Nolla Silva, Lucas, Pedro, Holanda, Marcelo Alcântara","Jornal Brasileiro de Pneumologia; 37(6); 705-711","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000600002&lang=pt" 
"S1806-37132011000600001-scl","O fator de impacto do Jornal Brasileiro de Pneumologia está chegando","Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 37(6); 703-704","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000600001&lang=pt" 
"S1806-37132011000600016-scl","Atualização do tratamento das vasculites associadas a anticorpo anticitoplasma de neutrófilos","Santana, Alfredo Nicodemos Cruz, Woronik, Viktoria, Halpern, Ari Stiel Radu, Barbas, Carmen S V","Jornal Brasileiro de Pneumologia; 37(6); 809-816","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000600016&lang=pt" 
"S1806-37132011000600019-scl","Participação internacional em estudos colaborativos publicados em revistas de pneumologia: onde está o Jornal Brasileiro de Pneumologia?","Athanazio, Rodrigo Abensur, Rached, Samia Zahi, Genta, Pedro Rodrigues, Lorenzi, Geraldo","Jornal Brasileiro de Pneumologia; 37(6); 826-828","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000600019&lang=pt" 
"S1806-37132011000600018-scl","Esquistossomíase pulmonar aguda: achados na TCAR e apresentação clínica","Bastos, Andréa de Lima, Brito, Isabela Lage Alves de","Jornal Brasileiro de Pneumologia; 37(6); 823-825","Jornal Brasileiro de Pneumologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132011000600018&lang=pt" 
"S1677-54492011000400006-scl","Levels of apolipoproteins as risk factors for coronary artery disease","Ashmaig, Mohmed, Ashmeik, Khalifa, Ahmed, Atif, Sobki, Samia, Abdulla, Muheeb","Jornal Vascular Brasileiro; 10(4); 293-297","Jornal Vascular Brasileiro","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400006&lang=pt" 
"S1677-54492011000400017-scl","Endovascular treatment of carotid artery restenosis","Wiwanitkit, Viroj","Jornal Vascular Brasileiro; 10(4); 338-338","Jornal Vascular Brasileiro","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400017&lang=pt" 
"S1677-54492011000400011-scl","Aneurisma idiopático de artéria radial: relato de caso","Meira Jr., Luiz Ernani, Gouvêa, Thalis Marcelo, Macedo, Thiago Jardim de","Jornal Vascular Brasileiro; 10(4); 315-318","Jornal Vascular Brasileiro","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400011&lang=pt" 
"S1677-54492011000400010-scl","Aneurisma de enxerto de veia safena após reconstrução arterial: relato de caso","Neves Junior, Milton Alves das, Melo, Rafael Couto, Almeida, Catarina Coelho de, Fernandes, Allison Roxo, Petnys, Alexandre, Iwasaki, Maria Lucia Sayuri, Pettinati, Juliana, Raboni, Edgar","Jornal Vascular Brasileiro; 10(4); 312-314","Jornal Vascular Brasileiro","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400010&lang=pt" 
"S1677-54492011000400015-scl","Análise do fluxo volumétrico arterial e obtenção do índice fêmoro-axilar com mapeamento dúplex","Medeiros, Charles Angotti Furtado de","Jornal Vascular Brasileiro; 10(4); 335-335","Jornal Vascular Brasileiro","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400015&lang=pt" 
"S1677-54492011000400009-scl","Mini tunelizador moldável: um avanço técnico no acesso vascular para hemodiálise","Rossi, Fabio Henrique, Izukawa, Nilo Mitsuru, Prakasan, Akash Kuzhiparambil, Lustosa, Gisleno Serafim, Metzger, Patrik Bastos, Angeliere, Fernanda Maria, Jordão, Eduardo da Silva, Almeida, Bruno Lourenço de","Jornal Vascular Brasileiro; 10(4); 308-311","Jornal Vascular Brasileiro","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400009&lang=pt" 
"S1677-54492011000400014-scl","Embolia de shunt carotídeo temporário para a artéria poplítea","Nóbrega, Leonardo Pires de Sá, Ribeiro, Alcides José Araújo, Kalume, Cláudio Eluan","Jornal Vascular Brasileiro; 10(4); 330-334","Jornal Vascular Brasileiro","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492011000400014&lang=pt" 
"S1817-74332011000200012-bol","Intoxicación por Sulfato Ferroso en paciente pediátrico","Ibarra Quiroga, Jimena, Hinojosa Nogales, Claudia, Sejas Lazarte, Rosalía","Revista Científica Ciencia Médica; 14(2); 42-45","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200012&lang=pt" 
"S1817-74332011000200013-bol","Micetoma","Condori Saldaña, Jheidy","Revista Científica Ciencia Médica; 14(2); 46-46","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200013&lang=pt" 
"S1817-74332011000200009-bol","Psicología de la Reproducción: De la Infertilidad a la Reproducción Asistida","Izzedin-Bouquet de Durán, Romina","Revista Científica Ciencia Médica; 14(2); 31-34","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200009&lang=pt" 
"S1817-74332011000200001-bol","La Revista Científica Ciencia Médica: Funciones del Comité de Ética","Romero-Ledezma, Karla P.","Revista Científica Ciencia Médica; 14(2); 5-5","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200001&lang=pt" 
"S1817-74332011000200003-bol","Características epidemiológicas de la Leishmaniasis en el departamento de Cochabamba durante el periodo 2002-2010","Maita Garcia, Ximena, Miranda Gutiérrez, Claudia, Marañon Mendoza, Lizet Carolina, Carvajal Yañez, Noelia, Santander López, Ana","Revista Científica Ciencia Médica; 14(2); 8-11","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200003&lang=pt" 
"S1817-74332011000200015-bol","Concepción de la investigación a nivel de Pregrado","Fuentes Soliz, Jorge Alberto","Revista Científica Ciencia Médica; 14(2); 48-48","Revista Científica Ciencia Médica","Espanhol","2011","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332011000200015&lang=pt" 
"S0100-84042011000400001-scl","Editorial","Dietrich, Sonia M.C","Brazilian Journal of Botany; 34(4); I-I","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000400001&lang=pt" 
"S0100-84042011000400004-scl","Padrões de distribuição geográfica das espécies de Chamaecrista sect. Chamaecrista ser. Coriaceae (Benth.) H. S. Irwin &amp; Barneby, Leguminosae - Caesalpinioideae","Rando, Juliana Gastaldello, Pirani, José Rubens","Brazilian Journal of Botany; 34(4); 499-513","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000400004&lang=pt" 
"S0100-84042011000400006-scl","Caracterização dos estádios ontogenéticos de três espécies de palmeiras: uma proposta de padronização para estudos de dinâmica populacional","Portela, Rita de Cássia Quitete, Santos, Flavio Antonio Maës dos","Brazilian Journal of Botany; 34(4); 523-535","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000400006&lang=pt" 
"S0100-84042011000400011-scl","Cianobactérias planctônicas de um lago artificial urbano na cidade de Goiânia, GO","Nogueira, Ina de Souza, Gama Júnior, Watson Arantes, D&#039;Alessandro, Emmanuel Bezerra","Brazilian Journal of Botany; 34(4); 575-592","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000400011&lang=pt" 
"S0104-12902011000400006-scl","A implantação do Programa de Saúde da Família (PSF) no Estado de São Paulo (1995-2002)","Guedes, Jose da Silva, Santos, Rosa Maria Barros dos, Di Lorenzo, Rosicler A. Viegas","Saúde e Sociedade; 20(4); 875-883","Saúde e Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000400006&lang=pt" 
"S0104-12902011000400002-scl","","","Saúde e Sociedade; 20(4); 835-836","Saúde e Sociedade","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000400002&lang=pt" 
"S0104-12902011000400005-scl","Atenção primária à saúde e a organização de redes regionais de atenção à saúde no Brasil","Lavras, Carmen","Saúde e Sociedade; 20(4); 867-874","Saúde e Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000400005&lang=pt" 
