"S1808-86942016000100001-scl","The judicialization of the medical act","Campos, Roberto Augusto de Carvalho, Camargo, Rosmari Aparecida Elias, Neves, Luciano Rodrigues","Brazilian Journal of Otorhinolaryngology; 82(1); 1-2","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000100001&lang=pt" 
"S0036-36342016000100008-spa","Disminución de la seroprevalencia de hepatitis C en México: resultados de la Ensanut 2012","Gutiérrez, Juan Pablo, Sucilla-Pérez, Héctor, Conde-González, Carlos J, Izazola, José Antonio, Romero-Martínez, Martin, Hernández-Ávila, Mauricio","Salud Pública de México; 58(1); 25-32","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100008&lang=pt" 
"S0036-36342016000100007-spa","Satisfacción con la vida, victimización y percepción de inseguridad en Morelos, México","Martínez-Ferrer, Belén, Ávila-Guerrero, María Elena, Vera-Jiménez, Jesús Alejandro, Bahena-Rivera, Alejandro, Musitu-Ochoa, Gonzalo","Salud Pública de México; 58(1); 16-24","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100007&lang=pt" 
"S0036-36342016000100009-spa","The financial and health burden of diabetic ambulatory care sensitive hospitalisations in Mexico","Lugo-Palacios, David G, Cairns, John","Salud Pública de México; 58(1); 33-40","Salud Pública de México","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100009&lang=pt" 
"S0103-50532016000200314-scl","Dynamics of Drop Impact Against Surfaces Covered with Langmuir-Blodgett Layers","Gonçalves, Natália, Miranda, Paulo B., Sabadini, Edvaldo","Journal of the Brazilian Chemical Society; 27(2); 314-320","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200314&lang=pt" 
"S1678-69712016000100055-scl","PRÁTICAS DE SEGREGAÇÃO E RESISTÊNCIA NAS ORGANIZAÇÕES: UMA ANÁLISE DISCURSIVA SOBRE OS &quot;ROLEZINHOS&quot; NA CIDADE DE BELO HORIZONTE (MG)","NASCIMENTO, MARCO CÉSAR RIBEIRO, TEIXEIRA, JULIANA CRISTINA, OLIVEIRA, JOSIANE SILVA DE, SARAIVA, LUIZ ALEX SILVA","RAM. Revista de Administração Mackenzie; 17(1); 55-81","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100055&lang=pt" 
"S0103-50532016000200392-scl","Structural Parameters of Lamellar Phases Formed by the Self-Assembly of Dialkyldimethylammonium Bromides in Aqueous Solution","Ferreira, Guilherme A., Loh, Watson","Journal of the Brazilian Chemical Society; 27(2); 392-401","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200392&lang=pt" 
"S0103-50532016000200372-scl","Zwitterionic Surfactant Stabilized Palladium Nanoparticles as Catalysts in Aromatic Nitro Compound Reductions","Souza, Franciane D., Fiedler, Haidi, Nome, Faruk","Journal of the Brazilian Chemical Society; 27(2); 372-381","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200372&lang=pt" 
"S0103-50532016000200285-scl","Multifunctional Imidazole-Derived Polymeric Catalyst for Dephosphorylation Reactions Potentiated by Cationic and Anionic Micelles","Orth, Elisa S., Campos, Renan B.","Journal of the Brazilian Chemical Society; 27(2); 285-294","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200285&lang=pt" 
"S0103-50532016000200278-scl","Thermal Decomposition of Polymer/Montmorillonite Nanocomposites Synthesized in situ on a Clay Surface","Fecchio, Bruno D., Valandro, Silvano R., Neumann, Miguel G., Cavalheiro, Carla C. S.","Journal of the Brazilian Chemical Society; 27(2); 278-284","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200278&lang=pt" 
"S1678-69712016000100040-scl","RENDA, CONSUMO E CENTRALIDADE DO TRABALHO NA &quot;NOVA CLASSE MÉDIA&quot; BRASILEIRA","NORONHA, NAYARA SILVA DE, BARBOSA, DÉBORAH MARA SIADE","RAM. Revista de Administração Mackenzie; 17(1); 40-54","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100040&lang=pt" 
"S0103-50532016000200321-scl","Production of Additives with Antimicrobial Activity via Tandem Hydroformylation-amine Condensation of Soybean FAME Using an Ionic Liquid-Based Biphasic Catalytic System","Ramalho, Hugo F., Ferreira, Karlla M. C., Machado, Paula M. A., Silva, Tamyris B., Rangel, Ellen T., Prauchner, Marcos J., Suarez, Paulo A. Z.","Journal of the Brazilian Chemical Society; 27(2); 321-333","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200321&lang=pt" 
"S0103-50532016000200341-scl","Comparing Photo-Fenton Degradation of Malachite Green Using FeII and FeIII Salts Under UVA Light Irradiation","Fuentealba, Denis, Venegas, Carolina, Morales, Marlene, Waissbluth, Oscar","Journal of the Brazilian Chemical Society; 27(2); 341-348","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200341&lang=pt" 
"S1678-69712016000100197-scl","PROEMINÊNCIA DA MARCA, AUTOMONITORAMENTO E TEORIA DA FUNÇÃO DE ATITUDE: UMA ANÁLISE SOBRE AVALIAÇÃO DOS ANÚNCIOS","VIEIRA, VALTER AFONSO, LADEIRA, FRANCIELLI MARTINS BORGES","RAM. Revista de Administração Mackenzie; 17(1); 197-228","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100197&lang=pt" 
"S0103-50532016000200267-scl","Modeling Chemical Reactivity in Ionic Detergent Micelles: a Review of Fundamentals","Quina, Frank H.","Journal of the Brazilian Chemical Society; 27(2); 267-277","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200267&lang=pt" 
"S0103-50532016000200382-scl","Study of the Mode of Inclusion for 7-Hydroxyflavone in β-Cyclodextrin Complexes","Fumes, Bruno H., Guzzo, Mariana R., Machado, Antonio E. H., Okano, Laura T.","Journal of the Brazilian Chemical Society; 27(2); 382-391","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200382&lang=pt" 
"S0103-50532016000200363-scl","Cellulose Nanocrystals Assembled on the Fe3O4Surface as Precursor to Prepare Interfaced C/Fe3O4Composites for the Oxidation of Aqueous Sulfide","Cunha, Igor T., Teixeira, Ivo F., Mesquita, João P., Ardisson, José D., Binatti, Ildefonso, Pereira, Fabiano V., Lago, Rochel M.","Journal of the Brazilian Chemical Society; 27(2); 363-371","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200363&lang=pt" 
"S0036-36342016000100011-spa","Enfermedad de Crohn: experiencias de vivir con una cronicidad","García-Sanjuán, Sofía, Lillo-Crespo, Manuel, Sanjuán-Quiles, Ángela, Richart-Martínez, Miguel","Salud Pública de México; 58(1); 49-55","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100011&lang=pt" 
"S0103-50532016000200295-scl","Improving the Electroluminescence of [Zn(salophen)(OH2)] in Polyfluorene-Based Light-Emitting Diode: The Role of Energy Transfer and Charge Recombination","Germino, José C., Quites, Fernando J., Faria, Gregório C., Ramos, Romildo J., Atvars, Teresa D. Z.","Journal of the Brazilian Chemical Society; 27(2); 295-302","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200295&lang=pt" 
"S1678-69712016000100135-scl","A CONTROLADORIA COMO SUPORTE À ESTRATÉGIA DA EMPRESA: ESTUDO MULTICASO EM EMPRESAS DE TRANSPORTE","NUNES, ADÃO ALBERTO BLANCO, SELLITTO, MIGUEL AFONSO","RAM. Revista de Administração Mackenzie; 17(1); 135-164","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100135&lang=pt" 
"S0103-50532016000200423-scl","Ultrafast Dynamics of Au Nanopyramid Interfaces Prepared by Nanosphere Lithography: Effect of Substrate Chemical Composition","Ferbonink, Guilherme F., Spada, Edna R., Santos, Diego P. dos, Sartorelli, Maria L., Nome, Rene A.","Journal of the Brazilian Chemical Society; 27(2); 423-433","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200423&lang=pt" 
"S0036-36342016000100014-spa","Análisis de la evidencia sobre eficacia y seguridad de la vacuna de dengue CYD-TDV y su potencial registro e implementación en el Programa de Vacunación Universal de México","Hernández-Ávila, Mauricio, Lazcano-Ponce, Eduardo, Hernández-Ávila, Juan Eugenio, Alpuche-Aranda, Celia M, Rodríguez-López, Mario Henry, García-García, Lourdes, Madrid-Marina, Vicente, López Gatell-Ramírez, Hugo, Lanz-Mendoza, Humberto, Martínez-Barnetche, Jesús, Díaz-Ortega, José Luis, Ángeles-Llerenas, Angélica, Barrientos-Gutiérrez, Tonatiuh, Bautista-Arredondo, Sergio, Santos-Preciado, José Ignacio","Salud Pública de México; 58(1); 71-83","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100014&lang=pt" 
"S1678-69712016000100112-scl","FATORES COMPETITIVOS QUE AFETAM A DECISÃO DE INVESTIMENTO DIRETO ESTRANGEIRO NO BRASIL","LARRAÑAGA, FÉLIX ALFREDO, GRISI, CELSO CLAUDIO DE HILDEBRAND E, MONTINI, ALEXANDRA DE ÁVILA","RAM. Revista de Administração Mackenzie; 17(1); 112-134","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100112&lang=pt" 
"S0036-36342016000100016-spa","Criterios médicos de elegibilidad para el uso de anticonceptivos","Cravioto Galindo, Ma. del Carmen","Salud Pública de México; 58(1); 89-91","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100016&lang=pt" 
"S0036-36342016000100001-spa","Asociación entre donación y trasplante de órganos en Latinoamérica","Torres-Román, Junior Smith, Zumaeta-Cabrera, Carito, Arroyo-Hernández, Hugo","Salud Pública de México; 58(1); 1-2","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100001&lang=pt" 
"S0036-36342016000100012-spa","Embarazo en menores de quince años: los motivos y la redefinición del curso de vida","Pacheco-Sánchez, Carlos Iván","Salud Pública de México; 58(1); 56-61","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100012&lang=pt" 
"S0036-36342016000100013-spa","Costa Rica&#039;s implementation of the Framework Convention on Tobacco Control: Overcoming decades of industry dominance","Crosbie, Eric, Sosa, Patricia, Glantz, Stanton A","Salud Pública de México; 58(1); 62-70","Salud Pública de México","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100013&lang=pt" 
"S0103-50532016000200411-scl","Oxidative Modifications in Crystallin Proteins and Lens Epithelial Cells Associated with Photosensitized Reactions Mediated by the Major Chromophore Arising from Glucose Degradation","Vargas, Francisco, Becker, María Inés, Friguet, Bertrand, Silva, Eduardo, Ávila, Felipe","Journal of the Brazilian Chemical Society; 27(2); 411-422","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200411&lang=pt" 
"S1519-69842016000100250-scl","First report of Lecanodiaspis dendrobii Douglas, 1892 (Hemiptera: Lecanodiaspididae) and the associated parasitoid Cephaleta sp. (Hymenoptera: Pteromalidae) in Brazil","Marsaro Júnior, A. L., Peronti, A. L. B. G., Costa, V. A., Morais, E. G. F., Pereira, P. R. V. S.","Brazilian Journal of Biology; 76(1); 250-255","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000100250&lang=pt" 
"S1519-69842016000100055-scl","Diagnostic Cytochrome b gene profiles for the identification of paca (Cuniculus paca) bushmeat: implications for the monitoring of illegal hunting and wildlife trade","Silva-Neto, A. A., Ferreira, P. B., Torres, R. A., Texeira, R. H. F., Duarte, J. M. B., Barbosa, A. C., Vargas, R. C., Garcia, J. E.","Brazilian Journal of Biology; 76(1); 55-58","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000100055&lang=pt" 
"S1807-25772016000100059-scl","Assessment of the effects of decontamination and storage methods on the structural integrity of human enamel","FREITAS, Adriana Rodrigues de, AZNAR, Fábio Duarte da Costa, SILVA, André Luís da, SALES-PERES, Arsenio, SALES-PERES, Silvia Helena de Carvalho","Revista de Odontologia da UNESP; 45(1); 59-64","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000100059&lang=pt" 
"S1807-25772016000100041-scl","Influence of one- or two-stage methods for polymerizing complete dentures on adaptation and teeth movements","NOGUEIRA, Moises, CAETANO, Conrado Reinoldes, CORRER, Americo, CONSANI, Rafael, SANTOS, Mateus Bertolini Fernandes dos, BACCHI, Atais","Revista de Odontologia da UNESP; 45(1); 41-46","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000100041&lang=pt" 
"S1519-69842016000100144-scl","Structure and dynamics of the phytoplankton community within a maturation pond in a semiarid region","Pastich, E. A., Gavazza, S., Casé, M. C. C., Florencio, L., Kato, M. T.","Brazilian Journal of Biology; 76(1); 144-153","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000100144&lang=pt" 
"S1807-25772016000100053-scl","Análise da capacidade de remoção de pigmentos da resina composta pelo peróxido de hidrogênio 35%","MARTINI, Eveline Claudia, COPPLA, Fabiana Madalozzo, REIS, Alessandra, CALIXTO, Abraham Lincoln","Revista de Odontologia da UNESP; 45(1); 53-58","Revista de Odontologia da UNESP","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000100053&lang=pt" 
"S1519-69842016000100059-scl","Pravastatin induces cell cycle arrest and decreased production of VEGF and bFGF in multiple myeloma cell line","Trojan, P. J. J., Bohatch-Junior, M. S., Otuki, M. F., Souza-Fonseca-Guimarães, F., Svidnicki, P. V., Nogaroto, V., Fernandes, D., Krum, E. A., Favero, G. M.","Brazilian Journal of Biology; 76(1); 59-65","Brazilian Journal of Biology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842016000100059&lang=pt" 
