"S0103-90162015000500432-scl","Composting sewage sludge with green waste from tree pruning","Moretti, Sarah Mello Leite, Bertoncini, Edna Ivani, Abreu-Junior, Cassio Hamilton","Scientia Agricola; 72(5); 432-439","Scientia Agricola","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162015000500432&lang=pt" 
"S0186-23912015000500374-mex","Translocaciones crípticas de cromosomas acrocéntricos en muestras de tejido de aborto aneuploide","Ramos, Sandra, Molina, Bertha, Grether, Patricia, Mayén, Dora Gilda, Castro, Oscar, Ángeles, Marta, Rodríguez, Rebeca, Frías, Sara","Acta pediátrica de México; 36(5); 374-382","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500374&lang=pt" 
"S0186-23912015000500412-mex","Exantemas en pediatría","Palacios-López, Carolina Guadalupe, Durán-Mckinster, Carola, Orozco-Covarrubias, Luz, Saéz-de-Ocariz, Marimar, García-Romero, María Teresa, Ruiz-Maldonado, Ramón","Acta pediátrica de México; 36(5); 412-423","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500412&lang=pt" 
"S0186-23912015000500369-mex","Enfermedades raras","Carbajal Rodríguez, Luis, Navarrete Martínez, Juana Inés","Acta pediátrica de México; 36(5); 369-373","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500369&lang=pt" 
"S0186-23912015000500402-mex","Mujer adolescente con acidemia metilmalónica y desenlace fatal","Carbajal-Rodríguez, Luis, Rojas-Maruri, César Mauricio","Acta pediátrica de México; 36(5); 402-411","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500402&lang=pt" 
"S2225-62532015001000001-sza","","Nel, J.T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); iv-iv","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000001&lang=pt" 
"S2225-62532015001000008-sza","Titanium and zirconium metal powder spheroidization by thermal plasma processes","Bissett, H., van der Walt, I.J., Havenga, J.L., Nel, J.T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 937-942","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000008&lang=pt" 
"S2225-62532015001000003-sza","Where should the national R&amp;D in materials science fit into South Africa&#039;s future nuclear power programme?","Stumpf, W.E.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 893-902","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000003&lang=pt" 
"S2225-62532015001000006-sza","Non-destructive characterization of materials and components with neutron and X-ray diffraction methods","Venter, A.M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 925-930","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000006&lang=pt" 
"S2225-62532015001000012-sza","A theoretical approach to the sublimation separation of zirconium and hafnium in the tetrafluoride form","Niemand, H.F., Crouse, P.L.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 961-965","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000012&lang=pt" 
"S2225-62532015001000007-sza","Fluorine: A key enabling element in the nuclear fuel cycle","Crouse, P.L.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 931-935","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000007&lang=pt" 
"S2225-62532015001000015-sza","The influence of thermomechanical processing on the surface quality of an AISI 436 ferritic stainless steel","Uananisa, H.J., Siyasiya, C.W., Stumpf, W.E., Papo, M.J.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 981-986","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000015&lang=pt" 
"S2225-62532015001000011-sza","A redetermination of the structure of tetraethylammonium mer-oxidotrichlorido(thenoyltrifluoroacetyl acetonat0-K²-0,0&#039;)niobate(V)","Koen, R., Roodt, A., Visser, H.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 957-960","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000011&lang=pt" 
"S2225-62532015001000013-sza","Glow discharge optical emission spectroscopy: A general overview with regard to nuclear materials","Lötter, S.J., Purcell, W., Nel, J.T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 966-971","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000013&lang=pt" 
"S2225-62532015001000004-sza","Friction processing as an alternative joining technology for the nuclear industry","Hattingh, D.G., von Wielligh, L., Thomas, W., James, M.N.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 903-912","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000004&lang=pt" 
