"S1852-38622009000300003-arg","Insuficiencia cardíaca y diabetes: Una combinación de alto riesgo","Botta, Cristian E","Insuficiencia cardíaca; 4(3); 107-113","Insuficiencia cardíaca","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622009000300003&lang=pt" 
"S0001-63652009000300005-ven","Clasificación del paciente parcialmente edéntulo según el método del colegio Americano de Prostodoncia y su relación con el estado periodontal en sujetos tratados en la Universidad Central de Venezuela","Sánchez Y, Andrés Eloy","Acta Odontológica Venezolana; 47(3); 19-30","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300005&lang=pt" 
"S0001-63652009000300006-ven","Consideraciones de seguridad en el diseño de un consultorio odontológico","León Martínez, Nancy","Acta Odontológica Venezolana; 47(3); 31-36","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300006&lang=pt" 
"S0001-63652009000300007-ven","Eficacia de la clindamicina como antibioticoterapia profiláctica en la cirugía de los terceros molares","Orellana, Alejandra, Salazar, Esmeralda, Del Valle, Sol","Acta Odontológica Venezolana; 47(3); 36-45","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300007&lang=pt" 
"S0001-63652009000300001-ven","","Quirós A, Oscar","Acta Odontológica Venezolana; 47(3); 1-2","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300001&lang=pt" 
"S0001-63652009000300002-ven","Actividad antimicrobiana de diferentes tipos de cementos endodónticos","Tanomaru, Juliane M G, Tanomaru-Filho, Mário, Palhão Verri, Maraísa, Watanabe, Evandro, Ito, Izabel Y","Acta Odontológica Venezolana; 47(3); 3-10","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300002&lang=pt" 
"S0001-63652009000300003-ven","Autotrasplante de germenes de terceros molares: estudio prospectivo del post-operatorio en ocho pacientes","Aparicio M, Paula, Basili E, Adriana, Martínez R, Benjamín","Acta Odontológica Venezolana; 47(3); 11-15","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300003&lang=pt" 
"S0001-63652009000300008-ven","Diagnostico socioepidemiologico de la salud bucal en una poblacion escolar del estado nueva esparta.1999","Aristimuño R, Corina C","Acta Odontológica Venezolana; 47(3); 46-52","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300008&lang=pt" 
"S0001-63652009000300009-ven","Enfermedad periodontal y parto pretérmino: Estudio piloto en un centro materno venezolano","Montegro, Gracy, Escalona, LA","Acta Odontológica Venezolana; 47(3); 53-68","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300009&lang=pt" 
"S1690-31102009000300001-ven","Conducta alimentaria y familia","Arata de Bellabarba, Gabriela","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 1-2","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300001&lang=pt" 
"S1690-31102009000300002-ven","El sistema cardiovascular","Lima, Marcos Miguel, Rosa, Francisco Javier, Marín, Abigaíl, Romero-Vecchione, Eduardo","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 3-9","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300002&lang=pt" 
"S1690-31102009000300003-ven","Frecuencia de criptorquidia y factores asociados en recién nacidos","Chirinos M, Jorge Luis, Gómez P, Roald E, Osuna C, Jesús A, Arata-Bellabarba, Gabriela","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 10-15","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300003&lang=pt" 
"S1690-31102009000300004-ven","Prevalencia del síndrome metabólico en la población urbana de Mucuchíes, Mérida-Venezuela","Becerra Leal, Ana Victoria, Torres, Adrián, Valery, Lenin, Arata-Bellabarba, Gabriela, Velázquez-Maldonado, Elsy M","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 16-22","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300004&lang=pt" 
"S1690-31102009000300005-ven","Dislipidemia y disfunción tiroidea en niños y adolescentes con diabetes mellitus tipo 1: Relación con el control metabólico e índice de masa corporal","Briceño, Yajaira, Paoli, Mariela, Maulino, Nora, Gaffaro de Valera, Loida, Marcano, Henry, Pérez, Marvelys","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 23-28","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300005&lang=pt" 
"S1690-31102009000300006-ven","Síndrome de Cutis Marmorata Telangiectásica Congénita o Síndrome de Rothmund-Thompson","Sampedro, Miguel","Revista Venezolana de Endocrinología y Metabolismo; 7(3); 29-32","Revista Venezolana de Endocrinología y Metabolismo","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-31102009000300006&lang=pt" 
"S0185-45342009000300001-mex","Sidney W. Bijou (1908-2009): Obituario","Ribes-Iñesta, Emilio","Revista mexicana de análisis de la conducta; 35(spe); 03-08","Revista mexicana de análisis de la conducta","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-45342009000300001&lang=pt" 
"S0185-45342009000300010-mex","Consumo de alimento y endulzantes bajo condiciones de estrés crónico en ratas","Torres-González, Cynthia, López-Espinoza, Antonio, Martínez, Alma Gabriela, Franco, Karina, Díaz, Felipe, Sosa, Georgina A., Aguilera, Virginia, Magaña, Claudia R., Cárdenas, Azucena","Revista mexicana de análisis de la conducta; 35(spe); 133-147","Revista mexicana de análisis de la conducta","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-45342009000300010&lang=pt" 
"S0185-45342009000300011-mex","Efectos del periodo de privación de alimento sobre la tasa de comer en ratas","Díaz, Felipe, López-Espinoza, Antonio, Franco, Karina, Martínez, Alma, Aguilera, Virginia, Cárdenas, Azucena","Revista mexicana de análisis de la conducta; 35(spe); 149-160","Revista mexicana de análisis de la conducta","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-45342009000300011&lang=pt" 
"S0185-45342009000300012-mex","Complejidad e inclusividad progresivas: algunas implicaciones y evidencias empíricas en el caso de las funciones contextual, suplementaria y selectora","Serrano, Mario","Revista mexicana de análisis de la conducta; 35(spe); 161-178","Revista mexicana de análisis de la conducta","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-45342009000300012&lang=pt" 
