"S1414-98932015000300959-scl","Significações Dadas pelos Progenitores acerca do Diagnóstico de Câncer dos Filhos","Frizzo, Natalia Schopf, Quintana, Alberto Manuel, Salvagni, Adelise, Barbieri, Ângela, Gebert, Lenir","Psicologia: Ciência e Profissão; 35(3); 959-972","Psicologia: Ciência e Profissão","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932015000300959&lang=pt" 
"S0001-37652015000401853-scl","Evaluation of protein extraction methods for enhanced proteomic analysis of tomato leaves and roots","VILHENA, MILCA B., FRANCO, MÔNICA R., SCHMIDT, DAIANA, CARVALHO, GISELLE, AZEVEDO, RICARDO A.","Anais da Academia Brasileira de Ciências; 87(3); 1853-1863","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401853&lang=pt" 
"S0001-37652015000401717-scl","Monitoring studies should consider temporal variability to reveal relations between cyanobacterial abundance and environmental variables","WOJCIECHOWSKI, JULIANA, PADIAL, ANDRÉ A.","Anais da Academia Brasileira de Ciências; 87(3); 1717-1726","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401717&lang=pt" 
"S0001-37652015000401847-scl","Effects of hormonal priming on seed germination of pigeon pea under cadmium stress","SNEIDERIS, LARISSA C., GAVASSI, MARINA A., CAMPOS, MARCELO L., D&#039;AMICO-DAMIÃO, VICTOR, CARVALHO, ROGÉRIO F.","Anais da Academia Brasileira de Ciências; 87(3); 1847-1852","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401847&lang=pt" 
"S0001-37652015000401887-scl","A science framework (SF) for agricultural sustainability","AHMED, FERDOUS, AL-AMIN, ABUL Q., MASUD, MUHAMMAD M., KARI, FATIMAH, MOHAMAD, ZEEDA","Anais da Academia Brasileira de Ciências; 87(3); 1887-1902","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401887&lang=pt" 
"S0001-37652015000401565-scl","Biochronostratigraphy and paleoenvironment analysis of Neogene deposits from the Pelotas Basin (well 2-TG-96-RS), Southernmost Brazil","SILVA, WAGNER G., ZERFASS, GEISE S.A., SOUZA, PAULO A., HELENES, JAVIER","Anais da Academia Brasileira de Ciências; 87(3); 1565-1582","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401565&lang=pt" 
"S0001-37652015000401701-scl","A comparative study of nutritional composition and potential use of some underutilized tropical fruits of Arecaceae","SILVA, RAQUEL B., SILVA-JÚNIOR, EDVALDO V., RODRIGUES, LAÍS C., ANDRADE, LAISE H.C., SILVA, SUZENE I. DA, HARAND, WOLFGANG, OLIVEIRA, ANTONIO F.M.","Anais da Academia Brasileira de Ciências; 87(3); 1701-1709","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401701&lang=pt" 
"S0001-37652015000401675-scl","Anesthetic activity and bio-guided fractionation of the essential oil of Aloysia gratissima (Gillies &amp; Hook.) Tronc. in silver catfish Rhamdia quelen","BENOVIT, SIMONE C., SILVA, LENISE L., SALBEGO, JOSEÂNIA, LORO, VANIA L., MALLMANN, CARLOS A., BALDISSEROTTO, BERNARDO, FLORES, ERICO M.M., HEINZMANN, BERTA M.","Anais da Academia Brasileira de Ciências; 87(3); 1675-1689","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401675&lang=pt" 
"S0001-37652015000401763-scl","Abdominal macrochaetae of female Hylesia oratex Dyar, 1913 (Insecta: Lepidoptera: Saturniidae): external morphology and medical significance","BRITO, ROSÂNGELA, SPECHT, ALEXANDRE, A. FILHO, WILSON S., FRONZA, EDEGAR, MIELKE, CARLOS G.C.","Anais da Academia Brasileira de Ciências; 87(3); 1763-1770","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401763&lang=pt" 
"S0001-37652015000401691-scl","The length of the dry season may be associated with leaf scleromorphism in cerrado plants","SOUZA, MARCELO C., FRANCO, AUGUSTO C., HARIDASAN, MUNDAYATAN, ROSSATTO, DAVI R., ARAÚJO, JANAÍNA F. DE, MORELLATO, LEONOR P.C., HABERMANN, GUSTAVO","Anais da Academia Brasileira de Ciências; 87(3); 1691-1699","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401691&lang=pt" 
"S0001-37652015000401865-scl","Mixed thermal convection: fundamental issues and analysis of the planar case","PADET, JACQUES, COTTA, RENATO M., MLADIN, EMILIA C., PADET, COLETTE","Anais da Academia Brasileira de Ciências; 87(3); 1865-1885","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401865&lang=pt" 
"S0102-33062015000300417-scl","Growing straight versus growing decumbent: soil quality and allometry in Syagrus glaucescens Becc. (Arecaceae), an endemic and threatened palm of the Espinhaço Mountains, Brazil","Miola, Deise Tatiane Bueno, Fernandes, G. Wilson","Acta Botanica Brasilica; 29(3); 417-424","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300417&lang=pt" 
"S0102-33062015000300448-scl","Considerations regarding the dominance of Cylindrospermopsis raciborskii under low light availability in a low phosphorus lake","Tonetta, Denise, Hennemann, Mariana Coutinho, Brentano, Débora Monteiro, Petrucio, Mauricio Mello","Acta Botanica Brasilica; 29(3); 448-451","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300448&lang=pt" 
"S0102-33062015000300433-scl","Comparative wood anatomy of species of Psychotria L. (Rubiaceae) in Atlantic Rainforest remnants of Rio de Janeiro State, Brazil","Marques, Jonas B. C., Callado, Cátia H., Rabelo, Guilherme R., Silva Neto, Sebastião J. da, Cunha, Maura da","Acta Botanica Brasilica; 29(3); 433-444","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300433&lang=pt" 
"S0001-37652015000401599-scl","Eggshell and Histology Provide Insight on the Life History of a Pterosaur with Two Functional Ovaries","WANG, XIAOLIN, KELLNER, ALEXANDER W. A., CHENG, XIN, JIANG, SHUNXING, WANG, QIANG, SAYÃO, JULIANA M., RODRIGUES, TAISSA, COSTA, FABIANA R., LI, NING, MENG, XI, ZHOU, ZHONGHE","Anais da Academia Brasileira de Ciências; 87(3); 1599-1609","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401599&lang=pt" 
"S0001-37652015000401727-scl","Reproductive morphology of female Guiana dolphins (Sotalia guianensis)","BECEGATO, ESTELLA Z., ANDRADE, JANAINA P., GUIMARÃES, JULIANA P., VERGARA-PARENTE, JOCIERY E., MIGLINO, MARIA ANGELICA, SILVA, FERNANDA M. DE OLIVEIRA E","Anais da Academia Brasileira de Ciências; 87(3); 1727-1736","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401727&lang=pt" 
"S0102-33062015000300408-scl","Post-fire dynamics of the woody vegetation of a savanna forest (Cerradão) in the Cerrado-Amazon transition zone","Reis, Simone Matias, Lenza, Eddie, Marimon, Beatriz Schwantes, Gomes, Letícia, Forsthofer, Mônica, Morandi, Paulo Sérgio, Marimon Junior, Ben Hur, Feldpausch, Ted R., Elias, Fernando","Acta Botanica Brasilica; 29(3); 408-416","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300408&lang=pt" 
"S0102-33062015000300452-scl","Sustainability or Colonialism? Legislative obstacles to research and development of natural products and patents on traditional knowledge in Brazil","Pedrollo, Camilo Tomazini, Kinupp, Valdely Ferreira","Acta Botanica Brasilica; 29(3); 452-456","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300452&lang=pt" 
"S0001-37652015000401531-scl","Paleolimnological inferences based on Oligocene ostracods (Crustacea: Ostracoda) from Tremembé Formation, Southeast Brazil","BERGUE, CRISTIANINI T., MARANHÃO, MARIA DA SAUDADE A.S., FAUTH, GERSON","Anais da Academia Brasileira de Ciências; 87(3); 1531-1544","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401531&lang=pt" 
"S0102-33062015000300375-scl","Effect of water stress on seedling growth in two species with different abundances: the importance of Stress Resistance Syndrome in seasonally dry tropical forest","Ferreira, Wanessa Nepomuceno, Lacerda, Claudivan Feitosa de, Costa, Rafael Carvalho da, Medeiros Filho, Sebastião","Acta Botanica Brasilica; 29(3); 375-382","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300375&lang=pt" 
"S0102-33062015000300339-scl","Hemiparasitism effect on Baccharis dracunculifolia DC. and consequences to its major galling herbivore","Bahia, Thaise de Oliveira, Zúñiga, Irene Gélvez, Souza, Matheus Lopes, Coutinho, Etiene Silva, Quesada, Mauricio, Fernandes, G. Wilson","Acta Botanica Brasilica; 29(3); 339-345","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300339&lang=pt" 
"S0102-33062015000300391-scl","Pollen morphology of selected species of Passiflora L. (Passifloraceae) from the Atlantic Forest","Mezzonato-Pires, Ana Carolina, Mendonça, Cláudia Barbieri Ferreira, Gonçalves-Esteves, Vania","Acta Botanica Brasilica; 29(3); 391-399","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300391&lang=pt" 
"S0001-37652015000401833-scl","Ground level photosynthetically active radiation dynamics in stands of Acacia mearnsii De Wild","PÉLLICO NETTO, SYLVIO, SANQUETTA, CARLOS R., CARON, BRAULIO O., BEHLING, ALEXANDRE, SIMON, AUGUSTO A., CORTE, ANA PAULA D., BAMBERG, ROGÉRIO","Anais da Academia Brasileira de Ciências; 87(3); 1833-1845","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401833&lang=pt" 
"S0102-33062015000300346-scl","Comparative leaf anatomy of some species of Abies and Picea (Pinaceae)","Ghimire, Balkrishna, Lee, Chunghee, Yang, Jongcheol, Heo, Kweon","Acta Botanica Brasilica; 29(3); 346-353","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300346&lang=pt" 
"S0001-37652015000401771-scl","Antioxidant status in women with uterine leiomyoma: relation with sex hormones","PEJIĆ, SNEŽANA, TODOROVIĆ, ANA, STOJILJKOVIĆ, VESNA, GAVRILOVIĆ, LJUBICA, POPOVIĆ, NATAŠA, PAJOVIĆ, SNEŽANA B.","Anais da Academia Brasileira de Ciências; 87(3); 1771-1782","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401771&lang=pt" 
"S0001-37652015000401611-scl","Zircon ages delimit the provenance of a sand extrudite from the Botucatu Formation in the Paraná volcanic province, Iraí, Brazil","PINTO, VITER M., HARTMANN, LÉO A., SANTOS, JOÃO O.S., MCNAUGHTON, NEAL J.","Anais da Academia Brasileira de Ciências; 87(3); 1611-1622","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401611&lang=pt" 
