"S0103-863X2014000100049-scl","Sources and Reactions to Stress in Brazilian Lawyers","Costa, Maria de Fátima Antunes Alves, Ferreira, Maria Cristina","Paidéia (Ribeirão Preto); 24(57); 49-56","Paidéia (Ribeirão Preto)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2014000100049&lang=pt" 
"S0100-67622014000200020-scl","Precipitação efetiva em diferentes formações florestais na floresta nacional de ipanema","Tonello, Kelly Cristina, Gasparoto, Esthevan Augusto Goes, Shinzato, Emily Tsiemi, Valente, Roberta de Oliveira Averna, Dias, Herly Carlos Teixeira","Revista Árvore; 38(2); 383-390","Revista Árvore","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622014000200020&lang=pt" 
"S0100-06832014000200019-scl","Available content, surface runoff and leaching of phosphorus forms in a typic hapludalf treated with organic and mineral nutrient sources","Lourenzi, Cledimar Rogério, Ceretta, Carlos Alberto, Cerini, Jackson Berticelli, Ferreira, Paulo Ademar Avelar, Lorensini, Felipe, Girotto, Eduardo, Tiecher, Tadeu Luis, Schapanski, Dênis Eduardo, Brunetto, Gustavo","Revista Brasileira de Ciência do Solo; 38(2); 544-556","Revista Brasileira de Ciência do Solo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832014000200019&lang=pt" 
"S0100-06832014000200013-scl","Methane fluxes from waterlogged and drained Histosols of highland areas","Rachwal, Marcos Fernando Glück, Zanatta, Josiléia Acordi, Dieckow, Jeferson, Denega, Genuir Luis, Curcio, Gustavo Ribas, Bayer, Cimélio","Revista Brasileira de Ciência do Solo; 38(2); 486-494","Revista Brasileira de Ciência do Solo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832014000200013&lang=pt" 
"S0100-06832014000200025-scl","Physical quality of an Oxisol under an integrated crop-livestock-forest system in the Brazilian Cerrado","Sousa Neto, Eurico Lucas de, Andrioli, Itamar, Almeida, Roberto Giolo de, Macedo, Manuel Cláudio Mota, Lal, Rattan","Revista Brasileira de Ciência do Solo; 38(2); 608-618","Revista Brasileira de Ciência do Solo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832014000200025&lang=pt" 
"S0100-06832014000200014-scl","Efeitos em longo prazo da aplicação de gesso e calcário no sistema de plantio direto","Pauletti, Volnei, Pierri, Letícia de, Ranzan, Thiago, Barth, Gabriel, Motta, Antonio Carlos Vargas","Revista Brasileira de Ciência do Solo; 38(2); 495-505","Revista Brasileira de Ciência do Solo","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832014000200014&lang=pt" 
"S0100-06832014000200028-scl","Contribuição das fontes de sedimentos em uma bacia hidrográfica agrícola sob plantio direto","Tiecher, Tales, Minella, Jean Paolo Gomes, Miguel, Pablo, Alvarez, Jimmy Walter Rasche, Pellegrini, André, Capoane, Viviane, Ciotti, Lucas Henrique, Schaefer, Gilmar Luiz, Santos, Danilo Rheinheimer dos","Revista Brasileira de Ciência do Solo; 38(2); 639-649","Revista Brasileira de Ciência do Solo","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832014000200028&lang=pt" 
"S0100-736X2014000400006-scl","Leptospirose bovina no Estado da Paraíba: prevalência e fatores de risco associados à ocorrência de propriedades positivas","Pimenta, Carla L.R.M., Castro, Vanessa, Clementino, Inácio J., Alves, Clebert J., Fernandes, Leíse G., Brasil, Arthur W.L., Santos, Carolina S.A.B., Azevedo, Sérgio S.","Pesquisa Veterinária Brasileira; 34(4); 332-336","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000400006&lang=pt" 
"S0100-736X2014000400010-scl","Suscetibilidade antimicrobiana de Staphylococcus spp. isolados de cães com pioderma superficial","Silva, Ana Paula da, Schmidt, Claudete, Vargas, Agueda C. de, Maboni, Grazieli, Rampelotto, Carine, Schwab, Marcelo L., Escobar, Talita P., Amaral, Anne S. do","Pesquisa Veterinária Brasileira; 34(4); 355-361","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000400010&lang=pt" 
"S0100-736X2014000400012-scl","Is hypoxia a stressor to American bullfrog tadpoles?","Teixeira, Patricia C., França, Fernanda M., Rocha, Guilherme C. da, Antonucci, Antônio M., Ferreira, Claudia M., Ranzani-Paiva, Maria José T.","Pesquisa Veterinária Brasileira; 34(4); 369-373","Pesquisa Veterinária Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000400012&lang=pt" 
"S1415-52732014000200241-scl","Refinement of the Brazilian Household Food Insecurity Measurement Scale: Recommendation for a 14-item EBIA","Segall-Corrêa, Ana Maria, Marin-León, Letícia, Melgar-Quiñonez, Hugo, Pérez-Escamilla, Rafael","Revista de Nutrição; 27(2); 241-251","Revista de Nutrição","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732014000200241&lang=pt" 
"S1415-52732014000200161-scl","Neck circumference as predictor of excess body fat and cardiovascular risk factors in adolescents","Gonçalves, Vivian Siqueira Santos, Faria, Eliane Rodrigues De, Franceschini, Sylvia Do Carmo Castro, Priore, Silvia Eloiza","Revista de Nutrição; 27(2); 161-171","Revista de Nutrição","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732014000200161&lang=pt" 
"S0041-86332014000100014-mex","La enseñanza del derecho como forma de acción política","Hornero Méndez, César","Boletín mexicano de derecho comparado; 47(139); 351-355","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100014&lang=pt" 
"S0041-86332014000100015-mex","Francisco Javier Gaxiola Ochoa y el Ilustre y Nacional Colegio de Abogados de México","Cruz Barney, Óscar","Boletín mexicano de derecho comparado; 47(139); 359-375","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100015&lang=pt" 
"S0041-86332014000100012-mex","El (inexistente) derecho humano más humano que otro","Labardini, Rodrigo","Boletín mexicano de derecho comparado; 47(139); 331-344","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100012&lang=pt" 
"S0041-86332014000100013-mex","Derechos humanos de los indocumentados","Castro Villalobos, José Humberto","Boletín mexicano de derecho comparado; 47(139); 347-349","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100013&lang=pt" 
"S0041-86332014000100010-mex","La unificación legislativa en el enjuiciamiento y la ejecución penal: la reforma constitucional de 2013. Concentración y dispersión","García Ramírez, Sergio","Boletín mexicano de derecho comparado; 47(139); 297-314","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100010&lang=pt" 
"S0041-86332014000100011-mex","El concepto de &quot;autoridad responsable&quot; en la nueva Ley de Amparo","Sánchez Gil, Rubén","Boletín mexicano de derecho comparado; 47(139); 315-330","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100011&lang=pt" 
"S0041-86332014000100009-mex","El Tribunal Constitucional Plurinacional de Bolivia: Cómo se distribuye el poder institucional","Cortez Salinas, Josafat","Boletín mexicano de derecho comparado; 47(139); 287-296","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100009&lang=pt" 
"S0041-86332014000100008-mex","La jurisprudencia en Cuba: reconocimiento dentro del sistema de fuentes del derecho y posibles consecuencias","Bruzón Viltres, Carlos Justo, Tamayo Blanco, Iraida R.","Boletín mexicano de derecho comparado; 47(139); 251-283","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100008&lang=pt" 
"S1415-52732014000200173-scl","Association between sociodemographics factors and dietary patterns during pregnancy","Castro, Maria Beatriz Trindade De, Souza, Rita Adriana Gomes De, Vilela, Ana Amélia Freitas, Kac, Gilberto","Revista de Nutrição; 27(2); 173-181","Revista de Nutrição","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732014000200173&lang=pt" 
"S0041-86332014000100005-mex","La justicia y los contextos: Reflexiones sobre el quehacer de la justicia desde una perspectiva humanista y de género","Pérez Duarte y Noroña, Alicia Elena","Boletín mexicano de derecho comparado; 47(139); 145-179","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100005&lang=pt" 
"S0041-86332014000100004-mex","Las garantías bancarias en el comercio internacional","Fernández Masiá, Enrique","Boletín mexicano de derecho comparado; 47(139); 101-144","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100004&lang=pt" 
"S0041-86332014000100007-mex","La evolución del crimen de lesa humanidad en el derecho penal internacional","Servín Rodríguez, Christopher Alexis","Boletín mexicano de derecho comparado; 47(139); 209-249","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100007&lang=pt" 
"S0041-86332014000100006-mex","Integración de las autoridades electorales: (re)construcción jurisdiccional de un derecho por el TEPJF","Salmorán Villar, María de Guadalupe","Boletín mexicano de derecho comparado; 47(139); 181-207","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100006&lang=pt" 
"S0041-86332014000100001-mex","La tendencia a favorecer el desarrollo del arbitraje comercial internacional mediante el debilitamiento de las normas internacionalmente imperativas","Albornoz, María Mercedes","Boletín mexicano de derecho comparado; 47(139); 13-38","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100001&lang=pt" 
"S0041-86332014000100003-mex","Noción, justificación y críticas al principio de proporcionalidad","Cárdenas Gracia, Jaime","Boletín mexicano de derecho comparado; 47(139); 65-100","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100003&lang=pt" 
"S0041-86332014000100002-mex","Las fuentes de conocimiento de lo jurídico","Álvarez González, Rosa María","Boletín mexicano de derecho comparado; 47(139); 39-63","Boletín mexicano de derecho comparado","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0041-86332014000100002&lang=pt" 
"S1415-52732014000200143-scl","Ingestão aguda de cafeína reduz a glicemia sanguínea antes e após o exercício físico agudo em ratos diabéticos","Silva, Luiz Augusto Da, Pereira, Ricardo Aparecido, Túrmina, Janaína Angela, Kerppers, Ivo Ilvan, Altimari, Leandro Ricardo, Malfatti, Carlos Ricardo Maneck","Revista de Nutrição; 27(2); 143-149","Revista de Nutrição","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732014000200143&lang=pt" 
"S0185-16162014000100008-mex","Arthur Bentley, grupos de presión y élites políticas: Una visión pragmática del ejercicio del poder","Alejandre Ramírez, Gloria Luz","Estudios políticos (México); (31); 129-146","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100008&lang=pt" 
"S0185-16162014000100009-mex","El largo camino hacia la autonomía y la institucionalizados de la ciencia política, en México y en el mundo","Suárez-Iñiguez, Enrique","Estudios políticos (México); (31); 165-183","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100009&lang=pt" 
"S0185-16162014000100001-mex","Presentación","Singer Sochet, Martha","Estudios políticos (México); (31); 7-9","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100001&lang=pt" 
"S0185-16162014000100002-mex","¿Quiénes votaron en México por mujeres para legisladoras federales en 2012?","Báez Carlos, Adriana del Rosario","Estudios políticos (México); (31); 11-36","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100002&lang=pt" 
"S0185-16162014000100003-mex","Los partidos políticos ante la reforma petrolera en México","Johansson Mondragón, Steven","Estudios políticos (México); (31); 37-60","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100003&lang=pt" 
"S0185-16162014000100004-mex","Tiempos fundacionales de los partidos políticos locales mexicanos: una periodización","González Padilla, Roy","Estudios políticos (México); (31); 61-85","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100004&lang=pt" 
"S0185-16162014000100005-mex","¿Exclusión o inclusión indígena?","Singer Sochet, Martha","Estudios políticos (México); (31); 87-106","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100005&lang=pt" 
"S0185-16162014000100006-mex","2013: Condiciones para el retiro y el desafío de la longevidad en México","Leal Fernández, Gustavo","Estudios políticos (México); (31); 107-128","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100006&lang=pt" 
"S0185-16162014000100007-mex","Complejidades impredecibles: desafíos de las Ciencias Sociales en el mundo contemporáneo","Aguilera Hintelholher, Rina Marissa","Estudios políticos (México); (31); 129-146","Estudios políticos (México)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16162014000100007&lang=pt" 
"S1415-52732014000200217-scl","Iron intake and its association with iron-deficiency anemia in agricultural workers&#039; families from the Zona da Mata of Pernambuco, Brazil","Cavalcanti, Débora Silva, Vasconcelos, Priscila Nunes De, Muniz, Vanessa Messias, Santos, Natália Fernandes Dos, Osório, Mônica Maria","Revista de Nutrição; 27(2); 217-227","Revista de Nutrição","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732014000200217&lang=pt" 
