"S0100-40422011000200013-scl","Derivados citotóxicos de vitanolidos isolados das folhas de Acnistus arborescens","Minguzzi, Sandro, Barata, Lauro E. S., Cordell, Geoffrey A.","Química Nova; 34(2); 237-241","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000200013&lang=pt" 
"S1413-81232011000700057-scl","A tecnologia de realidade virtual como recurso para formação em saúde pública à distância: uma aplicação para a aprendizagem dos procedimentos antropométricos","Barilli, Elomar Christina Vieira Castilho, Ebecken, Nelson Francisco Favilla, Cunha, Gerson Gomes","Ciência &amp; Saúde Coletiva; 16(); 1247-1256","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700057&lang=pt" 
"S1413-81232011000700058-scl","O papel da informação como medida preventiva ao uso de drogas entre jovens em situação de risco","Sanchez, Zila van der Meer, Oliveira, Lúcio Garcia de, Ribeiro, Luciana Abeid, Nappo, Solange Aparecida","Ciência &amp; Saúde Coletiva; 16(); 1257-1266","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700058&lang=pt" 
"S1413-81232011000700059-scl","Avaliação da completitude das variáveis da declaração de óbitos de menores de um ano residentes em Pernambuco, 1997-2005","Costa, Juliana Martins Barbosa da Silva, Frias, Paulo Germano de","Ciência &amp; Saúde Coletiva; 16(); 1267-1274","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700059&lang=pt" 
"S1413-81232011000700061-scl","Homicídios de homens de quinze a 29 anos e fatores relacionados no estado do Paraná, de 2002 a 2004","Andrade, Selma Maffei de, Soares, Darli Antonio, Souza, Regina Kazue Tanno de, Matsuo, Tiemi, Souza, Hiury Dutra de","Ciência &amp; Saúde Coletiva; 16(); 1281-1288","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700061&lang=pt" 
"S1413-81232011000700062-scl","Distribuição espacial de doenças endêmicas no município de Ribeirão Preto (SP)","Hino, Paula, Villa, Tereza Cristina Scatena, Cunha, Tarcísio Neves da, Santos, Claudia Benedita dos","Ciência &amp; Saúde Coletiva; 16(); 1289-1294","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700062&lang=pt" 
"S1413-81232011000700064-scl","Dinâmica populacional e o perfil de mortalidade no município de Montes Claros (MG)","Oliveira-Campos, Maryane, Cerqueira, Marília Borborema Rodrigues, Rodrigues Neto, João Felício","Ciência &amp; Saúde Coletiva; 16(); 1303-1310","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700064&lang=pt" 
"S1413-81232011000700065-scl","Hanseníase: conhecimentos e mudanças na vida das pessoas acometidas","Nunes, Joyce Mazza, Oliveira, Eliany Nazaré, Vieira, Neiva Francenely Cunha","Ciência &amp; Saúde Coletiva; 16(); 1311-1318","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700065&lang=pt" 
"S1413-81232011000700066-scl","Conhecimento, atitude e prática sobre dengue, seu vetor e ações de controle em uma comunidade urbana do Nordeste","Santos, Solange Laurentino dos, Cabral, Ana Catarina dos Santos Pereira, Augusto, Lia Giraldo da Silva","Ciência &amp; Saúde Coletiva; 16(); 1319-1330","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700066&lang=pt" 
"S1413-81232011000700067-scl","Utilização de tecnologias no trabalho com grupos de diabéticos e hipertensos na Saúde da Família","Fernandes, Maria Teresinha de Oliveira, Silva, Líliam Barbosa, Soares, Sônia Maria","Ciência &amp; Saúde Coletiva; 16(); 1331-1340","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700067&lang=pt" 
"S1413-81232011000700068-scl","Severidade clínica e funcionalidade de pacientes hemiplégicos pós-AVC agudo atendidos nos serviços públicos de fisioterapia de Natal (RN)","Costa, Fabrícia Azevêdo da, Silva, Diana Lídice Araújo da, Rocha, Vera Maria da","Ciência &amp; Saúde Coletiva; 16(); 1341-1348","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700068&lang=pt" 
"S1413-81232011000700069-scl","A percepção do cuidador familiar sobre a recuperação física do idoso em condição de incapacidade funcional","Israel, Nilda Emiko Nozaki, Andrade, Oséias Guimarães de, Teixeira, Jorge Juarez Vieira","Ciência &amp; Saúde Coletiva; 16(); 1349-1356","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700069&lang=pt" 
"S1413-81232011000700071-scl","Aspectos sociopolíticos da epidemia de toxoplasmose em Santa Isabel do Ivaí (PR)","Almeida, Márcio José de, Oliveira, Luzia Helena Herrmann de, Freire, Roberta Lemos, Navarro, Italmar Teodorico","Ciência &amp; Saúde Coletiva; 16(); 1363-1373","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700071&lang=pt" 
