"S1413-81232012000500011-spa","Atendimento de saúde para pessoas idosas vítimas de violência no município do Rio de Janeiro","Ribeiro, Adalgisa Peixoto, Souza, Edinilsa Ramos de, Valadares, Fabiana Castelo","Ciência &amp; Saúde Coletiva; 17(5); 1167-1177","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000500011&lang=pt" 
"S1981-67232012000500012-scl","Polifenóis totais e avaliação sensorial de suco de uvas Isabel tratadas com ultrassom","Comarella, Carine Glaucia, Sautter, Claudia Kaehler, Ebert, Leandro Correia, Penna, Neidi Garcia","Brazilian Journal of Food Technology; 15(spe); 69-73","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500012&lang=pt" 
"S1981-67232012000500005-scl","Associação entre consumo alimentar e (in)segurança alimentar e nutricional em São José dos Ramos - PB","Silva, Cleyton Cézar Souto, Oliveira, Karen Beatriz Borges, Alves, Aline da Silva, Neves, José Anael, Modesto, Cely Alana Carvalho, Vianna, Rodrigo Pinheiro de Toledo","Brazilian Journal of Food Technology; 15(spe); 23-30","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500005&lang=pt" 
"S1981-67232012000500008-scl","Diagnóstico das condições higiênicas de serviços de alimentação de acordo com a NBR 15635:2008","Medeiros, Laissa Benites, Saccol, Ana Lúcia de Freitas, Delevati, Miriam Teresinha da Silva, Brasil, Carla Cristina Bauermann","Brazilian Journal of Food Technology; 15(spe); 47-52","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500008&lang=pt" 
"S1981-67232012000500009-scl","Filmes biodegradáveis à base de proteínas miofibrilares de pescado","Zavareze, Elessandra da Rosa, Halal, Shanise Lisie Mello el, Telles, Annie Campello, Prentice-Hernández, Carlos","Brazilian Journal of Food Technology; 15(spe); 53-57","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500009&lang=pt" 
"S1981-67232012000500010-scl","Ocratoxina A: análise da qualidade de vinhos brasileiros e importados","Hoeltz, Michele, Monezzi, Laurita Pinto, Manfroi, Vitor, Noll, Isa Beatriz, Dottori, Horacio Alberto","Brazilian Journal of Food Technology; 15(spe); 58-63","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500010&lang=pt" 
"S1981-67232012000500006-scl","Atitudes e motivações em relação ao consumo de alimentos orgânicos em Belo Horizonte - MG","Andrade, Luísa Mol Senna, Bertoldi, Michele Corrêa","Brazilian Journal of Food Technology; 15(spe); 31-40","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500006&lang=pt" 
"S1981-67232012000500007-scl","Caracterização química e avaliação do rendimento em filés de caranha (Piaractus mesopotamicus)","Lima, Maria De Morais, Mujica, Pedro Ismael Cornejo, Lima, Aldeíres Morais","Brazilian Journal of Food Technology; 15(spe); 41-46","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500007&lang=pt" 
"S1981-67232012000500003-scl","Aproveitamento da casca de citros na perspectiva de alimentos: prospecção da atividade antibacteriana","Gerhardt, Carin, Wiest, José Maria, Girolometto, Giovani, Silva, Magnólia Aparecida Silva da, Weschenfelder, Simone","Brazilian Journal of Food Technology; 15(spe); 11-17","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500003&lang=pt" 
"S1981-67232012000500001-scl","Editorial","Penna, Neidi Garcia","Brazilian Journal of Food Technology; 15(spe); -","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500001&lang=pt" 
"S1981-67232012000500011-scl","Oficinas de boas práticas de fabricação: construindo estratégias para garantir a segurança alimentar","Costa, Tarcisio da Silva, Neiva, Gabrielly Sobral, Camilo, Valéria Macedo Almeida, Freitas, Fernanda de, Silva, Isabella de Matos Mendes da","Brazilian Journal of Food Technology; 15(spe); 64-68","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500011&lang=pt" 
"S1981-67232012000500014-scl","Propriedades de pasta de amidos de arroz nativo e acetilados","Bartz, Josiane, Madruga, Karina Medeiros, Klein, Bruna, Pinto, Vânia Zanella, Dias, Álvaro Renato Guerra","Brazilian Journal of Food Technology; 15(spe); 78-83","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500014&lang=pt" 
"S1981-67232012000500013-scl","Programa de boas práticas em domicílios da cidade de Santa Maria - RS","Deon, Barbara Cecconi, Hecktheuer, Luiza Helena, Etchepare, Mariana Araújo, Naissinger, Maritiele, Sacool, Silvana","Brazilian Journal of Food Technology; 15(spe); 74-77","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500013&lang=pt" 
"S1981-67232012000500015-scl","Rotulagem nutricional: você sabe o que está comendo?","Cavada, Giovanna da Silva, Paiva, Flávia Fernandes, Helbig, Elizabete, Borges, Lúcia Rota","Brazilian Journal of Food Technology; 15(spe); 84-88","Brazilian Journal of Food Technology","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232012000500015&lang=pt" 
"S1516-35982012000500002-scl","Use of conditioning in the production of black and white oat hay using two cutting heights","Castagnara, Deise Dalazen, Neres, Marcela Abbado, Oliveira, Paulo Sérgio Rabello de, Meinerz, Cristiane Claudia, Mesquita, Eduardo Eustáquio","Revista Brasileira de Zootecnia; 41(5); 1082-1092","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500002&lang=pt" 
"S1516-35982012000500005-scl","Quantitative characterization of corn plant components according to planting time and grain maturity stage","Pereira, José Luiz de Andrade Rezende, Pinho, Renzo Garcia Von, Souza Filho, Alano Xavier, Pereira, Marcos Neves, Santos, Álvaro de Oliveira, Borges, Iran Dias","Revista Brasileira de Zootecnia; 41(5); 1110-1117","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500005&lang=pt" 
"S1516-35982012000500012-scl","Genetic evaluation for egg mass in partial periods and complete period in meat quails","Ribeiro, Jeferson Corrêa, Silva, Luciano Pinheiro da, Sousa, Mariele Freitas, Leite, Carla Daniela Suguimoto, Bonafé, Cristina Moreira, Caetano, Giovani da Costa, Crispim, Aline Camporez, Torres, Robledo de Almeida","Revista Brasileira de Zootecnia; 41(5); 1158-1162","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500012&lang=pt" 
"S1516-35982012000500011-scl","Pedigree analysis on the population of Gir cattle in Northeast Brazil","Oliveira, Aracele Prates de, Malhado, Carlos Henrique Mendes, Carneiro, Paulo Luiz Souza, Martins Filho, Raimundo, Silveira, Éderson Silva, Souza, Laaina de Andrade, Muniz, Lorena Mirelle Santos, Azevêdo, Danielle Maria Machado Ribeiro","Revista Brasileira de Zootecnia; 41(5); 1153-1157","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500011&lang=pt" 
"S1516-35982012000500022-scl","Contagem de células somáticas e produção leiteira em cabras Saanen estressadas via aplicação de ACTH","Gaiato, Ana Paula Rodrigues, Canaes, Taissa de Souza, Delgado, Thiago Ferreira Gonçalves, Oliveira, Innaê Vivian Borges da Silva e, Negrão, João Alberto","Revista Brasileira de Zootecnia; 41(5); 1236-1242","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500022&lang=pt" 
"S1516-35982012000500026-scl","Validation of models for predicting milk urea nitrogen concentrations, estimating dry matter intake by the NRC (2001)","Meyer, Paula Marques, Machado, Paulo Fernando, Coldebella, Arlei, Cassoli, Laerte Dagher, Coelho, Karyne Oliveira, Rodrigues, Paulo Henrique Mazza","Revista Brasileira de Zootecnia; 41(5); 1271-1277","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500026&lang=pt" 
"S1516-35982012000500015-scl","Evaporative cooling for lactating sows under high ambient temperature","Kiefer, Charles, Martins, Leandro Pereira, Fantini, Caiki Calepso","Revista Brasileira de Zootecnia; 41(5); 1180-1185","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500015&lang=pt" 
"S1516-35982012000500025-scl","Expressão do gene da leptina e seu receptor Ob-Rb no parênquima mamário de novilhas leiteiras","Lew, Betina Joyce, Oliveira, Mauro Dal Secco de, Carvalho, Marina Vieira de, Freitas Júnior, José Esler de, Rennó, Francisco Palma","Revista Brasileira de Zootecnia; 41(5); 1263-1270","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500025&lang=pt" 
"S1516-35982012000500033-scl","Bands of respiratory rate and cloacal temperature for different broiler chicken strains","Nascimento, Sheila Tavares, Silva, Iran José Oliveira da, Mourão, Gerson Barreto, Castro, Ariane Cristina de","Revista Brasileira de Zootecnia; 41(5); 1318-1324","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500033&lang=pt" 
"S1516-35982012000500032-scl","Determination of digestible isoleucine: lysine ratio in diets for laying hens aged 42-58 weeks","Mello, Heloisa Helena de Carvalho, Gomes, Paulo Cezar, Rocha, Tatiana Cristina da, Donzele, Juarez Lopes, Almeida, Rodrigo Lopes de, Troni, Allan Reis, Carvalho, Bruno Reis de, Viana, Gabriel da Silva","Revista Brasileira de Zootecnia; 41(5); 1313-1317","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500032&lang=pt" 
"S1516-35982012000500030-scl","Compostagem dos dejetos da bovinocultura de corte: influência do período, do genótipo e da dieta","Orrico Junior, Marco Antonio Previdelli, Orrico, Ana Carolina Amorim, Lucas Junior, Jorge de, Sampaio, Alexandre Amstalden Moraes, Fernandes, Alexandre Rodrigo Mendes, Oliveira, Emanuel Almeida de","Revista Brasileira de Zootecnia; 41(5); 1301-1307","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000500030&lang=pt" 
