"S1413-81232016001003303-spa","Disability, family and society: new thinking of an old debate","Goldson, Edward","Ciência &amp; Saúde Coletiva; 21(10); 3303-3307","Ciência &amp; Saúde Coletiva","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003303&lang=pt" 
"S0034-737X2016000500653-scl","Desempenho de Trichogramma pretiosum Riley, 1879 (Hymenoptera: Trichogrammatidae), submetido a inseticidas e fungicidas em dois hospedeiros","Santos, Vinícius Pereira dos, Pratissoli, Dirceu, Paes, João Paulo Pereira, Fragoso, Débora Ferreira Melo, Carvalho, José Romário de","Revista Ceres; 63(5); 653-660","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500653&lang=pt" 
"S0034-737X2016000500691-scl","Different propagules and auxin concentration on rooting of passionflower sandbank","Alexandre, Rodrigo Sobreira, Costa, Poliana Rangel, Chagas, Kristhiano, Mayrinck, Livia Giro, Giles, João Antônio Dutra, Schmildt, Edilson Romais","Revista Ceres; 63(5); 691-697","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500691&lang=pt" 
"S1413-81232016001003277-scl","Características e demandas funcionais de usuários de uma rede local de reabilitação: análise a partir do acolhimento","Souza, Mariana Angélica Peixoto de, Dias, Jane Fonseca, Ferreira, Fabiane Ribeiro, Mancini, Marisa Cotta, Kirkwood, Renata Noce, Sampaio, Rosana Ferreira","Ciência &amp; Saúde Coletiva; 21(10); 3277-3286","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003277&lang=pt" 
"S1413-81232016001003253-spa","Prevalência autorreferida de deficiência no Brasil, segundo a Pesquisa Nacional de Saúde, 2013","Malta, Deborah Carvalho, Stopa, Sheila Rizzato, Canuto, Rogerio, Gomes, Nayara Lopes, Mendes, Vera Lúcia Ferreira, Goulart, Bárbara Niegia Garcia de, Moura, Lenildo de","Ciência &amp; Saúde Coletiva; 21(10); 3253-3264","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003253&lang=pt" 
"S1413-81232016001002999-spa","Reflexões sobre a carreira do atleta paraolímpico brasileiro","Haiachi, Marcelo de Castro, Cardoso, Vinícius Denardin, Reppold Filho, Alberto Reinaldo, Gaya, Adroaldo Cezar Araújo","Ciência &amp; Saúde Coletiva; 21(10); 2999-3006","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001002999&lang=pt" 
"S1413-81232016001003153-scl","Estrutura interna de Unidades de Saúde da Família: acesso para as pessoas com deficiência","Martins, Kaisy Pereira, Costa, Tatiana Ferreira da, Medeiros, Thayris Mariano de, Fernandes, Maria das Graças Melo, França, Inácia Sátiro Xavier de, Costa, Kátia Nêyla de Freitas Macêdo","Ciência &amp; Saúde Coletiva; 21(10); 3153-3160","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003153&lang=pt" 
"S1413-81232016001003111-scl","Quando a participação de crianças e jovens com deficiência não se resume à atividade: um estudo bibliográfico","Santos, Tatiana Vasconcelos dos, Moreira, Martha Cristina Nunes, Gomes, Romeu","Ciência &amp; Saúde Coletiva; 21(10); 3111-3120","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003111&lang=pt" 
"S1413-81232016001002989-scl","O processo de institucionalização do esporte para pessoas com deficiência no Brasil: uma análise legislativa federal","Begossi, Tuany Defaveri, Mazo, Janice Zarpellon","Ciência &amp; Saúde Coletiva; 21(10); 2989-2997","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001002989&lang=pt" 
"S1413-81232016001003203-scl","Paralisia cerebral: faixa etária e gravidade do comprometimento do filho modificam o estresse e o enfrentamento materno","Ribeiro, Maysa Ferreira Martins, Vandenberghe, Luc, Prudente, Cejane Oliveira Martins, Vila, Vanessa da Silva Carvalho, Porto, Celmo Celeno","Ciência &amp; Saúde Coletiva; 21(10); 3203-3212","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003203&lang=pt" 
"S1413-81232016001003061-spa","Problematizando o conceito de deficiência a partir das noções de autonomia e normalidade","Gaudenzi, Paula, Ortega, Francisco","Ciência &amp; Saúde Coletiva; 21(10); 3061-3070","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003061&lang=pt" 
"S1413-81232016001003091-spa","A interação entre as pessoas com síndrome de Down e seus irmãos: um estudo exploratório","Batista, Bruna Rafaela de, Duarte, Márcia, Cia, Fabiana","Ciência &amp; Saúde Coletiva; 21(10); 3091-3099","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003091&lang=pt" 
"S1413-81232016001003131-spa","Perfil das pessoas com deficiência física e Políticas Públicas: a distância entre intenções e gestos","Nogueira, Giovani Cavalheiro, Schoeller, Soraia Dornelles, Ramos, Flávia Regina de Souza, Padilha, Maria Itayra, Brehmer, Laura Cavalcanti de Farias, Marques, Ana Maria Fernandes Borges","Ciência &amp; Saúde Coletiva; 21(10); 3131-3142","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003131&lang=pt" 
"S1413-81232016001003161-scl","Alta hospitalar de clientes com lesão neurológica incapacitante: impreteríveis encaminhamentos para reabilitação","Machado, Wiliam César Alves, Silva, Vera Maria da, Silva, Rafael André da, Ramos, Ricardo Luiz, Figueiredo, Nébia Maria Almeida de, Branco, Elen Martins da Silva Castelo, Rezende, Luciana Krauss, Carreiro, Mônica de Almeida","Ciência &amp; Saúde Coletiva; 21(10); 3161-3170","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003161&lang=pt" 
"S1413-81232016001003143-spa","Vulnerabilidade associada às infecções sexualmente transmissíveis em pessoas com deficiência física","Aragão, Jamilly da Silva, França, Inacia Sátiro Xavier de, Coura, Alexsandro Silva, Medeiros, Carla Campos Muniz, Enders, Bertha Cruz","Ciência &amp; Saúde Coletiva; 21(10); 3143-3152","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003143&lang=pt" 
"S1413-81232016001003287-scl","El Burnout y las variables sociodemográficas en los profesionales de la educación que trabajan con personas con discapacidad en Córdoba (España)","Llorent, Vicente J., Ruiz-Calzado, Inmaculada","Ciência &amp; Saúde Coletiva; 21(10); 3287-3295","Ciência &amp; Saúde Coletiva","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003287&lang=pt" 
"S1413-81232016001003223-scl","Experiências vividas por mães de crianças com deficiência intelectual nos itinerários terapêuticos","Cerqueira, Mércia Mascarenhas Fernandes, Alves, Rafanielly de Oliveira, Aguiar, Maria Geralda Gomes","Ciência &amp; Saúde Coletiva; 21(10); 3223-3232","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003223&lang=pt" 
"S1413-81232016001003233-scl","Estratégias de enfrentamento adotadas por pais de crianças com deficiência intelectual","Santos, Manoel Antonio dos, Pereira-Martins, Maria Laura de Paula Lopes","Ciência &amp; Saúde Coletiva; 21(10); 3233-3244","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003233&lang=pt" 
"S1413-81232016001003265-spa","Deficiência, incapacidade e vulnerabilidade: do capacitismo ou a preeminência capacitista e biomédica do Comitê de Ética em Pesquisa da UFSC","Mello, Anahi Guedes de","Ciência &amp; Saúde Coletiva; 21(10); 3265-3276","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003265&lang=pt" 
"S1413-81232016001003071-scl","Impactos de um documentário sobre o cotidiano de mães e filhos com deficiência: uma análise de cinedebates","Cavalcante, Fátima Gonçalves, Lau, Luciana Ferreira, Barbosa, Gabriella Ferrarese, Berlim, Daniela Lima Gomes, Menezes, Natasha Coelho, Braga, Daniela de Carvalho, Amorim, Annibal Coelho de, Amorim, Yuri Cavalcante","Ciência &amp; Saúde Coletiva; 21(10); 3071-3080","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003071&lang=pt" 
"S1413-81232016001003027-spa","Os sentidos atribuídos ao fenômeno da deficiência a partir do habitus militar","Moreira, Nádia Xavier, Cavalcanti, Ludmila Fontenele, Souza, Rodriane de Oliveira","Ciência &amp; Saúde Coletiva; 21(10); 3027-3035","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003027&lang=pt" 
"S1413-81232016001003253-scl","Prevalência autorreferida de deficiência no Brasil, segundo a Pesquisa Nacional de Saúde, 2013","Malta, Deborah Carvalho, Stopa, Sheila Rizzato, Canuto, Rogerio, Gomes, Nayara Lopes, Mendes, Vera Lúcia Ferreira, Goulart, Bárbara Niegia Garcia de, Moura, Lenildo de","Ciência &amp; Saúde Coletiva; 21(10); 3253-3264","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003253&lang=pt" 
"S1413-81232016001003171-spa","Lesão Encefálica Adquirida: impacto na atividade laboral de sujeitos em idade produtiva e de seus familiares","Ponte, Aline Sarturi, Fedosse, Elenir","Ciência &amp; Saúde Coletiva; 21(10); 3171-3182","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003171&lang=pt" 
"S1413-81232016001002999-scl","Reflexões sobre a carreira do atleta paraolímpico brasileiro","Haiachi, Marcelo de Castro, Cardoso, Vinícius Denardin, Reppold Filho, Alberto Reinaldo, Gaya, Adroaldo Cezar Araújo","Ciência &amp; Saúde Coletiva; 21(10); 2999-3006","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001002999&lang=pt" 
"S1413-81232016001003017-spa","Índice de Funcionalidade Brasileiro: percepções de profissionais e pessoas com deficiência no contexto da LC 142/2013","Pereira, Éverton Luís, Barbosa, Livia","Ciência &amp; Saúde Coletiva; 21(10); 3017-3026","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003017&lang=pt" 
"S1413-81232016001003153-spa","Estrutura interna de Unidades de Saúde da Família: acesso para as pessoas com deficiência","Martins, Kaisy Pereira, Costa, Tatiana Ferreira da, Medeiros, Thayris Mariano de, Fernandes, Maria das Graças Melo, França, Inácia Sátiro Xavier de, Costa, Kátia Nêyla de Freitas Macêdo","Ciência &amp; Saúde Coletiva; 21(10); 3153-3160","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003153&lang=pt" 
"S1413-81232016001003091-scl","A interação entre as pessoas com síndrome de Down e seus irmãos: um estudo exploratório","Batista, Bruna Rafaela de, Duarte, Márcia, Cia, Fabiana","Ciência &amp; Saúde Coletiva; 21(10); 3091-3099","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003091&lang=pt" 
"S1413-81232016001003007-scl","Deficiência como restrição de participação social: desafios para avaliação a partir da Lei Brasileira de Inclusão","Santos, Wederson","Ciência &amp; Saúde Coletiva; 21(10); 3007-3015","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016001003007&lang=pt" 
