"S1519-566X2007000200017-scl","Ácaros associados à cultura da soja no Rio Grande do Sul","Guedes, Jerson V.C., Navia, Denise, Lofego, Antonio C., Dequech, Sônia T.B.","Neotropical Entomology; 36(2); 288-293","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200017&lang=pt" 
"S0102-09352007000200011-scl","Microalterations in the third eyelid gland of dogs with keratoconjunctivits sicca secondary to distemper","Brito, F.L.C., Silva Júnior, V.A., Maia, F.C.L., Pereira Junior, J.R., Laus, J.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 340-344","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200011&lang=pt" 
"S0102-09352007000200014-scl","Membrana amniótica e pericárdio canino como curativos biológicos na preparação do leito receptor para enxertia cutânea autógena","Aceto, M.L., Coelho, M.C.O.C., Monteiro, V.L.C., Carneiro-Leão, A.M.A., Melo-Júnior, M.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 358-362","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200014&lang=pt" 
"S0102-09352007000200020-scl","Erupção dental em pacas (Agouti paca) criadas em cativeiro","Oliveira, F.S., Canola, J.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 390-394","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200020&lang=pt" 
"S0102-09352007000200019-scl","Uniparidade em pacas criadas em cativeiro (Agouti paca, Linnaeus, 1766)","Oliveira, F.S., Machado, M.R.F., Canola, J.C., Camargo, M.H.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 387-389","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200019&lang=pt" 
"S0102-09352007000200018-scl","Experimental infection in Notodiaptomus sp. (Crustacea: Calanoida) with larvae of Camallanus sp. (Nematoda: Camallanidae)","Martins, M.L., Ghiraldelli, L., Garcia, F., Onaka, E.M., Fujimoto, R.Y.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 382-386","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200018&lang=pt" 
"S0102-09352007000200047-scl","Uso de softwares para gerenciamento de rebanhos bovinos leiteiros","Lopes, M.A., Lago, A.A., Cócaro, H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 547-549","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200047&lang=pt" 
"S0102-09352007000200046-scl","Manutenção in vitro de células IDE8 em dois tipos de soro bovino","Bastos, C.V., Vasconcelos, M.M.C., Ribeiro, M.F.B., Passos, L.M.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 543-546","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200046&lang=pt" 
"S0102-09352007000200042-scl","Larvas de nematóides de importância zoonótica encontradas em traíras (Hoplias malabaricus bloch, 1794) no município de Santo Antonio do Leverger, MT","Barros, L.A., Moraes Filho, J., Oliveira, R.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 533-535","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200042&lang=pt" 
"S0102-09352007000200040-scl","Evaluation of tracheal wash of horses with exercise-induced pulmonary hemorrhage treated with furosemide","Hegedüs, R.M., Michima, L.E.S., Souza, V.R.C., Dutra, G.H.P., Fernandes, W.R., Coelho, C.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 527-529","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200040&lang=pt" 
"S0102-09352007000200027-scl","Digestibilidade aparente dos nutrientes de dietas simplificadas baseadas em forragens para coelhos em crescimento","Ferreira, W.M., Herrera, A.D.P.N., Scapinello, C., Fontes, D.O., Machado, L.C., Ferreira, S.R.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 451-458","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200027&lang=pt" 
"S0102-09352007000200039-scl","Espondilolistese em frango de corte no Brasil","Paixão, T.A., Ribeiro, B.R.C., Hoerr, F.J., Santos, R.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 523-526","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200039&lang=pt" 
"S0102-09352007000200034-scl","Rentabilidade da exploração leiteira em uma propriedade durante cinco anos","Prado, E., Geraldo, L.G., Cardoso, B.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 501-507","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200034&lang=pt" 
"S0102-09352007000200036-scl","Uretrostomia para colheita seriada de urina em bezerros","Flôres, R.V., Souza, C.A., Gheller, V.A., Foltynek, V., Marval, C.A., Bordin, A.I., Viana, A.A.F., Ocarino, N.M., Serakides, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 513-516","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200036&lang=pt" 
"S0102-09352007000200038-scl","Infestação de Tunga penetrans siphonaptera: Tungidae em cascos de vacas leiteiras F1 Holandês-Zebu","Ribeiro, J.C.V.C., Coelho, S.C., Ruas, J.R.M., Lana, A.M.Q., Carvalho, A.U., Facury Filho, E.J., Saturnino, H.M., Reis, R.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 520-522","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200038&lang=pt" 
"S0102-09352007000200037-scl","Renal dysplasia in a Limousin calf","Castro, M.B., Szabó, M.P.J., Ferreira, W.L., Pereira, A.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 517-519","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200037&lang=pt" 
"S0102-09352007000200041-scl","Condrossarcoma primário de língua em cão","Silva, A.E., Moreira, E.L.T., Ocarino, N.M., Franco, A.L., Santos, A.P., Souza, T.S., Serakides, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 530-532","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200041&lang=pt" 
