"S2007-28722013000300008-mex","La educación en sociedades líquidas","Yáñez-Velazco, Juan-Carlos","Revista iberoamericana de educación superior; 4(11); 137-137","Revista iberoamericana de educación superior","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-28722013000300008&lang=pt" 
"S0102-67202013000300013-scl","Transplante de intestino delgado","Pécora, Rafael Antonio Arruda, David, André Ibrahim, Lee, André Dong, Galvão, Flávio Henrique, Cruz-Junior, Ruy Jorge, D&#039;Albuquerque, Luiz Augusto Carneiro","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 223-229","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300013&lang=pt" 
"S0102-67202013000300015-scl","Tratamento videoendoscópico do leiomioma de esôfago","Pinheiro, Fernando Antonio Siqueira, Campos, Antonio Borges, Matos, Juliana Regia Furtado, Araripe, Daniel Pereira de Alencar","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 234-237","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300015&lang=pt" 
"S0102-67202013000300016-scl","Hemobilia após colocação de anastomose portossistêmica intra-hepática transjugular (TIPS): transplante hepático de resgate - relato de caso","Kruel, Cleber Rosito Pinto, Guimarães, Marcelo, Chedid, Aljamir Duarte, Grezzana-Filho, Tomaz Maria de Jesus, Leipnitz, Ian, Araújo, Alexandre de, ÁLvares-da-Silva, Mario Reis, Kruel, Cleber Dario Pinto","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 238-240","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300016&lang=pt" 
"S0102-67202013000300020-scl","A indexação da ABCD no Pubmed e a cirurgia da hipertensão portal esquistossomótica no Brasil","Ferreira, Fabio Gonçalves, Evangelista Neto, João","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 248-251","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300020&lang=pt" 
"S1809-29502013000300003-scl","Comparação do equilíbrio postural entre adolescentes do sexo feminino e masculino","Dorneles, Patrícia Paludette, Pranke, Gabriel Ivan, Mota, Carlos Bolli","Fisioterapia e Pesquisa; 20(3); 210-214","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300003&lang=pt" 
"S1809-29502013000300006-scl","Queixas musculoesqueléticas em uma Unidade Básica de Saúde: implicações para o planejamento das ações em saúde e fisioterapia","Trindade, Kiria Maria de Carvalho, Schmitt, Ana Carolina Basso, Casarotto, Raquel Aparecida","Fisioterapia e Pesquisa; 20(3); 228-234","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300006&lang=pt" 
"S1809-29502013000300007-scl","Comparação dos valores medidos e previstos de pressões respiratórias máximas em escolares saudáveis","Barreto, Lídia Miranda, Duarte, Marco Antônio, Moura, Sarah Costa Drumond de Oliveira, Alexandre, Betânia Luiza, Augusto, Leonardo Silva, Fontes, Maria Jussara Fernandes","Fisioterapia e Pesquisa; 20(3); 235-243","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300007&lang=pt" 
"S1809-29502013000300008-scl","Comparação do alongamento estático, balístico e contrair-relaxar nos músculos isquiotibiais","Morcelli, Mary Hellen, Oliveira, Júlia Martins Cruz Alves, Navega, Marcelo Tavella","Fisioterapia e Pesquisa; 20(3); 244-249","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300008&lang=pt" 
"S1809-29502013000300009-scl","Percepção de estudantes do curso de fisioterapia sobre sua formação profissional para atuação na atenção básica no Sistema Único de Saúde","Seriano, Kajena Nascimento, Muniz, Vivianne Ramos da Cunha, Carvalho, Maria Ester Ibiapina Mendes de","Fisioterapia e Pesquisa; 20(3); 250-255","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300009&lang=pt" 
"S1809-29502013000300010-scl","Capacidade para o trabalho e saúde: o que pensam as trabalhadoras da indústria de vestuário","Augusto, Viviane Gontijo, Sampaio, Rosana Ferreira, Ferreira, Lorena Magda, Kirkwood, Renata Noce","Fisioterapia e Pesquisa; 20(3); 256-261","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300010&lang=pt" 
"S1809-29502013000300011-scl","Perfil clínico e atuação fisioterapêutica em pacientes atendidos na emergência pediátrica de um hospital público de Goiás","Taquary, Sara Alves dos Santos, Ataíde, Débora Santos, Vitorino, Priscila Valverde de Oliveira","Fisioterapia e Pesquisa; 20(3); 262-267","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300011&lang=pt" 
"S1809-29502013000300012-scl","Perfil da Fisioterapia Esportiva nas Instituições de Ensino Superior do Brasil","Oliveira, Rodrigo Ribeiro de, Rebouças, Nahra Santos, Marques, Natália Pereira, Brollo, Carlos Henrique Jasmim, Oliveira, Marcela Nicácio Medeiros de, Lima, Pedro Olavo de Paula","Fisioterapia e Pesquisa; 20(3); 268-277","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300012&lang=pt" 
"S1809-29502013000300013-scl","Força de preensão e destreza manual na criança com Síndrome de Down","Priosti, Paula Aivazoglou, Blascovi-Assis, Silvana Maria, Cymrot, Raquel, Vianna, Denise Loureiro, Caromano, Fátima Aparecida","Fisioterapia e Pesquisa; 20(3); 278-285","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300013&lang=pt" 
"S1809-29502013000300015-scl","Abordagem fisioterapêutica da ataxia espinocerebelar: uma revisão sistemática","Martins, Camilla Polonini, Rodrigues, Erika de Carvalho, Oliveira, Laura Alice Santos de","Fisioterapia e Pesquisa; 20(3); 293-298","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300015&lang=pt" 
"S1809-29502013000300014-scl","Estimulação elétrica de alta voltagem incrementa a cicatrização de lesões cutâneas crônicas: análise de seis casos","Gui, Maísa Soares, Guirro, Rinaldo Roberto de Jesus, Sakabe, Daniel Iwai, Sakabe, Fabiana Forti","Fisioterapia e Pesquisa; 20(3); 286-292","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300014&lang=pt" 
"S0103-507X2013000300245-scl","Lesao nasal precoce pelo uso da pronga nasal em recem-nascidos prematuros de muito baixo peso: estudo piloto","Ota, Nathalie Tiemi, Davidson, Josy, Guinsburg, Ruth","Revista Brasileira de Terapia Intensiva; 25(3); 245-250","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300245&lang=pt" 
"S0103-507X2013000300188-scl","Implantacao de protocolo de reducao de sedacao profunda baseado em analgesia comprovadamente seguro e factivel em pacientes submetidos a ventilacao mecanica","Bugedo, Guillermo, Tobar, Eduardo, Aguirre, Marcia, Gonzalez, Hugo, Godoy, Jorge, Lira, Maria Teresa, Lora, Pilar, Encalada, Eduardo, Hernandez, Antonio, Tomicic, Vinko, Castro, Jose, Jara, Juan, Andresen, Max, Ugarte, Hector","Revista Brasileira de Terapia Intensiva; 25(3); 188-196","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300188&lang=pt" 
"S0103-507X2013000300197-scl","Diferenca de ions fortes na urina como determinante importante das alteracoes na concentracao plasmatica de cloreto em pacientes no pos-operatorio","Masevicius, Fabio Daniel, Vazquez, Alejandro Risso, Enrico, Carolina, Dubin, Arnaldo","Revista Brasileira de Terapia Intensiva; 25(3); 197-204","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300197&lang=pt" 
"S0103-507X2013000300218-scl","Aspectos funcionais e psicologicos imediatamente apos alta da Unidade de Terapia Intensiva: coorte prospectiva","Vesz, Patrini Silveira, Costanzi, Monise, Stolnik, Debora, Dietrich, Camila, Freitas, Karen Lisiane Chini de, Silva, Leticia Aparecida, Almeida, Carolina Schunke de, Souza, Camila Oliveira de, Ondere, Jorge, Souza, Dante Lucas Santos, Neves, Taciano Elias de Oliveira, Meister, Mariana Vianna, Barbosa, Eric Schwellberger, Paiva, Marilia Paz de, Carvalho, Taiana Silva, Savi, Augusto, Maccari, Jucara Gasparetto, Cremonese, Rafael Viegas, Ribeiro, Marlise de Castro, Teixeira, Cassiano","Revista Brasileira de Terapia Intensiva; 25(3); 218-224","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300218&lang=pt" 
"S0103-507X2013000300239-scl","Infecções relacionadas à assistência à saúde por Staphylococcus coagulase negativa em unidade de terapia intensiva neonatal","Silva, Andre Ricardo Araujo da, Simoes, Maria Luiza Costa de Lima, Werneck, Lucia dos Santos, Teixeira, Cristiane Henriques","Revista Brasileira de Terapia Intensiva; 25(3); 239-244","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300239&lang=pt" 
"S0103-507X2013000300205-scl","Ânion gap corrigido para albumina, fosfato e lactato é um bom preditor de íon gap forte em pacientes enfermos graves: estudo de coorte em nicho","Zampieri, Fernando Godinho, Park, Marcelo, Ranzani, Otavio Tavares, Maciel, Alexandre Toledo, Souza, Heraldo Possolo de, Cruz Neto, Luiz Monteiro da, Silva, Fabiano Pinheiro da","Revista Brasileira de Terapia Intensiva; 25(3); 205-211","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300205&lang=pt" 
"S0103-507X2013000300225-scl","Carga de trabalho de enfermagem em unidades de terapia intensiva publicas e privadas","Nogueira, Lilia de Souza, Koike, Karina Mitie, Sardinha, Debora Souza, Padilha, Katia Grillo, Sousa, Regina Marcia Cardoso de","Revista Brasileira de Terapia Intensiva; 25(3); 225-232","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300225&lang=pt" 
"S0103-507X2013000300251-scl","Impacto da terapia renal substitutiva na funcao respiratoria de pacientes sob ventilacao mecanica","Lopes, Fernanda Maia, Ferreira, Jose Roberval, Gusmao-Flores, Dimitri","Revista Brasileira de Terapia Intensiva; 25(3); 251-257","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300251&lang=pt" 
"S1809-29502013000300004-scl","Avaliação do risco ergonômico em trabalhadores da indústria têxtil por dois instrumentos: quick exposure check e job factors questionnaire","Comper, Maria Luiza Caires, Padula, Rosimeire Simprini","Fisioterapia e Pesquisa; 20(3); 215-221","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300004&lang=pt" 
"S1809-29502013000300016-scl","Equilíbrio estático e dinâmico em bailarinos: revisão da literatura","Costa, Michelle Silva da Silveira, Ferreira, Arthur de Sá, Felicio, Lilian Ramiro","Fisioterapia e Pesquisa; 20(3); 299-305","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300016&lang=pt" 
"S1809-29502013000300005-scl","Estudo de seguimento da função motora de indivíduos pós-acidente vascular encefálico","Polese, Janaíne Cunha, Pinheiro, Marina de Barros, Basilio, Marluce Lopes, Parreira, Verônica F., Britto, Raquel Rodrigues, Teixeira-Salmela, Luci Fuscaldi","Fisioterapia e Pesquisa; 20(3); 222-227","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300005&lang=pt" 
"S0102-67202013000300004-scl","Avaliação das complicações da esofagectomia de resgate na terapêutica cirúrgica do câncer de esôfago avançado","Aquino, José Luis Braga de, Said, Marcelo Manzano, Pereira, Douglas Alexandre Rizzanti, Cecchino, Gustavo Nardini, Leandro-Merhi, Vânia Aparecida","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 173-178","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300004&lang=pt" 
"S0102-67202013000300011-scl","Complicações após pancreatectomias: estudo prospectivo após as novas classificações GIEDFP e GIECP","Amico, Enio Campos, Alves, José Roberto, João, Samir Assi, Guimarães, Priscila Luana Franco Costa, Barreto, Élio José Silveira da Silva, Barreto, Leonardo Silveira da Silva, Costa, Paulo Renato Leal, Medeiros, Joafran Alexandre Costa de","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 213-218","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300011&lang=pt" 
"S1645-91992013000300013-prt","Novos construtores e velhos forjadores","Pélissier, René","Relações Internacionais (R:I); (39); 125-133","Relações Internacionais (R:I)","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992013000300013&lang=pt" 
"S0101-31572013000300009-scl","The grab of the world&#039;s land and water resources","Obeng-Odoom, Franklin","Revista de Economia Política; 33(3); 527-537","Revista de Economia Política","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572013000300009&lang=pt" 
"S0101-31572013000300007-scl","Keynes e o conceito de capital: reflexões epistemológicas a respeito das premissas sraffianas da teoria geral","Herscovici, Alain","Revista de Economia Política; 33(3); 486-504","Revista de Economia Política","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572013000300007&lang=pt" 
"S0101-31572013000300001-scl","The value of the exchange rate and the Dutch disease","Bresser-Pereira, Luiz Carlos","Revista de Economia Política; 33(3); 371-387","Revista de Economia Política","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572013000300001&lang=pt" 
"S0101-31572013000300006-scl","Desindustrialização e comércio exterior: evidências recentes para o Brasil","Cunha, André Moreira, Lelis, Marcos Tadeu Caputi, Fligenspan, Flavio Benevett","Revista de Economia Política; 33(3); 463-485","Revista de Economia Política","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572013000300006&lang=pt" 
"S1134-928X2013000300007-esp","Abordaje de enfermería en heridas de urgencias","García González, R. Fernando, Gago Fornell, Manuel, Chumilla López, Sol, Gaztelu Valdés, Victoriana","Gerokomos; 24(3); 132-138","Gerokomos","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2013000300007&lang=pt" 
"S0102-76382013000300002-scl","Efeitos deletérios do reprocessamento de fios-guia: um alerta","Godoy, Moacir Fernandes de","Brazilian Journal of Cardiovascular Surgery; 28(3); IV-IV","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300002&lang=pt" 
"S0102-76382013000300001-scl","Valorizando a qualidade da pesquisa científica","Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 28(3); I-III","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300001&lang=pt" 
"S0102-76382013000300007-scl","Effects of reprocessing on chemical and morphological properties of guide wires used in angioplasty","Gelamo, Rogério Valentim, Sene, Eva Cláudia Venâncio de, Paiva, Luciana, Oliveira, Cristina da Cunha Hueb Barata de, Maltos, André Luiz, Schreiner, Wido H., Moraes, Mário Bica de, Vaz, Alfredo R., Moshkalev, Stanislav A., Cunha, Daniel Ferreira da","Brazilian Journal of Cardiovascular Surgery; 28(3); 331-337","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300007&lang=pt" 
"S0102-76382013000300014-scl","Assessment of sternal closure using titanium plate","Arnoni, Renato Tambellini, Dantas, Daniel Chagas, Arnoni, Antoninho, Nigro Neto, Caetano, Abdulmassih Neto, Camilo","Brazilian Journal of Cardiovascular Surgery; 28(3); 386-390","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300014&lang=pt" 
"S0102-76382013000300016-scl","Assistência ventricular com implante do dispositivo CentriMag VAS® para suporte mecânico biventricular","Breda, João Roberto, Gaia, Diego Felipe, Macedo, Murilo, Motta, Pedro, Martins, Márcio, Alves, Daniel, Luppi, Andre, Palma, José Honório","Brazilian Journal of Cardiovascular Surgery; 28(3); 401-404","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300016&lang=pt" 
"S0102-76382013000300021-scl","Cardiologia em revistas científicas brasileiras: um panorama","Patel, Kavita Kirankumar, Silva, Mauricio Rocha e","Brazilian Journal of Cardiovascular Surgery; 28(3); 422-422","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300021&lang=pt" 
