"S0101-73302012000100017-scl","Sobre algumas relações entre qualificação, trabalho docente e gênero","Durães, Sarah Jane Alves","Educação &amp; Sociedade; 33(118); 271-288","Educação &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302012000100017&lang=pt" 
"S0073-47212012000100015-scl","Oligochaetes (Annelida, Clitellata) in a neotropical stream: a mesohabitat approach","Gorni, Guilherme R., Alves, Roberto da G.","Iheringia. Série Zoologia; 102(1); 106-110","Iheringia. Série Zoologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100015&lang=pt" 
"S0073-47212012000100006-scl","Nova espécie de Thaumastus da Floresta Atlântica do Paraná, Brasil (Mollusca, Gastropoda, Pulmonata, Bulimuloidea)","Colley, Eduardo","Iheringia. Série Zoologia; 102(1); 43-47","Iheringia. Série Zoologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100006&lang=pt" 
"S1413-65382012000100001-scl","Editorial","Manzini, Eduardo José, Marquezine, Maria Cristina, Nunes, Leila Regina d&#039;Oliveira de Paula, Mori, Nerli Nonato Ribeiro, Magalhães, Rita de Cássia Barbosa Paiva, Tanaka, Eliza Dieko Oshiro","Revista Brasileira de Educação Especial; 18(1); 1-2","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000100001&lang=pt" 
"S1413-65382012000100007-scl","Concepções de professores sobre a temática das chamadas dificuldades de aprendizagem","Oliveira, Jáima Pinheiro de, Santos, Sabrina Antunes dos, Aspilicueta, Patrícia, Cruz, Gilmar de Carvalho","Revista Brasileira de Educação Especial; 18(1); 93-112","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000100007&lang=pt" 
"S1679-87592012000100002-scl","Circulation and salt intrusion in the Piaçaguera Channel, Santos (SP)","Miranda, Luiz Bruner de, Olle, Eugenio Dalle, Bérgamo, Alessandro Luvizon, Silva, Lourval dos Santos, Andutta, Fernando Pinheiro","Brazilian Journal of Oceanography; 60(1); 11-23","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100002&lang=pt" 
"S1679-87592012000100003-scl","Impact on a fish assemblage of the maintenance dredging of a navigation channel in a tropical coastal ecosystem","Silva Junior, Demarques Ribeiro da, Santos, Sérgio Ricardo, Travassos, Marcelo, Vianna, Marcelo","Brazilian Journal of Oceanography; 60(1); 25-32","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100003&lang=pt" 
"S1679-87592012000100006-scl","Four-year monthly sediment deposition on turbid southwestern Atlantic coral reefs, with a comparison of benthic assemblages","Castro, Clovis Barreira e, Segal, Bárbara, Negrão, Fábio, Calderon, Emiliano Nicolas","Brazilian Journal of Oceanography; 60(1); 49-63","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100006&lang=pt" 
"S0102-33062012000100017-scl","A numerical taxonomic study of the family Zygophyllaceae from Egypt","khalik, Kadry N. Abdel","Acta Botanica Brasilica; 26(1); 165-180","Acta Botanica Brasilica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000100017&lang=pt" 
"S0102-33062012000100023-scl","Reproductive biology of a highly endemic species: Cipocereus laniflorus N.P. Taylor &amp; Zappi (Cactaceae)","Rego, Juliana Ordones, Franceschinelli, Edivani Villaron, Zappi, Daniela Cristina","Acta Botanica Brasilica; 26(1); 243-250","Acta Botanica Brasilica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000100023&lang=pt" 
"S0210-56912012000200006-esp","Recomendaciones del Grupo de Trabajo Enfermedades Infecciosas (GTEI) de la Sociedad Española de Medicina Intensiva, Crítica y Unidades Coronarias (SEMICYUC) y el Grupo de Estudio de Infecciones en el Paciente Crítico (GEIPC) de la Sociedad Española de Enfermedades Infecciosas y Microbiología clínica (SEIMC) para el diagnóstico y tratamiento de la gripe A/H1N1 en pacientes adultos graves hospitalizados en las Unidades de Cuidados Intensivos","Rodríguez, A., Álvarez-Rocha, L., Sirvent, J.M., Zaragoza, R., Nieto, M., Arenzana, A., Luque, P., Socías, L., Martín, M., Navarro, D., Camarena, J., Lorente, L., Trefler, S., Vidaur, L., Solé-Violán, J., Barcenilla, F., Pobo, A., Vallés, J., Ferri, C., Martín-Loeches, I., Díaz, E., López, D., López-Pueyo, M.J., Gordo, F., Nogal, F. del, Marqués, A., Tormo, S., Fuset, M.P., Pérez, F., Bonastre, J., Suberviola, B., Navas, E., León, C.","Medicina Intensiva; 36(2); 103-137","Medicina Intensiva","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912012000200006&lang=pt" 
"S0004-27302012000200004-scl","Importância da orientação nutricional e do teor de fibras da dieta no controle glicêmico de pacientes diabéticos tipo 2 sob intervenção educacional intensiva","Carvalho, Fernanda Sanches, Pimazoni Netto, Augusto, Zach, Patrícia, Sachs, Anita, Zanella, Maria Teresa","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 56(2); 110-119","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302012000200004&lang=pt" 
"S0004-27302012000200003-scl","Síndrome metabólica em adolescentes de diferentes estados nutricionais","Stabelini Neto, Antonio, Bozza, Rodrigo, Ulbrich, Anderson, Mascarenhas, Luis Paulo Gomes, Boguszewski, Margaret Cristina da Silva, Campos, Wagner de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 56(2); 104-109","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302012000200003&lang=pt" 
