"S1657-92672013000300017-col","Análisis psicosocial del consumo de alcohol en adolescentes mexicanos","Villarreal González, María Elena, Sánchez Sosa, Juan Carlos, Musitu Ochoa, Gonzalo","Universitas Psychologica; 12(3); 857-873","Universitas Psychologica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672013000300017&lang=pt" 
"S0123-93922013000300002-col","Infecciones del tracto urinario bajo en adultos y embarazadas: consenso para el manejo empírico","Martinez, E, Osorio, J, Delgado, J, Esparza, G.E, Motoa, G, Blanco, V.M, Hernandez, C.A, Agudelo, A, Aluma, L.J, Betancurt, C.A, Ospina, W, Camargo, J.C, Canaval, H, Castañeda, C, Correa, A, De La Cadena, E, Gomez, A, Gomez, J, Rico, C.L, Matta, L, Medina, Y.A, Mendoza, H, Mendoza, L.A, Pallares, C, Perez, H, Valderrama, S, Villabon, M, Villegas, M.V","Infectio; 17(3); 122-135","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300002&lang=pt" 
"S0123-93922013000300003-col","Caracterización de los programas de prevención y control de infecciones en instituciones hospitalarias de Medellín - Colombia, 2011","Maldonado Lizarazo, Natalia Andrea, Luna Villamil, Marta Alicia, Lopera Velásquez, Verónica, Robledo, Jaime, Robledo Restrepo, Carlos Gonzalo","Infectio; 17(3); 136-145","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300003&lang=pt" 
"S0123-93922013000300004-col","Participación de la vitamina D en la patogénesis de la infección por el virus de la inmunodeficiencia humana tipo 1","Aguilar-Jiménez, Wbeimar, Zapata B, Wildeman, Rugeles L, María Teresa","Infectio; 17(3); 146-152","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300004&lang=pt" 
"S0123-93922013000300005-col","Reporte de caso y revisión de la literatura de caso de paciente con meningoencefalitis por amebas de vida libre","Vélez V, María C, Zapata S, Ana L, Ortiz M, Diana C, Trujillo H, Mónica, Restrepo G, Andrea, Garcés S, Carlos","Infectio; 17(3); 153-159","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300005&lang=pt" 
"S0123-93922013000300007-col","Hepatitis anictérica como manifestación de sífilis congénita","Cifuentes C, Yolanda, Vallejo R, Cristian","Infectio; 17(3); 163-166","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300007&lang=pt" 
"S0123-93922013000300008-col","Encefalitis rábica humana secundaria a mordedura por gato infectado por un virus rábico de origen silvestre","Bustos Claro, Marlon Mauricio, Ávila Álvarez, Albert Alejandro, Beltrán Carrascal, Elkin José, Aguiar Martínez, Leonar Giovanni, Meek Benigni, Eugenio, Prieto Beltrán, Andrés Felipe, Méndez Ayala, Juan Alejandro","Infectio; 17(3); 167-170","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300008&lang=pt" 
"S0104-44782013000300001-scl","Apresentação","Costa, Paulo Roberto Neves","Revista de Sociologia e Política; 21(47); 5-7","Revista de Sociologia e Política","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782013000300001&lang=pt" 
"S0104-44782013000300011-scl","ERRATA V. 21, N. 46","","Revista de Sociologia e Política; 21(47); 163-163","Revista de Sociologia e Política","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782013000300011&lang=pt" 
"S1517-97022013000300001-scl","Editorial","Pietri, Émerson de","Educação e Pesquisa; 39(3); 565-574","Educação e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022013000300001&lang=pt" 
"S0102-311X2013000900031-scl","Políticas de Saúde no Brasil, continuidades e mudanças","Falleiros, Ialê","Cadernos de Saúde Pública; 29(9); 1913-1914","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000900031&lang=pt" 
"S0102-311X2013000900030-scl","Políticas e Sistema de Saúde no Brasil","Magluta, Cynthia","Cadernos de Saúde Pública; 29(9); 1912-1913","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000900030&lang=pt" 
"S0100-29452013000300002-scl","Classificação da RBF por áreas","Ruggiero, Carlos","Revista Brasileira de Fruticultura; 35(3); iv-v","Revista Brasileira de Fruticultura","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000300002&lang=pt" 
"S0100-29452013000300001-scl","Poda de Frutíferas","Scarpare Filho, João Alexio","Revista Brasileira de Fruticultura; 35(3); i-iii","Revista Brasileira de Fruticultura","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000300001&lang=pt" 
"S1679-62252013000300625-scl","The roles of marginal lagoons in the maintenance of genetic diversity in the Brazilian migratory fishes Prochilodus argenteus and P. costatus","Melo, Bruno F., Sato, Yoshimi, Foresti, Fausto, Oliveira, Claudio","Neotropical Ichthyology; 11(3); 625-636","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000300625&lang=pt" 
"S1679-62252013000300537-scl","Three new species of Astyanax from drainages of southern Brazil (Characiformes: Characidae)","Lucena, Carlos A. S. de, Castro, Jonas Blanco, Bertaco, Vinicius A.","Neotropical Ichthyology; 11(3); 537-552","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000300537&lang=pt" 
