"S0482-50042012000100014-scl","Níveis séricos elevados de homocisteína em pacientes pediátricos com fenômeno de Raynaud primário","Kutilek, Stepan, Nemec, Vladimir, Bockayova, Eva","Revista Brasileira de Reumatologia; 52(1); 128-130","Revista Brasileira de Reumatologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042012000100014&lang=pt" 
"S0102-36162012000100017-scl","Reconstrução após ressecção extensa de tumor das cinturas pélvica e escapular: relato de dois casos","Dallagnol, Juliana Corrêa, Freitas, Rosyane Rena de, Crivellaro, André Luiz Soares, Mello, Glauco José Pauka, Armani Neto, Mário, Freitas Filho, Geraldo de","Revista Brasileira de Ortopedia; 47(1); 118-123","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100017&lang=pt" 
"S0102-36162012000100018-scl","Lipossarcoma primário ósseo da coluna lombar: relato de caso","Moraes, Frederico Barra de, Cardoso, André Luiz Passos, Tristão, Newton Antônio, Pimenta Júnior, Wilson Eloy, Daher, Sérgio, Carneiro, Siderley de Souza, Barbosa, Nathalia Parrode Machado, Malta, Nayanne de Lima, Ribeiro, Noara Barros","Revista Brasileira de Ortopedia; 47(1); 124-129","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100018&lang=pt" 
"S0102-36162012000100019-scl","Luxatio erecta bilateral: um relato de caso","Acosta, César Augusto Xavier, Resch, Elemar da Silva, Rodrigues, Rafael","Revista Brasileira de Ortopedia; 47(1); 130-132","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100019&lang=pt" 
"S0100-06832012000100004-scl","Indicadores microbianos de qualidade do solo em diferentes sistemas de manejo","Lisboa, Bruno Brito, Vargas, Luciano Kayser, Silveira, Andressa Oliveira da, Martins, Adriana Ferreira, Selbach, Pedro Alberto","Revista Brasileira de Ciência do Solo; 36(1); 33-44","Revista Brasileira de Ciência do Solo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100004&lang=pt" 
"S1413-70542012000100003-scl","Genetic progress of phenotypic recurrent selection in popcorn","Ematné, Hugo Junqueira, Souza, João Cândido de, Biudes, Gustavo Barnabé, Nunes, José Airton Rodrigues, Guedes, Fernando Lisboa","Ciência e Agrotecnologia; 36(1); 25-30","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100003&lang=pt" 
"S1413-70542012000100005-scl","Relationship between fruit maturation stage and physiological quality of physic nut (Jatropha curcas L.) seeds","Silva, Laércio Junio da, Dias, Denise Cunha Fernandes dos Santos, Milagres, Carla do Carmo, Dias, Luiz Antônio dos Santos","Ciência e Agrotecnologia; 36(1); 39-44","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100005&lang=pt" 
"S0100-69162012000100013-scl","Contribuição da estrutura interna na perda de carga de filtros de areia utilizados na irrigação","Mesquita, Marcio, Testezlaf, Roberto, Salcedo, Juan C., Bizari, Douglas R.","Engenharia Agrícola; 32(1); 121-130","Engenharia Agrícola","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162012000100013&lang=pt" 
"S0100-204X2012000200016-scl","Estrutura metabólica e genética de comunidades bacterianas em solo de cerrado sob diferentes manejos","Souza, Leandro Moraes de, Schlemmer, Franciele, Alencar, Priscila Martins, Lopes, André Alves de Castro, Passos, Samuel Ribeiro, Xavier, Gustavo Ribeiro, Fernandes, Marcelo Ferreira, Mendes, Ieda de Carvalho, Reis Junior, Fábio Bueno dos","Pesquisa Agropecuária Brasileira; 47(2); 269-276","Pesquisa Agropecuária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2012000200016&lang=pt" 
"S0034-70942012000100001-scl","O compromisso de cuidar","Conceição, Mario J da","Revista Brasileira de Anestesiologia; 62(1); 2-2","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942012000100001&lang=pt" 
"S1413-70542012000100001-scl","Nature value: the evolution of this concept","Silva, Sabrina Soares da, Reis, Ricardo Pereira, Ferreira, Patrícia Aparecida","Ciência e Agrotecnologia; 36(1); 9-15","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100001&lang=pt" 
"S1413-70542012000100002-scl","Essential oils for rust control on coffee plants","Pereira, Ricardo Borges, Lucas, Gilvaine Ciavareli, Perina, Fabiano José, Alves, Eduardo","Ciência e Agrotecnologia; 36(1); 16-24","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100002&lang=pt" 
"S1413-70542012000100004-scl","Quantitative trait loci associated with resistance to gray leaf spot and grain yield in corn","Veiga, Adriano Delly, Pinho, Renzo Garcia Von, Resende, Luciane Vilela, Pinho, Édila Vilela de Resende Von, Balestre, Márcio, Pereira, Laís Andrade","Ciência e Agrotecnologia; 36(1); 31-38","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100004&lang=pt" 
"S1413-70542012000100006-scl","Resistance of tomato strains to the moth Tuta absoluta imparted by allelochemicals and trichome density","Oliveira, Celso Mattes de, Andrade Júnior, Valter Carvalho de, Maluf, Wilson Roberto, Neiva, Irã Pinheiro, Maciel, Gabriel Mascarenhas","Ciência e Agrotecnologia; 36(1); 45-52","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100006&lang=pt" 
"S1413-70542012000100007-scl","Sea surface temperature (SST) and rainfall erosivity in the Upper Grande River Basin, southeast Brazil","Mello, Carlos Rogério de, Norton, Lloyd Darrell, Curi, Nilton, Yanagi, Silvia Nazaré Monteiro","Ciência e Agrotecnologia; 36(1); 53-59","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100007&lang=pt" 
"S1413-70542012000100008-scl","Selection intensities of families and clones in potato breeding","Benavente, César Augusto Ticona, Pinto, César Augusto Brasil Pereira","Ciência e Agrotecnologia; 36(1); 60-68","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100008&lang=pt" 
"S1413-70542012000100009-scl","Use of sawdust Eucalyptus sp. in the preparation of activated carbons","Couto, Gabriela Martucci, Dessimoni, Anelise Lima de Abreu, Bianchi, Maria Lúcia, Perígolo, Deise Morone, Trugilho, Paulo Fernando","Ciência e Agrotecnologia; 36(1); 69-77","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100009&lang=pt" 
"S1413-70542012000100010-scl","Effect of maltodextrin on the freezing point and thermal conductivity of uvaia pulp (Eugenia piriformis Cambess)","Villa-Vélez, Harvey Alexander, Telis-Romero, Javier, Higuita, Diana Maria Cano, Telis, Vânia Regina Nicolletti","Ciência e Agrotecnologia; 36(1); 78-85","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100010&lang=pt" 
"S1413-70542012000100011-scl","Technological and sensory quality of restructured low-fat cooked ham containing liquid whey","Dutra, Monalisa Pereira, Cardoso, Giselle Pereira, Ramos, Eduardo Mendes, Ramos, Alcinéia de Lemos Souza, Pinheiro, Ana Carla Marques, Fontes, Paulo Rogério","Ciência e Agrotecnologia; 36(1); 86-92","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100011&lang=pt" 
"S1413-70542012000100012-scl","Absorption and metabolism of volatile fatty acids by rumen and omasum","Daniel, João Luiz Pratti, Resende Júnior, João Chrysostomo de","Ciência e Agrotecnologia; 36(1); 93-99","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100012&lang=pt" 
"S1413-70542012000100013-scl","Diets with reduced levels of nutrients supplemented with phytase and amino acids for broilers","Gomide, Elisangela Minati, Rodrigues, Paulo Borges, Naves, Luciana de Paula, Bernardino, Verônica Maria Pereira, Santos, Luziane Moreira dos, Garcia, Antonio Amandio Pinto","Ciência e Agrotecnologia; 36(1); 100-107","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100013&lang=pt" 
"S1413-70542012000100014-scl","Estimate of the weight of japanese quail eggs through fuzzy sets theory","Castro, Jaqueline de Oliveira, Veloso, Alessandro Vieira, Yanagi Junior, Tadayuki, Fassani, Edison José, Schiassi, Leonardo, Campos, Alessandro Torres","Ciência e Agrotecnologia; 36(1); 108-116","Ciência e Agrotecnologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000100014&lang=pt" 
"S0100-69162012000100001-scl","Environmental comfort in constructions for Sindi and Guzera calves in the agreste region of the State of Paraiba, Brazil","Furtado, Dermeval A., Peixoto, Adriana P., Nascimento, José W. B. do, Regis, Jonh E. F.","Engenharia Agrícola; 32(1); 1-9","Engenharia Agrícola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162012000100001&lang=pt" 
"S0100-69162012000100002-scl","Adjust of regression models to estimate the rectal temperature of broilers for the first 14 days of life","Ponciano, Patrícia F., Yanagi Junior, Tadayuki, Lima, Renato R. de, Schiassi, Leonardo, Teixeira, Vitor H.","Engenharia Agrícola; 32(1); 10-20","Engenharia Agrícola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162012000100002&lang=pt" 
"S0100-69162012000100003-scl","Water consumption when exposed to sun and shade for native goats in the semiarid of the State of Paraiba, Brazil","Furtado, Dermeval A., Leite, Jackson R. de S., Nascimento, Jose W. B. do, Leal, Antonio F., Silva, Andrea S.","Engenharia Agrícola; 32(1); 21-29","Engenharia Agrícola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162012000100003&lang=pt" 
