"S1516-14392016000501033-scl","Effect of Cold Work on Cavitation Resistance of an Austenitic Stainless Steel Coating","Cruz, Juliane Ribeiro da, Henke, Sérgio Luiz, d&#039;Oliveira, Ana Sofia Clímaco Monteiro","Materials Research; 19(5); 1033-1041","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000501033&lang=pt" 
"S0365-05962016000500667-scl","Henoch-Schönlein purpura with c-ANCA antibody in an adult","Torraca, Pedro de Freitas Silva, Castro, Bruna Corrêa de, Hans Filho, Günter","Anais Brasileiros de Dermatologia; 91(5); 667-669","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500667&lang=pt" 
"S0365-05962016000500688-scl","Nail clipping in onychomycosis","Bertanha, Laura, Chiacchio, Nilton Di","Anais Brasileiros de Dermatologia; 91(5); 688-690","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500688&lang=pt" 
"S0365-05962016000500661-scl","Primary localized cutaneous amyloidosis with lichen and poikiloderma-like lesions and an excellent response to systemic acitretin","MA, Han, Su, Xiangyang, Zhu, Guoxing, Yin, Songchao, Lu, Chun, Lai, Wei","Anais Brasileiros de Dermatologia; 91(5); 661-663","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500661&lang=pt" 
"S0365-05962016000500683-scl","Syndrome in question: antisynthetase syndrome (anti-PL-7)","Esposito, Ana Cláudia Cavalcante, Gige, Tatiana Cristina, Miot, Hélio Amante","Anais Brasileiros de Dermatologia; 91(5); 683-685","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500683&lang=pt" 
"S0102-86502016001000689-scl","Vertical gastrectomy in overweight and non-overweight rats","Tabushi, Fernando Issamu, Stueber, Melissa Spena, Polonio, Benur, Repka, João Carlos Domingues, Ioshii, Sérgio Ossamu, Nassif, Paulo Afonso Nunes","Acta Cirurgica Brasileira; 31(10); 689-693","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016001000689&lang=pt" 
"S2358-04292016000500002-scl","Exercise and non-exercise aerobic power prediction models using six-minute walk test","Raso, Vagner, Matsudo, Sandra Marcela Mahecha, Santana, Marcos Gonçalves de, Boscolo, Rita Aurélia, Viana, Valter Antônio Rocha, Grassmann, Viviane, Tufik, Sergio, Mello, Marco Túlio de","MedicalExpress; 3(5); -","MedicalExpress","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292016000500002&lang=pt" 
"S0365-05962016000500629-scl","Elementary lesions in dermatological semiology: literature review","Cardili, Renata Nahas, Roselino, Ana Maria","Anais Brasileiros de Dermatologia; 91(5); 629-633","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500629&lang=pt" 
"S0365-05962016000500655-scl","Milia-like calcinosis cutis in a girl with Down syndrome","Solak, Berna, Kara, Rabia Oztas, Vargol, Erdem","Anais Brasileiros de Dermatologia; 91(5); 655-657","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500655&lang=pt" 
"S0365-05962016000500694-scl","Pityriasis amiantacea: a study of seven cases","Amorim, Gustavo Moreira, Fernandes, Nurimar Conceição","Anais Brasileiros de Dermatologia; 91(5); 694-696","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500694&lang=pt" 
"S0365-05962016000500614-scl","Wound healing - A literature review","Gonzalez, Ana Cristina de Oliveira, Costa, Tila Fortuna, Andrade, Zilton de Araújo, Medrado, Alena Ribeiro Alves Peixoto","Anais Brasileiros de Dermatologia; 91(5); 614-620","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500614&lang=pt" 
"S0365-05962016000500686-scl","Nailfold capillaroscopy in leprosy","Lima, Adma Silva de, Pizzol, Vanessa Irusta dal, Fritsch, Scheila, Fonseca, Gabriela Poglia, Mulinari-Brenner, Fabiane Andrade, Muller, Carolina de Souza, Ottoboni, Vanessa Cristhine Dalombo","Anais Brasileiros de Dermatologia; 91(5); 686-687","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500686&lang=pt" 
"S0365-05962016000500646-scl","Ofuji disease: a rare dermatosis and its challenging therapeutic approach","Brito, Fernanda Freitas de, Martelli, Antonio Carlos Ceribelli, Cavalcante, Maria Lopes Lamenha Lins, Pinto, Ana Cecília Versiani Duarte, Itimura, Gabriela, Soares, Cleverson Teixeira","Anais Brasileiros de Dermatologia; 91(5); 646-648","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500646&lang=pt" 
"S0365-05962016000500595-scl","Expression of heparanase in basal cell carcinoma and squamous cell carcinoma","Pinhal, Maria Aparecida Silva, Almeida, Maria Carolina Leal, Costa, Alessandra Scorse, Theodoro, Thérèse Rachell, Serrano, Rodrigo Lorenzetti, Machado Filho, Carlos D&#039;Apparecida Santos","Anais Brasileiros de Dermatologia; 91(5); 595-600","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500595&lang=pt" 
"S0365-05962016000500703-scl","Changes in induced regulatory T cells by interleukin 35 during atopic dermatitis","Tavakolpour, Soheil","Anais Brasileiros de Dermatologia; 91(5); 703-703","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500703&lang=pt" 
"S0102-86502016001000650-scl","Nutritional supplementation with arginine protects radiation-induced effects. An experimental study","Pinto, Flavia Cristina Morone, Campos-Silva, Pamella, Souza, Diogo Benchimol de, Costa, Waldemar Silva, Sampaio, Francisco José Barcellos","Acta Cirurgica Brasileira; 31(10); 650-654","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016001000650&lang=pt" 
"S0365-05962016000500704-scl","Giant cell tumors of the tendon sheath in the left hallux","Kondo, Rogerio Nabor, Pavezzi, Priscila Daiane, Crespigio, Jefferson, Okamura, Hélio Toshikazu","Anais Brasileiros de Dermatologia; 91(5); 704-704","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500704&lang=pt" 
"S0365-05962016000500652-scl","Fixed drug eruption by etoricoxib confirmed by patch test","Sousa, Aline Soares de, Cardoso, José Carlos, Gouveia, Miguel Pinto, Gameiro, Ana Rita, Teixeira, Vera Barreto, Gonçalo, Maria","Anais Brasileiros de Dermatologia; 91(5); 652-654","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500652&lang=pt" 
"S0365-05962016000500639-scl","Acrokeratosis verruciformis of Hopf - Case report","Andrade, Tatiana Cristina Pedro Cordeiro de, Silva, Gardênia Viana da, Silva, Tatiane Meira Pinho, Pinto, Ana Cecília Versiani Duarte, Nunes, Adauto José Ferreira, Martelli, Antônio Carlos Ceribelli","Anais Brasileiros de Dermatologia; 91(5); 639-641","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500639&lang=pt" 
"S0365-05962016000500700-scl","Dermatofibrosarcoma protuberans with fibrosarcomatous transformation","Reifs, Carmen María Alcántara, Salido-Vallejo, Rafael","Anais Brasileiros de Dermatologia; 91(5); 700-701","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500700&lang=pt" 
"S0365-05962016000500679-scl","Response of chromoblastomycosis to voriconazole","Lima, Alexandre Moretti de, Sacht, Gabriely Lessa, Paula, Lauren Zogbi Pereira de, Aseka, Gabriela Kimie, Goetz, Hermann Soares, Gheller, Maicon Felippe, Torraca, Pedro de Freitas Silva","Anais Brasileiros de Dermatologia; 91(5); 679-681","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500679&lang=pt" 
"S0365-05962016000500601-scl","Quality of life, depression, anxiety and loneliness in patients with bullous pemphigoid. A case control study","Kouris, Anargyros, Platsidaki, Eftychia, Christodoulou, Christos, Armyra, Kalliopi, Korkoliakou, Panagiota, Stefanaki, Christina, Tsatovidou, Revekka, Rigopoulos, Dimitrios, Kontochristopoulos, George","Anais Brasileiros de Dermatologia; 91(5); 601-603","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500601&lang=pt" 
"S0365-05962016000500670-scl","Gastric syphilis - Case report","Guimarães, Tais Ferreira, Novis, Camila Freitas Lobo, Bottino, Caroline Bertolini, D&#039;Acri, Antonio Macedo, Lima, Ricardo Barbosa, Martins, Carlos José","Anais Brasileiros de Dermatologia; 91(5); 670-672","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500670&lang=pt" 
"S0365-05962016000500658-scl","Agminated blue nevus - Case report","Lisboa, Alice Paixão, Silvestre, Keline Jácome, Pedreira, Renata Leite, Alves, Natália Ribeiro de Magalhães, Obadia, Daniel Lago, Azulay-Abulafia, Luna","Anais Brasileiros de Dermatologia; 91(5); 658-660","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500658&lang=pt" 
"S0365-05962016000500664-scl","Generalized pustular psoriasis induced by systemic steroid dose reduction","Westphal, Danielle Cristine, Schettini, Antonio Pedro Mendes, Souza, Petra Pereira de, Castiel, Jessica, Chirano, Carlos Alberto, Santos, Mônica","Anais Brasileiros de Dermatologia; 91(5); 664-666","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500664&lang=pt" 
"S0102-86502016001000675-scl","Remote ischemic preconditioning and tacrolimus in the fetal small bowel transplant in mice","Morello, Ricardo José, Koike, Marcia Kiyomi, Abrahão, Marcos de Souza, Saad, Karen Ruggeri, Saad, Paulo Fernandes, Montero, Edna Frasson de Souza","Acta Cirurgica Brasileira; 31(10); 675-679","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016001000675&lang=pt" 
"S0365-05962016000500611-scl","Methylenetetrahydrofolate reductase (MTHFR) C677T polymorphism in psoriasis in southern Turkey","Izmirli, Muzeyyen, Sen, Bilge Bulbul, Rifaioglu, Eminenur, Gogebakan, Bulent, Aldemir, Ozgur, Sen, Tuba, Ekiz, Ozlem, Alptekin, Davut","Anais Brasileiros de Dermatologia; 91(5); 611-613","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500611&lang=pt" 
"S0365-05962016000500634-scl","Histological variability and the importance of clinicopathological correlation in cutaneous Rosai-Dorfman disease","Gameiro, Ana, Gouveia, Miguel, Cardoso, José Carlos, Tellechea, Oscar","Anais Brasileiros de Dermatologia; 91(5); 634-637","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500634&lang=pt" 
"S0365-05962016000500691-scl","Profile of patients receiving medical care at a reference, support, and treatment center for psoriasis patients at a university hospital","Cordeiro Júnior, Túlio Germano Machado, Andrade, Bruno D&#039; Paula, Palitot, Esther Bastos, Piuvezam, Márcia Regina, Mascarenhas, Sandra Rodrigues","Anais Brasileiros de Dermatologia; 91(5); 691-693","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500691&lang=pt" 
"S0365-05962016000500584-scl","Dermatoscopic findings of pigmented purpuric dermatosis","Ozkaya, Dilek Biyik, Emiroglu, Nazan, Su, Ozlem, Cengiz, Fatma Pelin, Bahali, Anil Gulsel, Yildiz, Pelin, Demirkesen, Cuyan, Onsun, Nahide","Anais Brasileiros de Dermatologia; 91(5); 584-587","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500584&lang=pt" 
"S2358-04292016000500005-scl","Chaotic analysis of heart rate dynamics after an exercise with flexible pole","Antonio, Ana M. S., Garner, David M., Raimundo, Rodrigo D., Abreu, Luiz Carlos de, Navega, Marcelo T., Valenti, Vitor E.","MedicalExpress; 3(5); -","MedicalExpress","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292016000500005&lang=pt" 
"S0102-86502016001000655-scl","Lipoprotein lipase gene-deficient mice with hypertriglyceridaemia associated with acute pancreatitis","Tang, Maochun, Zong, Pengfei, Zhang, Ting, Wang, Dongyan, Wang, Yuhui, Zhao, Yan","Acta Cirurgica Brasileira; 31(10); 655-660","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016001000655&lang=pt" 
"S1983-41952016000500710-scl","Behavior predictions of deep beams with short straight bar anchorages using strut-and-tie models and nonlinear analysis","SOUZA, R. A., BREÑA, S.","Revista IBRACON de Estruturas e Materiais; 9(5); 710-721","Revista IBRACON de Estruturas e Materiais","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500710&lang=pt" 
"S1983-41952016000500765-scl","Influence of the cable´s layout on the shearing resistance of prestressed concrete beams","SOUZA JUNIOR, O. A., OLIVEIRA, D. R. C.","Revista IBRACON de Estruturas e Materiais; 9(5); 765-795","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500765&lang=pt" 
"S1983-41952016000500001-scl","EDITORIAL","Campos Filho, Américo, Sousa, José Luiz Antunes de Oliveira e, Sanchez, Leandro Francisco Moretti, Pileggi, Rafael Giuliano, Pinto, Roberto Caldas de Andrade, Bittencourt, Túlio Nogueira","Revista IBRACON de Estruturas e Materiais; 9(5); 1-1","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500001&lang=pt" 
"S1983-41952016000500643-scl","Experimental evaluation of the interaction between strength concrete block walls under vertical loads","CASTRO, L. O., ALVARENGA, R. C. S. S., SILVA, R. M., RIBEIRO, J. C. L.","Revista IBRACON de Estruturas e Materiais; 9(5); 643-681","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500643&lang=pt" 
"S1983-41952016000500754-scl","Mortar modified with sulfonated polystyrene produced from waste plastic cups","MOTTA, L. A. C., VIEIRA, J. G., OMENA, T. H., FARIA, F. A. C., RODRIGUES FILHO, G., ASSUNÇÃO, R. M. N.","Revista IBRACON de Estruturas e Materiais; 9(5); 754-764","Revista IBRACON de Estruturas e Materiais","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500754&lang=pt" 
"S1983-41952016000500722-scl","A survey of the mechanical properties of concrete for structural purposes prepared on construction sites","RIBEIRO, R. R. J., DIÓGENES, H. J. F., NÓBREGA, M. V., DEBS, A. L. H. C. EL","Revista IBRACON de Estruturas e Materiais; 9(5); 722-744","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500722&lang=pt" 
"S1983-41952016000500745-scl","The bond stress x slipping relationship","BARBOSA, M. T. G., SÁNCHEZ FILHO, E. S.","Revista IBRACON de Estruturas e Materiais; 9(5); 745-753","Revista IBRACON de Estruturas e Materiais","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952016000500745&lang=pt" 
"S1808-86942016000500574-scl","Comparison of nerve combing and percutaneous radiofrequency thermocoagulation in the treatment for idiopathic trigeminal neuralgia","Zhou, Xuanchen, Liu, Yiqing, Yue, Zhiyong, Luan, Deheng, Zhang, Hong, Han, Jie","Brazilian Journal of Otorhinolaryngology; 82(5); 574-579","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000500574&lang=pt" 
"S1808-86942016000500589-scl","Adult tonsillectomy: postoperative pain depends on indications","Zagólski, Olaf, Gajda, Mariusz, Strek, Pawel, Kozlowski, Michael John, Gadek, Artur, Nyzio, Jerzy","Brazilian Journal of Otorhinolaryngology; 82(5); 589-595","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000500589&lang=pt" 
"S0066-782X2016004300381-scl","Leadless Pacemaker: a New Concept in Cardiac Pacing","Lopes, Nicodemus, Cavaco, Diogo, Carmo, Pedro, Scanavacca, Maurício Ibrahim, Adragão, Pedro","Arquivos Brasileiros de Cardiologia; 107(4); 381-382","Arquivos Brasileiros de Cardiologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2016004300381&lang=pt" 
"S1808-86942016000500512-scl","The influence of growth factors on skin wound healing in rats","Masi, Elen Carolina David João De, Campos, Antonio Carlos Ligocki, Masi, Flavia David João De, Ratti, Marco Aurelio Soatti, Shin Ike, Isabela, Masi, Roberta David João De","Brazilian Journal of Otorhinolaryngology; 82(5); 512-521","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000500512&lang=pt" 
"S1808-86942016000500618-scl","Treatment of tympanic membrane perforation using bacterial cellulose: a randomized controlled trial ☆","Lou, Zhengcai","Brazilian Journal of Otorhinolaryngology; 82(5); 618-619","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000500618&lang=pt" 
"S0066-782X2016004300305-scl","Atrial Strain and Strain Rate: A Novel Method for the Evaluation of Atrial Stunning","Ozkan, Hakan, Binici, Suleyman, Tenekecioglu, Erhan, Ari, Hasan, Bozat, Tahsin","Arquivos Brasileiros de Cardiologia; 107(4); 305-313","Arquivos Brasileiros de Cardiologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2016004300305&lang=pt" 
"S1808-86942016000500507-scl","Incidence and endoscopic characteristics of acute laryngeal lesions in children undergoing endotracheal intubation","Lima, Eliandra da Silveira de, Oliveira, Maíra Alves Braga de, Barone, Carolina Rocha, Dias, Kharina Mayara Moreira, Rossi, Samanta Daiana de, Schweiger, Claudia, Manica, Denise, Enéas, Larissa Valency, Netto, Catia de Souza Saleh, Kuhl, Gabriel, Carvalho, Paulo Roberto Antonacci, Marostica, Paulo Jose Cauduro","Brazilian Journal of Otorhinolaryngology; 82(5); 507-511","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000500507&lang=pt" 
