"S2317-17822015000400307-scl","Guest editorial","Silva, Hilton Justino da, Tomé, Marileda","CoDAS; 27(4); 307-308","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000400307&lang=pt" 
"S0004-27492015000400264-scl","Author reply: approach to micronutrition in age-related macular degeneration","Şahin, Muhammed, Şahin, Alparslan, Türkcü, Fatih Mehmet","Arquivos Brasileiros de Oftalmologia; 78(4); 264-264","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400264&lang=pt" 
"S1413-86702015000400442-scl","Membranous glomerulonephritis secondary to syphilis","Araújo, Stanley de Almeida, Giordano, Luiz Flávio, Rosa, Ariel Augusto de Britto, Carmo, Paula Alves Santos do, Honorato-Sampaio, Kinulpe","Brazilian Journal of Infectious Diseases; 19(4); 442-443","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400442&lang=pt" 
"S0004-27492015000400257-scl","Drastic effect of ranibizumab on choroidal neovascularization in idiopathic angioid streaks","Yolcu, Umit, Gundogan, Fatih C., Diner, Oktay","Arquivos Brasileiros de Oftalmologia; 78(4); 257-259","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400257&lang=pt" 
"S1413-86702015000400399-scl","Application of the ATLAS score for evaluating the severity of Clostridium difﬁcile infection in teaching hospitals in Mexico","Hernández-García, Raúl, Garza-González, Elvira, Miller, Mark, Arteaga-Muller, Giovanna, Galván-de los Santos, Alejandra María, Camacho-Ortiz, Adrián","Brazilian Journal of Infectious Diseases; 19(4); 399-402","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400399&lang=pt" 
"S0004-27492015000400252-scl","Postoperative fungal endophthalmitis caused by Trichosporon asahii treated with voriconazole","Gonul, Saban, Gedik, Sansal, Ozturk, Banu Turgut, Bakbak, Berker, Koktekir, Bengu Ekinci, Okudan, Suleyman, Dagı, Hatice Turk","Arquivos Brasileiros de Oftalmologia; 78(4); 252-254","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400252&lang=pt" 
"S0004-27492015000400250-scl","Localized flap melt after Nd-YAG laser treatment in recurrent post-LASIK epithelial ingrowth","Kucukevcilioglu, Murat, Hurmeric, Volkan","Arquivos Brasileiros de Oftalmologia; 78(4); 250-251","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400250&lang=pt" 
"S1413-86702015000400426-scl","Prevalence of hepatitis B and C infection and associated factors in people living with HIV in Midwestern Brazil","Brandão, Natália Alberto Alves, Pfrimer, Irmtraut Araci Hoffmann, Martelli, Celina Maria Turchi, Turchi, Marília Dalva","Brazilian Journal of Infectious Diseases; 19(4); 426-430","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400426&lang=pt" 
"S1413-86702015000400436-scl","Evaluation of phenotypic tests to detect carbapenem-resistant Enterobacteriaceae in colonized patients hospitalized in intensive care units","Perez, Leandro Reus Rodrigues, Rodrigues, Diógenes, Dias, Cícero Gomes","Brazilian Journal of Infectious Diseases; 19(4); 436-438","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400436&lang=pt" 
"S1413-86702015000400449-scl","Ocular infection associated with Delftia lacustris: ﬁrst report","Sohn, Kyung Mok, Baek, Jin-Yang, Cheon, Shinhye, Kim, Yeon-Sook, Koo, Sun Hoe","Brazilian Journal of Infectious Diseases; 19(4); 449-450","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400449&lang=pt" 
"S0004-27492015000400267-scl","Acute opacification of hydrophobic acrylic intraocular lens during implantation: result of temperature variation","Helvacı, Sezer","Arquivos Brasileiros de Oftalmologia; 78(4); 267-267","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400267&lang=pt" 
"S0365-05962015000400488-scl","Dermoscopic and clinical features of head and neck melanoma","Cengiz, Fatma Pelin, Cengiz, Abdurrahman Bugra, Emiroglu, Nazan, Comert, Ela, Wellenhof, Rainer Hofmann","Anais Brasileiros de Dermatologia; 90(4); 488-493","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400488&lang=pt" 
