"S2237-93632014000200073-scl","The influence of time on the quality of life of patients with intestinal stoma","Salles, Valdemir José Alegre, Becker, Carolina de Paula Penteado, Faria, Giuliana da Matta Rossi","Journal of Coloproctology (Rio de Janeiro); 34(2); 73-75","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000200073&lang=pt" 
"S1659-42232014000200006-cri","El padre Coloma y su novela Pequeñeces: Noticia breve acerca de algunos personajes","Serna Galindo, Ricardo","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 126-141","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200006&lang=pt" 
"S1659-42232014000200007-cri","Kipling y su sorprendente primera novela","Pozuelo Andrés, Yván","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 143-160","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200007&lang=pt" 
"S1659-42232014000200002-cri","León Tolstoi: La masonería como símbolo dentro de una alegoría","Aragón Juárez, Rogelio","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 23-41","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200002&lang=pt" 
"S1659-42232014000200004-cri","Et in Arcadia Eco: Law &amp; Masonic Literature","Chakmakjian, Pauline","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 66-87","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Inglês","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200004&lang=pt" 
"S1659-42232014000200001-cri","La masonería en la literatura: Una panorámica general","Ferrer Benimeli, José Antonio","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 01-21","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200001&lang=pt" 
"S1659-42232014000200003-cri","Félix Bovie (1812-1880): poète et chansonnier dans la franc-maçonnerie bruxelloise","Tyssens, Jeffrey","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 43-64","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Francês","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200003&lang=pt" 
"S1659-42232014000200005-cri","La escuadra, el compás y la lira: Poemas publicados en la prensa masónica puertorriqueña, 1883-1887","Pereira Rivera, Miguel A","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña; 5(2); 89-125","Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-42232014000200005&lang=pt" 
"S0718-58392014000200014-chl","Assessment of current and potential yield of hand-dug wells in a semi-arid zone in south-central Chile using an analytical methodology","Uribe, Hamil, Rupp, David E, Arumí, José Luis, Stewart, Ryan D, Selker, John S","Chilean journal of agricultural research; 74(2); 219-224","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200014&lang=pt" 
"S0718-58392014000200010-chl","Transcriptomic responses of the aphid Myzus persicae nicotianae Blackman (Hemiptera: Aphididae) to insecticides: Analyses in the single Chilean clone of the tobacco aphid","Cabrera-Brandt, Marco, Silva, Andrea X, Le Trionnaire, Gaël, Tagu, Denis, Figueroa, Christian C","Chilean journal of agricultural research; 74(2); 191-199","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200010&lang=pt" 
"S0718-58392014000200011-chl","Toxicity of the phenolic extract from jabuticabeira (Myrciaria cauliflora (Mart.) O. Berg) fruit skins on Spodoptera frugiperda","Alves, Ana Paula C, Corrêa, Angelita D, Alves, Dejane S, Saczk, Adelir A, Lino, Jéssica B.R, Carvalho, Geraldo A","Chilean journal of agricultural research; 74(2); 200-204","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200011&lang=pt" 
"S0718-58392014000200012-chl","Productive and metabolic response to two levels of corn silage supplementation in grazing dairy cows in early lactation during autumn","Morales, Álvaro, Grob, Daniela, Balocchi, Oscar, Pulido, Rubén","Chilean journal of agricultural research; 74(2); 205-212","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200012&lang=pt" 
"S0718-58392014000200013-chl","Estimation of water requirements and Kc values of &#039;Thompson Seedless&#039; table grapes grown in the overhead trellis system, using the Eddy covariance method","Villagra, Paulina, García de Cortázar, Víctor, Ferreyra, Raúl, Aspillaga, Cristina, Zúñiga, Carlos, Ortega-Farias, Samuel, Sellés, Gabriel","Chilean journal of agricultural research; 74(2); 213-218","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200013&lang=pt" 
"S0718-58392014000200016-chl","Toxicity of some insecticides used in maize crop on Trichogramma pretiosum (Hymenoptera, Trichogrammatidae) immature stages","Souza, Jander R, Carvalho, Geraldo A, Moura, Alexandre P, Couto, Marcelo H. G, Maia, Jader B","Chilean journal of agricultural research; 74(2); 234-239","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200016&lang=pt" 
"S0718-58392014000200017-chl","Effect of different day and night nutrient solution concentrations on growth, photosynthesis, and leaf NO3- content of aeroponically grown lettuce","Albornoz, Francisco, Lieth, J. Heinrich, González-Fuentes, José A","Chilean journal of agricultural research; 74(2); 240-245","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200017&lang=pt" 
"S0718-58392014000200006-chl","Transcriptional analysis of cell wall and cuticle related genes during fruit development of two sweet cherry cultivars with contrasting levels of cracking tolerance","Balbontín, Cristián, Ayala, Héctor, Rubilar, Joselyn, Cote, Jessica, Figueroa, Carlos R","Chilean journal of agricultural research; 74(2); 162-169","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200006&lang=pt" 
"S0718-58392014000200005-chl","Repeated applications of CPPU on highbush blueberry cv. Duke increase yield and enhance fruit quality at harvest and during postharvest","Retamales, Jorge B, Lobos, Gustavo A, Romero, Sebastián, Godoy, Ricardo, Moggia, Claudia","Chilean journal of agricultural research; 74(2); 157-161","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200005&lang=pt" 
"S0718-58392014000200004-chl","Analysis of tomato matrix effect in pesticide residue quantification through QuEChERS and single quadrupole GC/MS","Domínguez, Ana M, Placencia, Fabian, Cereceda, Francisco, Fadic, Ximena, Quiroz, Waldo","Chilean journal of agricultural research; 74(2); 148-156","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200004&lang=pt" 
"S0718-58392014000200003-chl","Genetic variability in Chilean pepino (Solanum muricatum Aiton) fruit","Muñoz, Carlos, Pertuzé, Ricardo, Balzarini, Mónica, Bruno, Cecilia, Salvatierra, Angélica","Chilean journal of agricultural research; 74(2); 143-147","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200003&lang=pt" 
"S0718-58392014000200002-chl","Trait analysis, diversity, and genotype x environment interaction in some wheat landraces evaluated under drought and heat stress conditions","Sareen, Sindhu, Tyagi, Bhudev Singh, Sarial, Ashok Kumar, Tiwari, Vinod, Sharma, Indu","Chilean journal of agricultural research; 74(2); 135-142","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200002&lang=pt" 
"S0718-58392014000200001-chl","Impact of tembotrione and flufenacet plus isoxaflutole application timings, rates, and adjuvant type on weeds and yield of maize","Idziak, Robert, Woznica, Zenon","Chilean journal of agricultural research; 74(2); 129-134","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200001&lang=pt" 
"S0718-58392014000200009-chl","Assessment of SPLAT formulations to control Grapholita molesta (Lepidoptera: Tortricidae) in a Brazilian apple orchard","Arioli, Cristiano João, Pastori, Patrik Luiz, Botton, Marcos, Garcia, Mauro Silveira, Borges, Rafael, Mafra-Neto, Agenor","Chilean journal of agricultural research; 74(2); 184-190","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200009&lang=pt" 
"S0718-58392014000200008-chl","Insecticide effect of cyantraniliprole on tomato moth Tuta absoluta Meyrick (Lepidoptera: Gelechiidae) larvae in field trials","Larraín, Patricia, Escudero, Cristian, Morre, Jorge, Rodríguez, Jeovanny","Chilean journal of agricultural research; 74(2); 178-183","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200008&lang=pt" 
"S0718-58392014000200007-chl","Prevalence and phylogenetic analysis of honey bee viruses in the Biobío Region of Chile and their association with other honey bee pathogens","Rodríguez, Marta, Vargas, Marisol, Antúnez, Karina, Gerding, Marcos, Ovídio Castro, Fidel, Zapata, Nelson","Chilean journal of agricultural research; 74(2); 170-177","Chilean journal of agricultural research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392014000200007&lang=pt" 
