"S0034-75152013000300016-cub","Truabin inyectable","","Revista Cubana de Farmacia; 47(3); 423-424","Revista Cubana de Farmacia","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152013000300016&lang=pt" 
"S1806-11172013000300014-scl","Decaimentos nucleares em uma câmara de nuvens","Laganá, Caio","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300014&lang=pt" 
"S1806-11172013000300013-scl","A dinâmica de um elipsoide em rotação","Martins, Laysa G., Nogales, José A.C.","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300013&lang=pt" 
"S1806-11172013000300008-scl","O efeito da &quot;crise do arrasto&quot; no mergulho de altura","Kroetz, Tiago","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300008&lang=pt" 
"S1806-11172013000300007-scl","Angular invariant quantum mechanics in arbitrary dimension","Giardino, Sergio","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300007&lang=pt" 
"S1806-11172013000300002-scl","Os fundamentos físico-matemáticos da cosmologia relativista","Soares, Domingos","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300002&lang=pt" 
"S1806-11172013000300001-scl","Física no esporte - parte 1: saltos em esportes coletivos. Uma motivação para o estudo da mecânica através da análise dos movimentos do corpo humano a partir do conceito de centro de massa","Micha, Daniel Neves, Ferreira, Mauro","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300001&lang=pt" 
"S1806-11172013000300006-scl","Expressões analíticas para a probabilidade de tunelamento em fenômeno de emissão por campo","Silva Júnior, N.L., Andrade-Neto, A.V.","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300006&lang=pt" 
"S1806-11172013000300005-scl","Sobre a possibilidade da quantização dos fluxos de campo na radiação eletromagnética","Duarte, Celso de Araujo","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300005&lang=pt" 
"S1806-11172013000300012-scl","Montagem de um conjunto experimental destinado à verificação do princípio da incerteza de Heisenberg","Abrego, José Ramon Beltran, Yamaguchi, Dan Alec, Liboni, Tarcisio Alves, Barbosa, Antonio Aparecido, Belusi, Marcelino, Salinas, Paulo Roberto, Bossa, Guilherme Volpe","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300012&lang=pt" 
"S1806-11172013000300019-scl","Nova abordagem para verificar como os alunos articulam diferentes materiais instrucionais utilizando mapas conceituais","Cicuto, Camila Aparecida Tolentino, Mendes, Bárbara Chagas, Correia, Paulo Rogério Miranda","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300019&lang=pt" 
"S1806-11172013000300021-scl","Ondas estacionárias em cordas e determinação da densidade linear de um fio","Cavalcante, Marisa Almeida, Peçanha, Renata, Teixeira, Anderson de Castro","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300021&lang=pt" 
"S1806-11172013000300022-scl","Macrofotografia com um tablet: aplicações ao ensino de ciências","Vieira, L.P., Lara, V.O.M.","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300022&lang=pt" 
"S1806-11172013000300032-scl","Medidas dos índices de refração de materiais fotossensíveis utilizando o método de Abelès","Martins, J.S., René, P.S., Pinho, R.R., Lima, C.R.A.","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300032&lang=pt" 
