"S0102-76382009000400025-scl","Dilatações gigantes das artérias coronárias em paciente assintomático","Carvalho, Enisa de Miranda de Freitas, Salerno, Tomas A, Coy, Kevin","Brazilian Journal of Cardiovascular Surgery; 24(3); 413-415","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382009000400025&lang=pt" 
"S0004-28032009000300009-scl","Risk factors for indications of intraoperative blood transfusion among patients undergoing surgical treatment for colorectal adenocarcinoma","Gonçalves, Iara, Linhares, Marcelo, Bordin, Jose, Matos, Delcio","Arquivos de Gastroenterologia; 46(3); 190-193","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300009&lang=pt" 
"S0004-28032009000300008-scl","Não-adesão ao tratamento em pacientes com doença de Crohn: prevalência e fatores de risco","Cornélio, Rita de Cássia Azevedo Couto, Pinto, André Luis Tavares, Pace, Fábio Heleno de Lima, Moraes, Jussara Paixão, Chebli, Júlio Maria Fonseca","Arquivos de Gastroenterologia; 46(3); 183-189","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300008&lang=pt" 
"S0004-28032009000300012-scl","Neither genotype nor the gastric colonization site of Helicobacter pylori are predictive factors for the development of erosive esophagitis in patients with peptic ulcer disease, 1 year after eradication","Batista, Carlos Alexandre Gonçalves, Silva, Fernando Marcuz, Barbuti, Ricardo Correa, Eisig, Jaime Natan, Mattar, Rejane, Navarro-Rodriguez, Tomás","Arquivos de Gastroenterologia; 46(3); 204-208","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300012&lang=pt" 
"S0004-28032009000300014-scl","Poor outcomes with treatment of hepatorenal syndrome type 1 with splancnic vasoconstrictors and albumin: report of seven cases and review of the literature","Kalil, Jamile Rosário, Cerqueira, Liv Aparicio, Barbosa, Daniel Silva, Motta, Marina Pamponet, Nery, Marília da Silva, Bittencourt, Paulo Lisboa","Arquivos de Gastroenterologia; 46(3); 214-218","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300014&lang=pt" 
"S1413-41522009000300002-scl","Águas subterrâneas e poços tubulares profundos","Gonçalves, Válter Galdiano, Giampá, Carlos Eduardo Quaglia","Engenharia Sanitaria e Ambiental; 14(3); IV-IV","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300002&lang=pt" 
"S1413-41522009000300001-scl","Editorial: será o fim do Prosab?","Jordão, Eduardo Pacheco","Engenharia Sanitaria e Ambiental; 14(3); -","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300001&lang=pt" 
"S1413-41522009000300004-scl","Concepção e avaliação de uma unidade de peneiramento forçado para a redução do tamanho de partículas presentes no esgoto bruto doméstico","Teixeira, Ana Raquel, Chernicharo, Carlos Augusto de Lemos","Engenharia Sanitaria e Ambiental; 14(3); 307-316","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300004&lang=pt" 
"S1413-41522009000300008-scl","Efeito da oxigenação por agitação manual da água na eficiência de inativação de coliformes termotolerantes utilizando luz solar para desinfecção em batelada","Botto, Márcio Pessoa, Mota, Francisco Suetônio Bastos, Ceballos, Beatriz Susana Ovruski de","Engenharia Sanitaria e Ambiental; 14(3); 347-352","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300008&lang=pt" 
"S1413-41522009000300003-scl","Comportamento do nitrato em poços do aqüífero Dunas/Barreiras em Natal/RN","Cabral, Natalina Maria Tinôco, Righettto, Antonio Marozzi, Queiroz, Marcelo Augusto","Engenharia Sanitaria e Ambiental; 14(3); 299-306","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300003&lang=pt" 
"S0004-28032009000300006-scl","Achados colonoscópicos em pessoas sem quadro clínico de doença colorretal","Petroianu, Andy, Alberti, Luiz Ronaldo, Lima, David Corrêa Alves de, Hauter, Heather Lynn, Rodrigues, Kelly Cristine de Lacerda, Mendes, Julia Cristina de Almeida","Arquivos de Gastroenterologia; 46(3); 173-178","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300006&lang=pt" 
"S0004-28032009000300010-scl","Níveis séricos de globulinas e a intensidade da fibrose hepática em pacientes com esquistossomose mansônica","Correia, Henrique S. T., Domingues, Ana Lucia C., Lopes, Edmundo P. A., Morais, Clarice N. L., Sarteschi, Camila, Moura, Izolda M. F.","Arquivos de Gastroenterologia; 46(3); 194-198","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300010&lang=pt" 
"S0004-28032009000300011-scl","Análise do impacto da cirurgia bariátrica em uma população do centro do estado do Rio Grande do Sul utilizando o método BAROS","Prevedello, Carlise Felkl, Colpo, Elisângela, Mayer, Elveni Teresinha, Copetti, Hairton","Arquivos de Gastroenterologia; 46(3); 199-203","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300011&lang=pt" 
"S0004-28032009000300013-scl","Could gastric histology be a useful marker for making decision on Helicobacter pylori eradication therapy in patients with dyspepsia?","Arruda, Severino Marcos Borba de, Forones, Nora Manoukian, Jucá, Norma Thomé, Barros, Kátia Simone Cezário de","Arquivos de Gastroenterologia; 46(3); 209-213","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300013&lang=pt" 
"S0004-28032009000300015-scl","Avaliação do estado nutricional precedente ao uso de nutrição enteral","Leandro-Merhi, Vânia Aparecida, Morete, Juliana Luisi, Oliveira, Maria Rita Marques de","Arquivos de Gastroenterologia; 46(3); 219-224","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300015&lang=pt" 
"S0004-28032009000300016-scl","Comparação do perfil epidemiológico das hepatites B e C em um serviço público de São Paulo","Cruz, Camila Rodrigues Bressane, Shirassu, Miriam Matsura, Martins, Wellington P.","Arquivos de Gastroenterologia; 46(3); 225-229","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300016&lang=pt" 
"S0004-28032009000300019-scl","A critical analysis of studies assessing L-ornithine-L-aspartate (LOLA) in hepatic encephalopathy treatment","Soárez, Patrícia Coelho de, Oliveira, Ana Cláudia, Padovan, Jorge, Parise, Edison Roberto, Ferraz, Marcos Bosi","Arquivos de Gastroenterologia; 46(3); 241-247","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300019&lang=pt" 
"S1413-41522009000300005-scl","Minimização da produção de lodo no tratamento de águas de abastecimento mediante uso do cloreto de polialumínio e sua disposição em estações de tratamento de esgotos","Ferreira Filho, Sidney Seckler, Waelkens, Bárbara Elisabeth","Engenharia Sanitaria e Ambiental; 14(3); 317-326","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300005&lang=pt" 
"S1413-41522009000300007-scl","Tratamento térmico de lodo anaeróbio com utilização do biogás gerado em reatores UASB: avaliação da autossustentabilidade do sistema e do efeito sobre a higienização e a desidratação do lodo","Borges, Eduardo Sales Machado, Godinho, Valéria Martins, Bejar, Deneb Oliveira, Chernicharo, Carlos Augusto de Lemos","Engenharia Sanitaria e Ambiental; 14(3); 337-346","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300007&lang=pt" 
"S1413-41522009000300009-scl","Análise técnica dos novos padrões brasileiros para amônia em efluentes e corpos d&#039;água","Reis, José Antonio Tosta dos, Mendonça, Antônio Sérgio Ferreira","Engenharia Sanitaria e Ambiental; 14(3); 353-362","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300009&lang=pt" 
"S1413-41522009000300010-scl","Avaliação do potencial de contaminação de águas superficiais e subterrâneas por pesticidas aplicados na agricultura do Baixo Jaguaribe, CE","Milhome, Maria Aparecida Liberato, Sousa, Daniele de Oliveira Bezerra de, Lima, Francisco de Assis Ferreira, Nascimento, Ronaldo Ferreira do","Engenharia Sanitaria e Ambiental; 14(3); 363-372","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300010&lang=pt" 
"S1413-41522009000300012-scl","A influência das atividades mineradoras na alteração do pH e da alcalinidade em águas fluviais: o exemplo do rio Capivari, região do carste paranaense","Fritzsons, Elenice, Mantovani, Luiz Eduardo, Chaves Neto, Anselmo, Hindi, Eduardo Chemas","Engenharia Sanitaria e Ambiental; 14(3); 381-390","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300012&lang=pt" 
"S1413-41522009000300013-scl","Estudo dos determinantes da coleta de resíduos sólidos urbanos em Minas Gerais","Caldeira, Magnus Martins, Rezende, Sonaly, Heller, Léo","Engenharia Sanitaria e Ambiental; 14(3); 391-400","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300013&lang=pt" 
"S1413-41522009000300014-scl","O emprego da análise de imagem na determinação da distribuição de tamanho de partículas da areia presente no esgoto sanitário","Prado, Gustavo Silva do, Campos, José Roberto","Engenharia Sanitaria e Ambiental; 14(3); 401-409","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300014&lang=pt" 
"S1413-41522009000300015-scl","Indicadores de sustentabilidade para a gestão municipal de resíduos sólidos urbanos: um estudo para São Carlos (SP)","Polaz, Carla Natacha Marcolino, Teixeira, Bernardo Arantes do Nascimento","Engenharia Sanitaria e Ambiental; 14(3); 411-420","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300015&lang=pt" 
"S1413-41522009000300016-scl","Tratamento de esgotos sanitários em sistemas reatores UASB/wetlands construídas de fluxo horizontal: eficiência e estabilidade de remoção de matéria orgânica, sólidos, nutrientes e coliformes","Calijuri, Maria Lúcia, Bastos, Rafael Kopschitz Xavier, Magalhães, Tiago de Brito, Capelete, Bruna Cesca, Dias, Edgard Henrique Oliveira","Engenharia Sanitaria e Ambiental; 14(3); 421-430","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300016&lang=pt" 
"S1413-41522009000300017-scl","Qualidade do ar em ambientes internos hospitalares: estudo de caso e análise crítica dos padrões atuais","Quadros, Marina Eller, Lisboa, Henrique de Melo, Oliveira, Vetúria Lopes de, Schirmer, Waldir Nagel","Engenharia Sanitaria e Ambiental; 14(3); 431-438","Engenharia Sanitaria e Ambiental","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522009000300017&lang=pt" 
"S0100-55022009000300002-scl","Transtornos psiquiátricos menores e procura por cuidados em estudantes de Medicina","Cunha, Marco Antonio Buch, Neves, Antonio Augusto de França, Moreira, Maria Elisa, Hehn, Fernanda Jacopucci, Lopes, Tatiana Paludetto, Ribeiro, Carolina Cruz Furtado, Watanabe, Ágnes de Paula Fernanda","Revista Brasileira de Educação Médica; 33(3); 321-328","Revista Brasileira de Educação Médica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022009000300002&lang=pt" 
