"S0210-56912011000200014-esp","Fallo enmascarado de captura ventricular en paciente portador de marcapasos bicameral","Canabal-Berlanga, A., Sánchez-Rodríguez, P., Raigal-Caño, A.","Medicina Intensiva; 35(2); 135-136","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000200014&lang=pt" 
"S1562-30092011000100007-cub","Evaluación del método de conservación en papel de filtro en dos cepas de Bacillus subtilis Cohn mediante la actividad antagónica frente a Rhizoctonia solani Kühn","Sosa López, Acenet I, Pazos Álvarez-Rivera, Victoria, Borges Marín, Giovanni, González García, Marleny, Ponce Grijuela, Enrique","Fitosanidad; 15(1); 45-50","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100007&lang=pt" 
"S1562-30092011000100008-cub","Susceptibilidad de Chrysopa exterior Navás a Beauveria bassiana (Balsamo) Vuillemin cepa LBB-1 en condiciones de laboratorio","Estévez Leyva, Orisel, Massó Villalón, Elina, Abreu Ávila, Rafael, Baró Bulet, Dilaila","Fitosanidad; 15(1); 51-58","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100008&lang=pt" 
"S1562-30092011000100009-cub","Un nuevo hospedante de la guagua de pústula (Asterolecanium pustulans Cockerell) en Tagetes lucida Cav. (anisillo)","Rivera Amita, María Magdalena, Echeverría Sosa, Isabel","Fitosanidad; 15(1); 59-60","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100009&lang=pt" 
"S1562-30092011000100010-cub","Phytophthora nicotianae Brenda de Haan en la especie ornamental helecho mano de mono (Microsoriumscolopendrium (Burm.) Copel)","Vaillant Flores, Daymara I, López Mesa, Maria Ofelia","Fitosanidad; 15(1); 61-62","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100010&lang=pt" 
"S1029-30192011000300001-cub","Aniversario 15 de la revista MEDISAN","Plasencia Asorey, Carolina","MEDISAN; 15(3); 284-286","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300001&lang=pt" 
"S1029-30192011000300003-cub","Apuntes en la discusión sobre el consentimiento informado","Hodelín Tablada, Ricardo, Fuentes Pelier, Damaris","MEDISAN; 15(3); 290-292","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300003&lang=pt" 
"S1029-30192011000300004-cub","Enfermedad renal oculta en pacientes con diabetes mellitus","Hernández Rodríguez, Annia, Rodríguez Constantín, Alejandro, Rodríguez Beyris, Reynaldo","MEDISAN; 15(3); 293-299","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300004&lang=pt" 
"S1029-30192011000300005-cub","Eficacia terapéutica de la acupuntura en pacientes con sacrolumbalgia","González Gámez, Soini, Rodríguez Labañino, Reinaldo, Caballero Ordúñez, Adis, Selva Capdesuñer, Ana","MEDISAN; 15(3); 300-307","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300005&lang=pt" 
"S1029-30192011000300006-cub","Costo-efectividad del tratamiento con acupuntura en la artrosis cervical","Lussón Pelegrín, Marbelis, Despaigne Cobas, Yadis","MEDISAN; 15(3); 308-315","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300006&lang=pt" 
"S1029-30192011000300007-cub","Características clinicoepidemiológicas de pacientes ingresados por crisis hipertensivas en la Unidad de Cuidados Intensivos de Santa Lucía","García López, Iris, Luna González, Arístides de Jesús","MEDISAN; 15(3); 316-322","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300007&lang=pt" 
"S1029-30192011000300008-cub","Modificación de conocimientos sobre salud reproductiva en adolescentes con riesgo preconcepcional","Leyva Ramírez, Niolisday, Sosa Zamora, Mariela, Guerra Cuba, Delia, Mojena Orúe, Dulce, Gómez Pérez, Nora","MEDISAN; 15(3); 323-329","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300008&lang=pt" 
"S1029-30192011000300009-cub","Aspectos clinicoepidemiológicos de la leucemia linfoide crónica","Rodríguez Brunet, Marisol, Hernández Galano, Geldris P, Suárez Beyríes, Lidia C, de la Uz Ruesga, Beatriz O, Duverger Magdaleón, Ernesto","MEDISAN; 15(3); 330-338","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300009&lang=pt" 
"S1029-30192011000300010-cub","Caracterización psicosocial de ancianos que se suicidaron","Jiménez Betancourt, Elena","MEDISAN; 15(3); 339-344","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300010&lang=pt" 
"S1029-30192011000300011-cub","Prevalencia de caries en una población adulta venezolana","Márquez Filiú, Maricel, Berenguer Gouarnalusses, Maritza, Rodríguez Jerez, Yanet, Estrada Pereira, Gladys Aída, Pérez Sánchez, Rebeca","MEDISAN; 15(3); 345-349","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300011&lang=pt" 
"S1029-30192011000300012-cub","Infección por aborto inducido en el Hospital Nacional de San Marcos (Guatemala)","Fernández Lora, Lilian, Fernández Lora, Fausto","MEDISAN; 15(3); 350-355","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300012&lang=pt" 
"S1029-30192011000300013-cub","Tratamiento y seguimiento de adultos con asma bronquial en las clínicas de la capital de Namibia","Oller Legrá, Elizabeth, Acosta Pérez, Yamilé, Baquero Suárez, Jacqueline María","MEDISAN; 15(3); 356-362","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300013&lang=pt" 
"S1029-30192011000300014-cub","El aprendizaje desde la perspectiva de la motivación profesional y las actitudes","Vallejo Portuondo, Guillermo","MEDISAN; 15(3); 363-368","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300014&lang=pt" 
"S1029-30192011000300015-cub","Miocardiopatía restrictiva en un anciano","Reyes Sánchez, Raúl Ernesto, Salas Fabré, Abel, García Salas, Enrique Antonio, Rodulfo García, Maikel, Infante Carbonell, María Cristina","MEDISAN; 15(3); 369-373","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300015&lang=pt" 
"S1029-30192011000300016-cub","Varicela y herpes zóster en una paciente con trasplante renal","Jiménez López, Enrique Emilio, Jiménez López, Edwin Emilio","MEDISAN; 15(3); 374-377","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300016&lang=pt" 
"S1029-30192011000300017-cub","Reacciones adversas de la vacuna Pandemrix contra la influenza A (H1N1) en el municipio de II Frente Oriental","Baute Pareta, Neydis, Castañeda Vargas, Esmiraida, Torres Leyet, Yasmina, Bell Deturne, Yurisley","MEDISAN; 15(3); 378-383","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011000300017&lang=pt" 
