"S0100-72032009000800008-scl","Tratamento do trabalho de parto prematuro","Bittar, Roberto Eduardo, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 31(8); 415-422","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000800008&lang=pt" 
"S0718-18762009000200006-chl","A Medical Data Reliability Assessment Model","Alhaqbani, Bandar, Jøsang, Audun, Fidge, Colin","Journal of theoretical and applied electronic commerce research; 4(2); 64-78","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200006&lang=pt" 
"S0718-18762009000200007-chl","A Method of Web Service Discovery based on Semantic Message Bipartite Matching for Remote Medical System","Zhang, Yang, Yue Liu, Bing, Wang, Hong","Journal of theoretical and applied electronic commerce research; 4(2); 79-87","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200007&lang=pt" 
"S0718-18762009000200008-chl","Authorization Control in Collaborative Healthcare Systems","Daiqin He, Daisy, Yang, Jian","Journal of theoretical and applied electronic commerce research; 4(2); 88-109","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200008&lang=pt" 
"S1516-84842009000800003-scl","Is there a role for allogeneic haemopoietic stem cell transplants (HSCT) in patients with Hodgkin&#039;s disease?","Bacigalupo, Andrea","Revista Brasileira de Hematologia e Hemoterapia; 31(); 7-8","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800003&lang=pt" 
"S1516-84842009000800001-scl","8º Encontro Anual da Associação Ítalo-Brasileira de Hematologia","Ruiz, Milton A.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 1-2","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800001&lang=pt" 
"S1516-84842009000800002-scl","Linfoma de Hodgkin: aspectos atuais","Spector, Nelson","Revista Brasileira de Hematologia e Hemoterapia; 31(); 3-6","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800002&lang=pt" 
"S1516-84842009000800016-scl","Advances in the treatment of aplastic anemia","Bacigalupo, Andrea","Revista Brasileira de Hematologia e Hemoterapia; 31(); 61-62","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800016&lang=pt" 
"S1516-84842009000800004-scl","Brazilian experience using high-dose sequential therapy (HDS) followed by autologous hematopoietic stem cell transplantation (ASCT) for malignant lymphomas","Souza, Cármino A. de, Pagnano, Kátia B. B., Lorand-Metze, Irene, Miranda, Eliana C. M., Baldissera, Renata, Aranha, Francisco J. P., Vigorito, Afonso C., Duarte, Bruno K. L.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 9-14","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800004&lang=pt" 
"S1516-84842009000800006-scl","T-lymphoblastic lymphoma in adults","Santini, Gino, Chiattone, Carlos S.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 19-20","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800006&lang=pt" 
"S1516-84842009000800008-scl","Linfoma Extranodal de Células NK/T tipo Nasal","Chiattone, Carlos S.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 26-29","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800008&lang=pt" 
"S1516-84842009000800010-scl","Infection in multiple myeloma","Nucci, Marcio L. M.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 32-34","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800010&lang=pt" 
"S1516-84842009000800012-scl","Adult acute lymphoblastic leukemia","Foà, Robin, Chiaretti, Sabina, Guarini, Anna, Vitale, Antonella","Revista Brasileira de Hematologia e Hemoterapia; 31(); 41-47","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800012&lang=pt" 
"S1516-84842009000800013-scl","Coagulation abnormalities in acute promyelocytic leukemia","Jacomo, Rafael H., Rego, Eduardo M.","Revista Brasileira de Hematologia e Hemoterapia; 31(); 48-50","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800013&lang=pt" 
"S1516-84842009000800017-scl","Regenerative medicine: a review","Porcellini, Adolfo","Revista Brasileira de Hematologia e Hemoterapia; 31(); 63-66","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800017&lang=pt" 
"S1516-84842009000800009-scl","The role of thalidomide as maintenance after autologous stem cell transplantation in multiple myeloma","Maiolino, Angelo","Revista Brasileira de Hematologia e Hemoterapia; 31(); 30-31","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000800009&lang=pt" 
"S1727-99332009000100001-per","Respondiendo preguntas","Romero, Leonardo","Revista Peruana de Biología; 16(1); 3-4","Revista Peruana de Biología","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332009000100001&lang=pt" 
