"S1130-01082010000800016-esp","On time to veto the use of the word &quot;appendagitis&quot;?","Morera Ocón, F. J.","Revista Española de Enfermedades Digestivas; 102(8); 513-513","Revista Española de Enfermedades Digestivas","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082010000800016&lang=pt" 
"S0100-67622010000400017-scl","Flutuações temporais nos padrões de distribuição diamétrica da comunidade arbóreo-arbustivo e de 15 populações em um fragmento florestal","Machado, Evandro Luiz Mendonça, Gonzaga, Anne Priscila Dias, Carvalho, Warley Augusto Caldas, Souza, Josival Santos, Higuchi, Pedro, Santos, Rubens Manoel dos, Silva, Ana Carolina da, Oliveira-Filho, Ary Teixeira de","Revista Árvore; 34(4); 723-732","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000400017&lang=pt" 
"S1135-57272010000400008-spa","Adherencia a las recomendaciones para evitar caídas en personas mayores de 64 años Albacete, 2009","Andrés Pretel, Fernando, Navarro Bravo, Beatriz, Párraga Martínez, Ignacio, de la Torre García, Mª Antonia, Campo del Campo, José María del, López-Torres Hidalgo, Jesús","Revista Española de Salud Pública; 84(4); 431-439","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400008&lang=pt" 
"S1135-57272010000400002-spa","Evaluación económica de intervenciones sanitarias en España durante el periodo 1983-2008","Catalá-López, Ferrán, García-Altés, Anna","Revista Española de Salud Pública; 84(4); 353-369","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400002&lang=pt" 
"S0100-72032010000800004-scl","Características clínicas e citogenéticas da síndrome de Turner na região Centro-Oeste do Brasil","Araújo, Claudinéia de, Galera, Bianca Borsatto, Galera, Marcial Francis, Medeiros, Sebastião Freitas de","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 381-385","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800004&lang=pt" 
"S0102-09352010000400001-scl","Induction of the acrosome reaction test to in vitro estimate embryo production in Nelore cattle","Costa, M.Z., Oliveira, L.Z., Resende, M.V., Lucio, A.C., Perini, A.P., Miguel, M.C.V., Lima, V.F.M.H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 771-777","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400001&lang=pt" 
"S0102-09352010000400004-scl","Liberação intraocular de ofloxacina associada a lente de contato biossintética em ceratite bacteriana experimental em cães","Cremonini, D.N., Ranzani, J.J.T., Cunha, M.L.R.S., Tonin, F.G., Brandão, C.V.S., Messadeq, Y.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 791-796","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400004&lang=pt" 
"S0102-09352010000400007-scl","Influência do butorfanol sobre os períodos de latência e de ação da ropivacaína pela via peridural na ovariossalpingo-histerectomia em cadelas","Albuquerque, V.B., Souza, T.F.B., Vivan, M.C.R., Ferreira, J.Z., Frade, M.C., Perri, S.H.V., Oliva, V.N.L.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 806-811","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400007&lang=pt" 
"S0102-09352010000400011-scl","Neoplasias espontâneas em camundongos de um centro de criação de animais de laboratório","Trotte, M.N.S., Santos, B.F., Menezes, R.C., Tortelly, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 827-836","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400011&lang=pt" 
"S0102-09352010000400012-scl","Morphological alterations in salivary glands of mice (Mus musculus) submitted to tannin enriched diets: comparison with sialotrophic effects of sympathetic agonists stimulation","Lamy, E., Baptista, E.S., Coelho, A.V., Silva, F. Capela e","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 837-844","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400012&lang=pt" 
"S0102-09352010000400013-scl","Desenvolvimento pós-natal e potencial teratogênico da prole de ratos Wistar no estudo da toxicidade reprodutiva de duas preparações fitoterápicas contendo soja Glycine max (L.) Merr","Hollenbach, C.B., Bortolini, C.E., Batista, J.M., Hollenbach, E.B., Schuch, T.L., Pacheco, M.H., Mello, F.B., Mello, J.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 845-852","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400013&lang=pt" 
"S0102-09352010000400014-scl","Modelo de suplementação nutricional com fatores hepatotróficos aumenta proliferação celular em fígado de ratos sadios","Aloia, T.P.A., Cogliati, B., Guerra, R.R., Parra, O.M., Dagli, M.L.Z., Hernandez-Blazquez, F.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 853-861","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400014&lang=pt" 
"S0102-09352010000400015-scl","Detection of Borrelia-specific 16S rRNA sequence in total RNA extracted from Ixodes ricinus ticks","Radulović, Ž., Milutinović, M., Tomanović, S., Mulenga, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 862-867","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400015&lang=pt" 
"S0102-09352010000400016-scl","Intake, digestibility, and performance of steers fed diets based on two corn silage hybrids and two concentrate levels","Chizzotti, F.H.M., Pereira, O.G., Valadares Filho, S.C., Tedeschi, L.O., Ribeiro, K.G., Pereira, D.H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(4); 868-874","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000400016&lang=pt" 
