"S0034-70942010000500007-scl","Utilidade da ecocardiografia transeofageana durante hipotensão arterial grave em cirurgia não cardíaca","Schulmeyer, Cabrera, Farías, Jorge, Rajdl, Eduardo, Maza, Jaime de La, Labbé, Marcela","Revista Brasileira de Anestesiologia; 60(5); 513-521","Revista Brasileira de Anestesiologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000500007&lang=pt" 
"S0873-65612010000300010-prt","Beyond the boundaries: final comments","Miller, Daniel","Etnográfica; 14(3); 587-591","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300010&lang=pt" 
"S0873-65612010000300011-prt","From a political anthropology to an anthropology of policy Interview with Cris Shore","Durão, Susana","Etnográfica; 14(3); 595-614","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300011&lang=pt" 
"S0873-65612010000300012-prt","Portugal em transe: transnacionalização das religiões afro-brasileiras, conversão e performances","Saraiva, Clara","Etnográfica; 14(3); 617-620","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300012&lang=pt" 
"S0873-65612010000300013-prt","Uma imagem da nação: traje à vianesa","Cunha, Luís","Etnográfica; 14(3); 620-622","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300013&lang=pt" 
"S0873-65612010000300014-prt","","Ferreira, Sónia","Etnográfica; 14(3); 622-625","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300014&lang=pt" 
"S0873-65612010000300015-prt","","Rosales, Marta Vilar","Etnográfica; 14(3); 625-628","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300015&lang=pt" 
"S0873-65612010000300016-prt","","Freire, Francisco","Etnográfica; 14(3); 628-630","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300016&lang=pt" 
"S1415-52732010010500001-scl","Suco de laranja reduz o colesterol em indivíduos normolipidêmicos","César, Thaïs Borges","Revista de Nutrição; 23(5); -","Revista de Nutrição","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732010010500001&lang=pt" 
"S1415-52732010010500004-scl","Estudo mostra que estado nutricional depletado favorece o desenvolvimento de úlceras de pressão em pacientes hospitalizados","Campos, Suellen Fabiane","Revista de Nutrição; 23(5); -","Revista de Nutrição","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732010010500004&lang=pt" 
"S1415-52732010010500005-scl","Qual a importância do consumo frequente de café da manhã para a saúde?","Proença, Rossana Pacheco da Costa","Revista de Nutrição; 23(5); -","Revista de Nutrição","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732010010500005&lang=pt" 
"S1415-52732010010500002-scl","Estudo sugere a antropometria para avaliar a composição corporal de idosas diabéticas tipo II","Fett, Waléria","Revista de Nutrição; 23(5); -","Revista de Nutrição","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732010010500002&lang=pt" 
"S1415-52732010010500003-scl","Desenvolvido no Brasil o primeiro guia para terapia nutricional de pacientes com câncer","Garófolo, Adriana","Revista de Nutrição; 23(5); -","Revista de Nutrição","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732010010500003&lang=pt" 
"S1870-34532010000400001-mex","Clave ilustrada para la identificación de los estomatópodos (Crustacea: Hoplocarida) del Pacífico oriental","Salgado-Barragán, José, Hendrickx, Michel E.","Revista mexicana de biodiversidad; 81(); 1-49","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400001&lang=pt" 
"S1870-34532010000400010-mex","Distribución y abundancia de crustáceos en humedales de Tabasco, México","Barba, Everardo, Juárez-Flores, Juan, Estrada-Loreto, Feliciana","Revista mexicana de biodiversidad; 81(); 153-163","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400010&lang=pt" 
"S1870-34532010000400011-mex","Macrocrustáceos incrustantes en el Parque Nacional Sistema Arrecifal Veracruzano: biodiversidad, abundancia y distribución","Winfield, Ignacio, Cházaro-Olvera, Sergio, Horta-Puga, Guillermo, Lozano-Aburto, Miguel Ángel, Arenas-Fuentes, Virgilio","Revista mexicana de biodiversidad; 81(); 165-175","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400011&lang=pt" 
"S1870-34532010000400012-mex","Unique 16S rRNA sequences of Eurythenes gryllus (Crustacea: Amphipoda: Lysianassidae) from the Gulf of Mexico abyssal plain","Escobar-Briones, Elva, Nájera-Hillman, Eduardo, Álvarez, Fernando","Revista mexicana de biodiversidad; 81(); 177-185","Revista mexicana de biodiversidad","Inglês","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400012&lang=pt" 
"S1870-34532010000400013-mex","Análisis discriminante aplicado a los grupos sexuales de Potimirim mexicana, camarón hermafrodita protándrico","Alonso-Reyes, Ma. del Pilar, Bortolini-Rosales, José Luis, Álvarez, Fernando","Revista mexicana de biodiversidad; 81(); 187-192","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400013&lang=pt" 
"S1870-34532010000400014-mex","Pautas de comportamiento alimentario y adaptaciones progresivas en los apéndices auxiliares en Agostocaris bozanici y Barbouria yanezi (Crustacea: Decapoda: Caridea: Agostocarididae, Hyppolitidae)","Mejía-Ortíz, Luis M.","Revista mexicana de biodiversidad; 81(); 193-201","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400014&lang=pt" 
"S1870-34532010000400015-mex","Revisores-volumen 81 Suplemento","","Revista mexicana de biodiversidad; 81(); -203","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400015&lang=pt" 
"S1870-34532010000400002-mex","Tanaidáceos (Crustacea: Peracarida) de los litorales de Guerrero y Oaxaca, México","Jarquín-González, Jani, García-Madrigal, María del Socorro","Revista mexicana de biodiversidad; 81(); 51-61","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400002&lang=pt" 
"S1870-34532010000400003-mex","Macrocrustáceos (Peracarida, Decapoda) de fondos carbonatados del sector occidental del banco de Campeche en el sur del golfo de México","Escobar-Briones, Elva, Jiménez-Guadarrama, Elvira Leticia","Revista mexicana de biodiversidad; 81(); 63-72","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400003&lang=pt" 
"S1870-34532010000400004-mex","Desarrollo larval de Palaemonetes mexicanus y P. hobbsi (Caridea: Palaemonidae) cultivadas en el laboratorio","Rodríguez-Almaráz, Gabino A., Muñiz-Martínez, Rodolfo, Millán-Cervantes, Alejandro","Revista mexicana de biodiversidad; 81(); 73-97","Revista mexicana de biodiversidad","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532010000400004&lang=pt" 
